date,season,game_type,home_team,home_team_reg_score,home_team_fin_score,away_team,away_team_reg_score,away_team_fin_score,went_to_shoot_out
2016-09-25,20162017,PR,St. Louis Blues,7,7,Columbus Blue Jackets,3,3,False
2016-09-25,20162017,PR,Columbus Blue Jackets,0,0,St. Louis Blues,5,5,False
2016-09-26,20162017,PR,Toronto Maple Leafs,3,3,Ottawa Senators,6,6,False
2016-09-26,20162017,PR,Boston Bruins,2,2,Columbus Blue Jackets,2,3,True
2016-09-26,20162017,PR,Buffalo Sabres,1,1,Minnesota Wild,2,2,False
2016-09-26,20162017,PR,New Jersey Devils,2,2,Philadelphia Flyers,0,0,False
2016-09-26,20162017,PR,New York Islanders,3,3,Philadelphia Flyers,0,0,False
2016-09-26,20162017,PR,Washington Capitals,1,1,Carolina Hurricanes,1,2,False
2016-09-26,20162017,PR,Montréal Canadiens,2,2,New Jersey Devils,3,3,False
2016-09-26,20162017,PR,Dallas Stars,3,3,St. Louis Blues,1,1,False
2016-09-26,20162017,PR,Calgary Flames,1,1,Edmonton Oilers,2,2,False
2016-09-26,20162017,PR,Edmonton Oilers,4,4,Calgary Flames,2,2,False
2016-09-26,20162017,PR,Arizona Coyotes,5,5,Los Angeles Kings,3,3,False
2016-09-26,20162017,PR,Los Angeles Kings,4,4,Arizona Coyotes,3,3,False
2016-09-27,20162017,PR,Florida Panthers,4,4,Nashville Predators,1,1,False
2016-09-27,20162017,PR,Buffalo Sabres,2,3,Ottawa Senators,2,2,False
2016-09-27,20162017,PR,Florida Panthers,1,1,Nashville Predators,2,2,False
2016-09-27,20162017,PR,New York Rangers,5,5,New York Islanders,2,2,False
2016-09-27,20162017,PR,Philadelphia Flyers,4,4,New York Islanders,0,0,False
2016-09-27,20162017,PR,Detroit Red Wings,4,4,Pittsburgh Penguins,2,2,False
2016-09-27,20162017,PR,Montréal Canadiens,5,5,Washington Capitals,2,2,False
2016-09-27,20162017,PR,Tampa Bay Lightning,2,2,Carolina Hurricanes,3,3,False
2016-09-27,20162017,PR,Minnesota Wild,1,1,Colorado Avalanche,4,4,False
2016-09-27,20162017,PR,Winnipeg Jets,0,0,Calgary Flames,3,3,False
2016-09-27,20162017,PR,Anaheim Ducks,1,1,Arizona Coyotes,2,2,False
2016-09-27,20162017,PR,San Jose Sharks,2,3,Vancouver Canucks,2,2,False
2016-09-28,20162017,PR,Boston Bruins,1,1,Detroit Red Wings,5,5,False
2016-09-28,20162017,PR,Philadelphia Flyers,2,2,New Jersey Devils,0,0,False
2016-09-28,20162017,PR,Chicago Blackhawks,0,0,Pittsburgh Penguins,2,2,False
2016-09-28,20162017,PR,Colorado Avalanche,4,4,Dallas Stars,2,2,False
2016-09-28,20162017,PR,Vancouver Canucks,5,5,Edmonton Oilers,3,3,False
2016-09-28,20162017,PR,Los Angeles Kings,6,6,Anaheim Ducks,1,1,False
2016-09-29,20162017,PR,Columbus Blue Jackets,2,3,Nashville Predators,2,2,False
2016-09-29,20162017,PR,New York Rangers,3,3,New Jersey Devils,1,1,False
2016-09-29,20162017,PR,Toronto Maple Leafs,0,1,Buffalo Sabres,0,0,False
2016-09-29,20162017,PR,Montréal Canadiens,3,3,Ottawa Senators,3,4,False
2016-09-29,20162017,PR,Tampa Bay Lightning,2,2,Florida Panthers,0,0,False
2016-09-29,20162017,PR,Winnipeg Jets,4,4,Minnesota Wild,1,1,False
2016-09-30,20162017,PR,Buffalo Sabres,1,1,Toronto Maple Leafs,8,8,False
2016-09-30,20162017,PR,Pittsburgh Penguins,1,1,Chicago Blackhawks,0,0,False
2016-09-30,20162017,PR,Carolina Hurricanes,1,1,Tampa Bay Lightning,1,2,False
2016-09-30,20162017,PR,Detroit Red Wings,1,1,Boston Bruins,1,2,False
2016-09-30,20162017,PR,St. Louis Blues,4,4,Dallas Stars,1,1,False
2016-09-30,20162017,PR,Winnipeg Jets,5,5,Edmonton Oilers,1,1,False
2016-09-30,20162017,PR,Calgary Flames,2,2,Vancouver Canucks,1,1,False
2016-09-30,20162017,PR,Colorado Avalanche,3,3,Los Angeles Kings,1,1,False
2016-09-30,20162017,PR,San Jose Sharks,2,3,Arizona Coyotes,2,2,False
2016-10-01,20162017,PR,Ottawa Senators,2,2,Montréal Canadiens,2,3,False
2016-10-01,20162017,PR,New Jersey Devils,5,5,New York Rangers,4,4,False
2016-10-01,20162017,PR,New York Islanders,1,1,Washington Capitals,2,2,False
2016-10-01,20162017,PR,Philadelphia Flyers,3,3,Boston Bruins,3,4,True
2016-10-01,20162017,PR,Nashville Predators,4,4,Tampa Bay Lightning,3,3,False
2016-10-01,20162017,PR,Chicago Blackhawks,4,4,St. Louis Blues,0,0,False
2016-10-01,20162017,PR,Arizona Coyotes,2,3,Anaheim Ducks,2,2,False
2016-10-02,20162017,PR,Florida Panthers,1,1,Dallas Stars,1,2,False
2016-10-02,20162017,PR,Columbus Blue Jackets,0,0,Pittsburgh Penguins,2,2,False
2016-10-02,20162017,PR,Minnesota Wild,3,3,Carolina Hurricanes,1,1,False
2016-10-02,20162017,PR,Detroit Red Wings,6,6,Chicago Blackhawks,3,3,False
2016-10-02,20162017,PR,Toronto Maple Leafs,2,3,Montréal Canadiens,2,2,False
2016-10-02,20162017,PR,Anaheim Ducks,0,0,Los Angeles Kings,1,1,False
2016-10-02,20162017,PR,Vancouver Canucks,2,2,San Jose Sharks,2,3,False
2016-10-02,20162017,PR,Edmonton Oilers,3,3,Los Angeles Kings,2,2,False
2016-10-02,20162017,PR,Calgary Flames,0,0,Winnipeg Jets,4,4,False
2016-10-03,20162017,PR,New York Islanders,4,4,New Jersey Devils,3,3,False
2016-10-03,20162017,PR,Philadelphia Flyers,3,4,New York Rangers,3,3,False
2016-10-03,20162017,PR,Washington Capitals,1,2,St. Louis Blues,1,1,True
2016-10-03,20162017,PR,Winnipeg Jets,4,4,Ottawa Senators,2,2,False
2016-10-03,20162017,PR,Vancouver Canucks,2,2,Arizona Coyotes,4,4,False
2016-10-04,20162017,PR,Buffalo Sabres,2,2,Carolina Hurricanes,0,0,False
2016-10-04,20162017,PR,Montréal Canadiens,4,4,Boston Bruins,3,3,False
2016-10-04,20162017,PR,New York Islanders,2,3,New York Rangers,2,2,False
2016-10-04,20162017,PR,Nashville Predators,2,2,Columbus Blue Jackets,2,3,False
2016-10-04,20162017,PR,Chicago Blackhawks,6,6,Detroit Red Wings,1,1,False
2016-10-04,20162017,PR,Dallas Stars,1,2,Florida Panthers,1,1,True
2016-10-04,20162017,PR,Colorado Avalanche,2,2,Minnesota Wild,0,0,False
2016-10-04,20162017,PR,Edmonton Oilers,2,2,Anaheim Ducks,1,1,False
2016-10-04,20162017,PR,Ottawa Senators,2,3,Toronto Maple Leafs,2,2,False
2016-10-05,20162017,PR,Carolina Hurricanes,2,3,Buffalo Sabres,2,2,False
2016-10-05,20162017,PR,New Jersey Devils,2,2,New York Islanders,3,3,False
2016-10-05,20162017,PR,Pittsburgh Penguins,2,2,Detroit Red Wings,5,5,False
2016-10-05,20162017,PR,St. Louis Blues,2,2,Washington Capitals,4,4,False
2016-10-05,20162017,PR,Dallas Stars,0,0,Colorado Avalanche,1,1,False
2016-10-05,20162017,PR,Calgary Flames,1,2,Arizona Coyotes,1,1,True
2016-10-05,20162017,PR,San Jose Sharks,0,0,Anaheim Ducks,2,2,False
2016-10-06,20162017,PR,Columbus Blue Jackets,1,1,Boston Bruins,2,2,False
2016-10-06,20162017,PR,New York Rangers,2,2,Philadelphia Flyers,4,4,False
2016-10-06,20162017,PR,Montréal Canadiens,6,6,Toronto Maple Leafs,1,1,False
2016-10-06,20162017,PR,Edmonton Oilers,5,5,Winnipeg Jets,2,2,False
2016-10-06,20162017,PR,Vancouver Canucks,4,4,Calgary Flames,0,0,False
2016-10-07,20162017,PR,Toronto Maple Leafs,1,1,Detroit Red Wings,2,2,False
2016-10-07,20162017,PR,Carolina Hurricanes,2,3,Washington Capitals,2,2,True
2016-10-07,20162017,PR,Ottawa Senators,2,2,Buffalo Sabres,4,4,False
2016-10-07,20162017,PR,Arizona Coyotes,3,3,San Jose Sharks,1,1,False
2016-10-07,20162017,PR,Los Angeles Kings,3,3,Dallas Stars,6,6,False
2016-10-08,20162017,PR,Pittsburgh Penguins,3,3,Columbus Blue Jackets,5,5,False
2016-10-08,20162017,PR,Boston Bruins,0,1,Philadelphia Flyers,0,0,False
2016-10-08,20162017,PR,Detroit Red Wings,4,4,Toronto Maple Leafs,3,3,False
2016-10-08,20162017,PR,Tampa Bay Lightning,5,5,Nashville Predators,3,3,False
2016-10-08,20162017,PR,Florida Panthers,4,4,New Jersey Devils,2,2,False
2016-10-08,20162017,PR,Minnesota Wild,5,5,Winnipeg Jets,1,1,False
2016-10-08,20162017,PR,St. Louis Blues,2,2,Chicago Blackhawks,1,1,False
2016-10-08,20162017,PR,Edmonton Oilers,2,2,Vancouver Canucks,3,3,False
2016-10-08,20162017,PR,Los Angeles Kings,1,1,Colorado Avalanche,1,2,False
2016-10-09,20162017,PR,Washington Capitals,4,4,New York Islanders,0,0,False
2016-10-09,20162017,PR,Anaheim Ducks,2,3,San Jose Sharks,2,2,False
2016-10-12,20162017,R,Ottawa Senators,4,5,Toronto Maple Leafs,4,4,False
2016-10-12,20162017,R,Chicago Blackhawks,2,2,St. Louis Blues,5,5,False
2016-10-12,20162017,R,Edmonton Oilers,7,7,Calgary Flames,4,4,False
2016-10-12,20162017,R,San Jose Sharks,2,2,Los Angeles Kings,1,1,False
2016-10-13,20162017,R,Buffalo Sabres,1,1,Montréal Canadiens,4,4,False
2016-10-13,20162017,R,New York Rangers,5,5,New York Islanders,3,3,False
2016-10-13,20162017,R,Columbus Blue Jackets,3,3,Boston Bruins,6,6,False
2016-10-13,20162017,R,Tampa Bay Lightning,6,6,Detroit Red Wings,4,4,False
2016-10-13,20162017,R,Florida Panthers,1,2,New Jersey Devils,1,1,False
2016-10-13,20162017,R,St. Louis Blues,3,3,Minnesota Wild,2,2,False
2016-10-13,20162017,R,Winnipeg Jets,4,5,Carolina Hurricanes,4,4,False
2016-10-13,20162017,R,Pittsburgh Penguins,2,3,Washington Capitals,2,2,True
2016-10-13,20162017,R,Dallas Stars,4,4,Anaheim Ducks,2,2,False
2016-10-14,20162017,R,Nashville Predators,3,3,Chicago Blackhawks,2,2,False
2016-10-14,20162017,R,Calgary Flames,3,3,Edmonton Oilers,5,5,False
2016-10-14,20162017,R,Los Angeles Kings,2,2,Philadelphia Flyers,4,4,False
2016-10-15,20162017,R,Minnesota Wild,4,4,Winnipeg Jets,3,3,False
2016-10-15,20162017,R,Toronto Maple Leafs,4,4,Boston Bruins,1,1,False
2016-10-15,20162017,R,Ottawa Senators,3,4,Montréal Canadiens,3,3,True
2016-10-15,20162017,R,Tampa Bay Lightning,3,3,New Jersey Devils,2,2,False
2016-10-15,20162017,R,Florida Panthers,4,4,Detroit Red Wings,1,1,False
2016-10-15,20162017,R,Pittsburgh Penguins,3,3,Anaheim Ducks,2,2,False
2016-10-15,20162017,R,Washington Capitals,2,2,New York Islanders,1,1,False
2016-10-15,20162017,R,Columbus Blue Jackets,2,2,San Jose Sharks,3,3,False
2016-10-15,20162017,R,St. Louis Blues,3,3,New York Rangers,2,2,False
2016-10-15,20162017,R,Chicago Blackhawks,5,5,Nashville Predators,3,3,False
2016-10-15,20162017,R,Arizona Coyotes,3,4,Philadelphia Flyers,3,3,False
2016-10-15,20162017,R,Colorado Avalanche,6,6,Dallas Stars,5,5,False
2016-10-15,20162017,R,Vancouver Canucks,1,2,Calgary Flames,1,1,True
2016-10-16,20162017,R,New York Islanders,2,3,Anaheim Ducks,2,2,False
2016-10-16,20162017,R,Edmonton Oilers,2,2,Buffalo Sabres,6,6,False
2016-10-16,20162017,R,Vancouver Canucks,3,4,Carolina Hurricanes,3,3,False
2016-10-17,20162017,R,New York Rangers,7,7,San Jose Sharks,4,4,False
2016-10-17,20162017,R,Pittsburgh Penguins,3,3,Colorado Avalanche,3,4,False
2016-10-17,20162017,R,Detroit Red Wings,5,5,Ottawa Senators,1,1,False
2016-10-17,20162017,R,Winnipeg Jets,1,1,Boston Bruins,4,4,False
2016-10-18,20162017,R,New Jersey Devils,2,2,Anaheim Ducks,1,1,False
2016-10-18,20162017,R,New York Islanders,2,2,San Jose Sharks,3,3,False
2016-10-18,20162017,R,Washington Capitals,3,3,Colorado Avalanche,0,0,False
2016-10-18,20162017,R,Montréal Canadiens,4,4,Pittsburgh Penguins,0,0,False
2016-10-18,20162017,R,Ottawa Senators,7,7,Arizona Coyotes,4,4,False
2016-10-18,20162017,R,Tampa Bay Lightning,3,4,Florida Panthers,3,3,True
2016-10-18,20162017,R,Nashville Predators,1,1,Dallas Stars,2,2,False
2016-10-18,20162017,R,Minnesota Wild,6,6,Los Angeles Kings,3,3,False
2016-10-18,20162017,R,Chicago Blackhawks,7,7,Philadelphia Flyers,4,4,False
2016-10-18,20162017,R,Calgary Flames,3,4,Buffalo Sabres,3,3,False
2016-10-18,20162017,R,Edmonton Oilers,3,3,Carolina Hurricanes,2,2,False
2016-10-18,20162017,R,Vancouver Canucks,1,2,St. Louis Blues,1,1,False
2016-10-19,20162017,R,Winnipeg Jets,4,5,Toronto Maple Leafs,4,4,False
2016-10-19,20162017,R,New York Rangers,1,1,Detroit Red Wings,2,2,False
2016-10-20,20162017,R,Boston Bruins,2,2,New Jersey Devils,1,1,False
2016-10-20,20162017,R,Philadelphia Flyers,2,2,Anaheim Ducks,3,3,False
2016-10-20,20162017,R,Pittsburgh Penguins,3,3,San Jose Sharks,2,2,False
2016-10-20,20162017,R,Montréal Canadiens,5,5,Arizona Coyotes,2,2,False
2016-10-20,20162017,R,Tampa Bay Lightning,0,0,Colorado Avalanche,4,4,False
2016-10-20,20162017,R,Florida Panthers,2,2,Washington Capitals,4,4,False
2016-10-20,20162017,R,Minnesota Wild,3,3,Toronto Maple Leafs,2,2,False
2016-10-20,20162017,R,Dallas Stars,3,3,Los Angeles Kings,3,4,False
2016-10-20,20162017,R,Calgary Flames,2,2,Carolina Hurricanes,4,4,False
2016-10-20,20162017,R,Edmonton Oilers,3,3,St. Louis Blues,1,1,False
2016-10-20,20162017,R,Vancouver Canucks,2,2,Buffalo Sabres,1,1,False
2016-10-21,20162017,R,New York Islanders,3,3,Arizona Coyotes,2,2,False
2016-10-21,20162017,R,Columbus Blue Jackets,3,3,Chicago Blackhawks,2,2,False
2016-10-21,20162017,R,Detroit Red Wings,5,5,Nashville Predators,3,3,False
2016-10-22,20162017,R,Chicago Blackhawks,4,5,Toronto Maple Leafs,4,4,True
2016-10-22,20162017,R,Boston Bruins,2,2,Montréal Canadiens,4,4,False
2016-10-22,20162017,R,Ottawa Senators,1,1,Tampa Bay Lightning,4,4,False
2016-10-22,20162017,R,Detroit Red Wings,3,3,San Jose Sharks,0,0,False
2016-10-22,20162017,R,Florida Panthers,5,5,Colorado Avalanche,2,2,False
2016-10-22,20162017,R,New Jersey Devils,1,2,Minnesota Wild,1,1,False
2016-10-22,20162017,R,Philadelphia Flyers,6,6,Carolina Hurricanes,3,3,False
2016-10-22,20162017,R,Washington Capitals,2,2,New York Rangers,4,4,False
2016-10-22,20162017,R,Nashville Predators,5,5,Pittsburgh Penguins,1,1,False
2016-10-22,20162017,R,Dallas Stars,0,0,Columbus Blue Jackets,3,3,False
2016-10-22,20162017,R,Los Angeles Kings,3,4,Vancouver Canucks,3,3,True
2016-10-22,20162017,R,Calgary Flames,4,4,St. Louis Blues,6,6,False
2016-10-23,20162017,R,Winnipeg Jets,0,0,Edmonton Oilers,3,3,False
2016-10-23,20162017,R,New York Islanders,6,6,Minnesota Wild,3,3,False
2016-10-23,20162017,R,New York Rangers,3,3,Arizona Coyotes,2,2,False
2016-10-23,20162017,R,Anaheim Ducks,4,4,Vancouver Canucks,2,2,False
2016-10-24,20162017,R,Montréal Canadiens,3,3,Philadelphia Flyers,1,1,False
2016-10-24,20162017,R,Chicago Blackhawks,2,2,Calgary Flames,2,3,True
2016-10-25,20162017,R,Boston Bruins,0,0,Minnesota Wild,5,5,False
2016-10-25,20162017,R,New Jersey Devils,5,5,Arizona Coyotes,3,3,False
2016-10-25,20162017,R,Pittsburgh Penguins,3,3,Florida Panthers,2,2,False
2016-10-25,20162017,R,Philadelphia Flyers,3,4,Buffalo Sabres,3,3,True
2016-10-25,20162017,R,Toronto Maple Leafs,3,3,Tampa Bay Lightning,7,7,False
2016-10-25,20162017,R,Detroit Red Wings,4,4,Carolina Hurricanes,2,2,False
2016-10-25,20162017,R,St. Louis Blues,1,1,Calgary Flames,4,4,False
2016-10-25,20162017,R,Dallas Stars,3,3,Winnipeg Jets,2,2,False
2016-10-25,20162017,R,Vancouver Canucks,0,0,Ottawa Senators,3,3,False
2016-10-25,20162017,R,San Jose Sharks,1,2,Anaheim Ducks,1,1,False
2016-10-25,20162017,R,Los Angeles Kings,2,3,Columbus Blue Jackets,2,2,False
2016-10-26,20162017,R,New York Islanders,2,2,Montréal Canadiens,3,3,False
2016-10-26,20162017,R,New York Rangers,5,5,Boston Bruins,2,2,False
2016-10-26,20162017,R,Edmonton Oilers,4,4,Washington Capitals,1,1,False
2016-10-26,20162017,R,Anaheim Ducks,6,6,Nashville Predators,1,1,False
2016-10-27,20162017,R,Buffalo Sabres,0,0,Minnesota Wild,4,4,False
2016-10-27,20162017,R,Philadelphia Flyers,4,4,Arizona Coyotes,5,5,False
2016-10-27,20162017,R,Pittsburgh Penguins,4,4,New York Islanders,2,2,False
2016-10-27,20162017,R,Toronto Maple Leafs,3,3,Florida Panthers,2,2,False
2016-10-27,20162017,R,Montréal Canadiens,3,3,Tampa Bay Lightning,1,1,False
2016-10-27,20162017,R,St. Louis Blues,1,1,Detroit Red Wings,1,2,True
2016-10-27,20162017,R,Winnipeg Jets,4,4,Dallas Stars,1,1,False
2016-10-27,20162017,R,Los Angeles Kings,2,3,Nashville Predators,2,2,False
2016-10-27,20162017,R,San Jose Sharks,3,3,Columbus Blue Jackets,1,1,False
2016-10-28,20162017,R,New Jersey Devils,2,2,Chicago Blackhawks,2,3,False
2016-10-28,20162017,R,Carolina Hurricanes,3,3,New York Rangers,2,2,False
2016-10-28,20162017,R,Colorado Avalanche,0,0,Winnipeg Jets,1,1,False
2016-10-28,20162017,R,Calgary Flames,5,5,Ottawa Senators,2,2,False
2016-10-28,20162017,R,Vancouver Canucks,0,0,Edmonton Oilers,2,2,False
2016-10-28,20162017,R,Anaheim Ducks,0,0,Columbus Blue Jackets,4,4,False
2016-10-29,20162017,R,Buffalo Sabres,3,3,Florida Panthers,0,0,False
2016-10-29,20162017,R,Montréal Canadiens,2,2,Toronto Maple Leafs,1,1,False
2016-10-29,20162017,R,Detroit Red Wings,0,0,Boston Bruins,1,1,False
2016-10-29,20162017,R,New Jersey Devils,3,3,Tampa Bay Lightning,1,1,False
2016-10-29,20162017,R,Philadelphia Flyers,4,4,Pittsburgh Penguins,5,5,False
2016-10-29,20162017,R,St. Louis Blues,1,1,Los Angeles Kings,0,0,False
2016-10-29,20162017,R,Minnesota Wild,4,4,Dallas Stars,0,0,False
2016-10-29,20162017,R,Arizona Coyotes,2,2,Colorado Avalanche,3,3,False
2016-10-29,20162017,R,Vancouver Canucks,2,2,Washington Capitals,5,5,False
2016-10-29,20162017,R,San Jose Sharks,4,4,Nashville Predators,1,1,False
2016-10-30,20162017,R,Winnipeg Jets,1,1,Buffalo Sabres,3,3,False
2016-10-30,20162017,R,Detroit Red Wings,2,2,Florida Panthers,5,5,False
2016-10-30,20162017,R,Carolina Hurricanes,3,3,Philadelphia Flyers,4,4,False
2016-10-30,20162017,R,New York Islanders,5,5,Toronto Maple Leafs,1,1,False
2016-10-30,20162017,R,Chicago Blackhawks,3,3,Los Angeles Kings,0,0,False
2016-10-30,20162017,R,New York Rangers,6,6,Tampa Bay Lightning,1,1,False
2016-10-30,20162017,R,Edmonton Oilers,0,0,Ottawa Senators,2,2,False
2016-10-30,20162017,R,Calgary Flames,1,1,Washington Capitals,3,3,False
2016-11-01,20162017,R,New York Rangers,5,5,St. Louis Blues,0,0,False
2016-11-01,20162017,R,Columbus Blue Jackets,2,3,Dallas Stars,2,2,False
2016-11-01,20162017,R,New York Islanders,1,1,Tampa Bay Lightning,6,6,False
2016-11-01,20162017,R,Toronto Maple Leafs,2,3,Edmonton Oilers,2,2,False
2016-11-01,20162017,R,Ottawa Senators,1,2,Carolina Hurricanes,1,1,False
2016-11-01,20162017,R,Florida Panthers,1,1,Boston Bruins,2,2,False
2016-11-01,20162017,R,Minnesota Wild,1,1,Buffalo Sabres,2,2,False
2016-11-01,20162017,R,Winnipeg Jets,2,2,Washington Capitals,3,3,False
2016-11-01,20162017,R,Chicago Blackhawks,5,5,Calgary Flames,1,1,False
2016-11-01,20162017,R,Colorado Avalanche,1,1,Nashville Predators,5,5,False
2016-11-01,20162017,R,Arizona Coyotes,3,3,San Jose Sharks,2,2,False
2016-11-01,20162017,R,Los Angeles Kings,0,0,Anaheim Ducks,4,4,False
2016-11-02,20162017,R,Montréal Canadiens,3,3,Vancouver Canucks,0,0,False
2016-11-02,20162017,R,Philadelphia Flyers,3,4,Detroit Red Wings,3,3,False
2016-11-02,20162017,R,Anaheim Ducks,1,1,Pittsburgh Penguins,5,5,False
2016-11-03,20162017,R,Buffalo Sabres,1,1,Toronto Maple Leafs,2,2,False
2016-11-03,20162017,R,New York Islanders,2,2,Philadelphia Flyers,2,3,True
2016-11-03,20162017,R,New York Rangers,5,5,Edmonton Oilers,3,3,False
2016-11-03,20162017,R,Washington Capitals,3,4,Winnipeg Jets,3,3,False
2016-11-03,20162017,R,Ottawa Senators,1,1,Vancouver Canucks,0,0,False
2016-11-03,20162017,R,Tampa Bay Lightning,3,3,Boston Bruins,3,4,True
2016-11-03,20162017,R,Florida Panthers,3,4,New Jersey Devils,3,3,False
2016-11-03,20162017,R,Chicago Blackhawks,4,4,Colorado Avalanche,0,0,False
2016-11-03,20162017,R,Dallas Stars,6,6,St. Louis Blues,2,2,False
2016-11-03,20162017,R,Arizona Coyotes,2,3,Nashville Predators,2,2,True
2016-11-03,20162017,R,Los Angeles Kings,2,3,Pittsburgh Penguins,2,2,False
2016-11-03,20162017,R,San Jose Sharks,2,2,Calgary Flames,3,3,False
2016-11-04,20162017,R,Columbus Blue Jackets,10,10,Montréal Canadiens,0,0,False
2016-11-04,20162017,R,Detroit Red Wings,3,3,Winnipeg Jets,5,5,False
2016-11-04,20162017,R,Anaheim Ducks,5,5,Arizona Coyotes,1,1,False
2016-11-05,20162017,R,Colorado Avalanche,1,1,Minnesota Wild,0,0,False
2016-11-05,20162017,R,St. Louis Blues,1,2,Columbus Blue Jackets,1,1,False
2016-11-05,20162017,R,Boston Bruins,2,2,New York Rangers,5,5,False
2016-11-05,20162017,R,Toronto Maple Leafs,6,6,Vancouver Canucks,3,3,False
2016-11-05,20162017,R,Montréal Canadiens,5,5,Philadelphia Flyers,4,4,False
2016-11-05,20162017,R,Ottawa Senators,1,1,Buffalo Sabres,2,2,False
2016-11-05,20162017,R,Tampa Bay Lightning,4,4,New Jersey Devils,1,1,False
2016-11-05,20162017,R,New York Islanders,3,3,Edmonton Oilers,3,4,True
2016-11-05,20162017,R,Washington Capitals,4,4,Florida Panthers,2,2,False
2016-11-05,20162017,R,Nashville Predators,2,2,Carolina Hurricanes,2,3,True
2016-11-05,20162017,R,Dallas Stars,2,2,Chicago Blackhawks,3,3,False
2016-11-05,20162017,R,Los Angeles Kings,5,5,Calgary Flames,0,0,False
2016-11-05,20162017,R,San Jose Sharks,0,0,Pittsburgh Penguins,5,5,False
2016-11-06,20162017,R,St. Louis Blues,5,5,Colorado Avalanche,1,1,False
2016-11-06,20162017,R,Detroit Red Wings,1,1,Edmonton Oilers,2,2,False
2016-11-06,20162017,R,Carolina Hurricanes,1,1,New Jersey Devils,4,4,False
2016-11-06,20162017,R,Chicago Blackhawks,3,4,Dallas Stars,3,3,False
2016-11-06,20162017,R,New York Rangers,5,5,Winnipeg Jets,2,2,False
2016-11-06,20162017,R,Anaheim Ducks,4,4,Calgary Flames,1,1,False
2016-11-07,20162017,R,Boston Bruins,4,4,Buffalo Sabres,0,0,False
2016-11-07,20162017,R,New York Islanders,4,4,Vancouver Canucks,2,2,False
2016-11-07,20162017,R,Florida Panthers,3,3,Tampa Bay Lightning,1,1,False
2016-11-08,20162017,R,New Jersey Devils,2,3,Carolina Hurricanes,2,2,True
2016-11-08,20162017,R,New York Rangers,3,3,Vancouver Canucks,5,5,False
2016-11-08,20162017,R,Philadelphia Flyers,2,2,Detroit Red Wings,2,3,True
2016-11-08,20162017,R,Pittsburgh Penguins,4,4,Edmonton Oilers,3,3,False
2016-11-08,20162017,R,Washington Capitals,0,0,San Jose Sharks,3,3,False
2016-11-08,20162017,R,Toronto Maple Leafs,0,0,Los Angeles Kings,7,7,False
2016-11-08,20162017,R,Montréal Canadiens,3,3,Boston Bruins,2,2,False
2016-11-08,20162017,R,Nashville Predators,3,3,Ottawa Senators,1,1,False
2016-11-08,20162017,R,Winnipeg Jets,8,8,Dallas Stars,2,2,False
2016-11-08,20162017,R,Colorado Avalanche,2,2,Arizona Coyotes,4,4,False
2016-11-09,20162017,R,Columbus Blue Jackets,2,3,Anaheim Ducks,2,2,False
2016-11-09,20162017,R,Buffalo Sabres,1,1,Ottawa Senators,1,2,True
2016-11-09,20162017,R,St. Louis Blues,1,1,Chicago Blackhawks,1,2,False
2016-11-10,20162017,R,Boston Bruins,5,5,Columbus Blue Jackets,2,2,False
2016-11-10,20162017,R,Pittsburgh Penguins,2,2,Minnesota Wild,4,4,False
2016-11-10,20162017,R,Carolina Hurricanes,2,2,Anaheim Ducks,4,4,False
2016-11-10,20162017,R,Montréal Canadiens,4,4,Los Angeles Kings,1,1,False
2016-11-10,20162017,R,Detroit Red Wings,3,3,Vancouver Canucks,1,1,False
2016-11-10,20162017,R,Tampa Bay Lightning,4,4,New York Islanders,1,1,False
2016-11-10,20162017,R,Florida Panthers,2,2,San Jose Sharks,4,4,False
2016-11-10,20162017,R,Nashville Predators,3,3,St. Louis Blues,1,1,False
2016-11-10,20162017,R,Calgary Flames,2,2,Dallas Stars,4,4,False
2016-11-10,20162017,R,Arizona Coyotes,2,2,Winnipeg Jets,3,3,False
2016-11-11,20162017,R,Buffalo Sabres,1,1,New Jersey Devils,1,2,False
2016-11-11,20162017,R,Toronto Maple Leafs,6,6,Philadelphia Flyers,3,3,False
2016-11-11,20162017,R,Ottawa Senators,2,2,Los Angeles Kings,1,1,False
2016-11-11,20162017,R,Chicago Blackhawks,2,2,Washington Capitals,2,3,False
2016-11-11,20162017,R,Colorado Avalanche,2,3,Winnipeg Jets,2,2,False
2016-11-11,20162017,R,Edmonton Oilers,2,2,Dallas Stars,3,3,False
2016-11-12,20162017,R,Montréal Canadiens,5,5,Detroit Red Wings,0,0,False
2016-11-12,20162017,R,Tampa Bay Lightning,1,1,San Jose Sharks,3,3,False
2016-11-12,20162017,R,Florida Panthers,2,3,New York Islanders,2,2,False
2016-11-12,20162017,R,New Jersey Devils,4,4,Buffalo Sabres,2,2,False
2016-11-12,20162017,R,Philadelphia Flyers,3,3,Minnesota Wild,2,2,False
2016-11-12,20162017,R,Pittsburgh Penguins,4,4,Toronto Maple Leafs,1,1,False
2016-11-12,20162017,R,Carolina Hurricanes,5,5,Washington Capitals,1,1,False
2016-11-12,20162017,R,Columbus Blue Jackets,8,8,St. Louis Blues,4,4,False
2016-11-12,20162017,R,Arizona Coyotes,1,1,Boston Bruins,2,2,False
2016-11-12,20162017,R,Nashville Predators,5,5,Anaheim Ducks,0,0,False
2016-11-12,20162017,R,Calgary Flames,1,1,New York Rangers,4,4,False
