1358726849,381
1358727451,386
1358728052,377
1358728654,378
1358729256,380
1358729857,376
1358730459,385
1358731061,380
1358731662,382
1358732264,377
1358732866,379
1358733467,375
1358734069,381
1358734671,383
1358735273,381
1358735874,382
1358736476,383
1358737078,376
1358737679,376
1358738281,377
1358738883,375
1358739484,379
1358740086,379
1358740688,377
1358741289,380
1358741891,378
1358742493,380
1358743094,383
1358743696,388
1358744298,386
1358744899,390
1358745501,387
1358746103,388
1358746706,0
1358746710,0
1358747312,0
1358747914,0
1358748515,0
1358749117,0
1358749719,0
1358750320,0
1358750922,0
1358751524,0
1358752125,0
1358752727,0
1358753329,0
1358753930,0
1358754532,0
1358755134,0
1358755735,0
1358756337,0
1358756939,0
1358757540,0
1358758142,0
1358758744,0
1358759345,0
1358759947,0
1358760549,0
1358761150,0
1358761752,0
1358762353,0
1358762955,0
1358763557,0
1358764158,0
1358764760,0
1358765362,0
1358765963,0
1358766565,0
1358767167,0
1358767768,0
1358768370,0
1358768972,0
1358769573,0
1358770175,0
1358770777,0
1358771378,0
1358771980,0
1358772582,0
1358773183,0
1358773785,0
1358774387,0
1358774988,0
1358775590,0
1358776192,0
1358776793,0
1358777395,9
1358777997,9
1358778598,9
1358779200,9
1358779802,10
1358780404,11
1358781005,10
1358781607,13
1358782208,16
1358782810,22
1358783412,27
1358784013,33
1358784615,37
1358785217,29
1358785818,34
1358786420,48
1358787022,49
1358787623,56
1358788225,56
1358788827,57
1358789428,60
1358790030,63
1358790632,69
1358791233,73
1358791835,74
1358792437,79
1358793038,70
1358793640,69
1358794242,66
1358794843,69
1358795445,67
1358796047,77
1358796648,54
1358797250,51
1358797851,46
1358798453,61
1358799055,46
1358799656,35
1358800258,29
1358800860,74
1358801461,42
1358802064,37
1358802665,51
1358803266,55
1358803868,46
1358804470,45
1358805071,36
1358805673,47
1358806275,48
1358806876,52
1358807478,44
1358808080,34
1358808681,24
1358809283,17
1358809884,15
1358810486,18
1358811088,19
1358811690,20
1358813195,13
1358813796,11
1358814398,10
1358815000,9
1358815601,9
1358816203,9
1358816805,9
1358817406,9
1358818008,8
1358818610,9
1358819211,9
1358819813,10
1358820415,10
1358821017,9
1358821618,9
1358822220,10
1358822822,9
1358823423,9
1358824025,10
1358824627,10
1358825228,9
1358825830,9
1358826432,10
1358827033,9
1358827635,401
1358828237,401
1358828838,398
1358829440,401
1358830042,400
1358830643,389
1358831245,392
1358831847,388
1358832448,389
1358833050,389
1358833652,390
1358834253,398
1358834855,0
1358835457,0
1358836058,0
1358836660,0
1358837262,0
1358837863,0
1358838465,0
1358839067,0
1358839668,0
1358840270,0
1358840872,0
1358841473,0
1358842075,0
1358842677,0
1358843278,0
1358843880,0
1358844482,0
1358845083,0
1358845685,0
1358846287,0
1358846888,0
1358847490,0
1358848092,0
1358848693,0
1358849295,0
1358849896,0
1358850498,0
1358851100,0
1358851701,0
1358852303,0
1358852905,0
1358853506,0
1358870278,11
1358870880,19
1358871481,23
1358872083,29
1358872685,29
1358873286,34
1358873888,42
1358874490,42
1358875091,47
1358875693,60
1358876295,65
1358876896,67
1358877498,67
1358878100,71
1358878701,75
1358879303,75
1358879905,82
1358880506,82
1358881108,86
1358881710,89
1358882311,91
1358882913,83
1358883515,84
1358884116,93
1358884718,96
1358885319,104
1358885921,101
1358886523,100
1358887124,99
1358887726,93
1358888328,90
1358888929,83
1358889531,74
1358890133,63
1358890734,65
1358891336,53
1358891938,54
1358892539,46
1358893141,39
1358893743,35
1358894344,30
1358894946,27
1358895548,22
1358896149,16
1358896751,14
1358897353,8
1358897954,7
1358898556,3
1358899158,12
1358899759,11
1358900361,11
1358900963,9
1358901564,9
1358902166,9
1358902768,9
1358903369,9
1358903971,9
1358904573,9
1358905174,9
1358905776,9
1358906378,9
1358906979,9
1358907581,9
1358908183,9
1358908784,10
1358909386,9
1358909988,9
1358910590,9
1358911191,8
1358911793,10
1358912395,9
1358912996,10
1358913598,10
1358914200,9
1358914801,9
1358915403,9
1358916005,10
1358916606,0
1358917208,0
1358917810,0
1358918411,0
1358919013,0
1358919615,0
1358920216,0
1358920818,0
1358921420,0
1358922021,0
1358922623,0
1358923225,0
1358923826,0
1358924428,0
1358925030,0
1358925631,0
1358926233,0
1358926835,0
1358927436,0
1358928038,0
1358928640,0
1358929241,0
1358929843,0
1358930445,0
1358931046,0
1358931648,0
1358932250,0
1358932851,0
1358933453,0
1358934055,0
1358934656,0
1358935258,0
1358935860,0
1358936461,0
1358937063,0
1358937665,0
1358938266,0
1358938868,0
1358939470,0
1358940071,0
1358940673,0
1358941275,0
1358941876,0
1358942478,0
1358943080,0
1358943681,0
1358944283,0
1358944885,0
1358945486,0
1358946088,0
1358946690,0
1358947291,0
1358947893,0
1358948495,0
1358949096,0
1358949698,0
1358950300,0
1358950901,0
1358951503,0
1358952105,0
1358952707,0
1358953308,0
1358953910,0
1358954512,0
1358955113,0
1358955715,0
1358956317,1
1358956918,1
1358957520,3
1358958122,5
1358958723,6
1358959325,10
1358959927,15
1358960528,21
1358961130,24
1358961732,32
1358962333,44
1358962935,46
