"Station Name","Date (Local Standard Time)","Precip. (mm)","Air Temp. Inst. (°C)","Air Temp. Max. (°C)","Air Temp. Min. (°C)","Humidity Inst. (%)","Humidity Ave. (%)","Wind Speed 10 m Inst. (km/h)","Wind Dir. 10 m Inst. (°)","Wind Speed 10 m Ave. (km/h)","Wind Dir. 10 m Ave. (°)","Precip. Accumulated (mm)","Air Temp. Ave. (°C)","Incoming Solar Rad. (W/m2)","Peak Wind Speed 10 m (km/h)","Wind Dir. Peak 10 m (°)","Snow Depth (cm)","Est. Dew Point Temp. (°C)","Wind Chill (°C)","Humidex (°C)"
"Calgary Int'L CS","01-May-2015 00:00","0.000","8.420","8.690","8.260","36.550","","","","","","0.000","8.440","0.000","","","0.386","-5.538","","8.420"
"Calgary Int'L CS","01-May-2015 01:00","0.000","7.130","8.500","6.478","45.360","","","","","","0.000","7.580","0.000","","","0.209","-3.566","","7.130"
"Calgary Int'L CS","01-May-2015 02:00","0.000","7.050","7.810","6.875","41.480","","","","","","0.000","7.230","0.000","","","0.294","-4.886","","7.050"
"Calgary Int'L CS","01-May-2015 03:00","0.000","4.657","7.120","4.657","50.640","","","","","","0.000","5.947","0.000","","","0.363","-3.565","","4.657"
"Calgary Int'L CS","01-May-2015 04:00","0.000","3.513","5.433","2.646","56.280","","","","","","0.000","3.940","0.000","","","1.124","-3.876","","3.513"
"Calgary Int'L CS","01-May-2015 05:00","0.000","2.661","3.874","2.548","62.300","","","","","","0.000","3.431","0.250","","","1.582","-3.299","","2.661"
"Calgary Int'L CS","01-May-2015 06:00","0.000","5.347","5.357","2.543","54.980","","","","","","0.000","4.200","17.778","","","0.912","-4.270","","5.347"
"Calgary Int'L CS","01-May-2015 07:00","0.000","7.010","7.010","5.350","49.320","","","","","","0.000","6.069","94.722","","","0.780","-3.649","","7.010"
"Calgary Int'L CS","01-May-2015 08:00","0.000","10.510","10.510","7.020","44.180","","","","","","0.000","8.670","303.056","","","0.750","-2.758","","10.510"
"Calgary Int'L CS","01-May-2015 09:00","0.000","12.790","12.790","10.390","37.200","","","","","","0.000","11.580","464.167","","","0.870","-2.532","","12.790"
"Calgary Int'L CS","01-May-2015 10:00","0.000","14.360","14.480","12.720","30.710","","","","","","0.000","13.670","601.111","","","0.901","-3.338","","14.360"
"Calgary Int'L CS","01-May-2015 11:00","0.000","15.640","15.640","14.200","30.510","","","","","","0.000","14.650","548.889","","","1.359","-2.278","","15.640"
"Calgary Int'L CS","01-May-2015 12:00","0.000","15.950","16.440","14.730","25.510","","","","","","0.000","15.500","500.833","","","0.828","-4.105","","15.950"
"Calgary Int'L CS","01-May-2015 13:00","0.000","16.820","17.500","15.600","20.890","","","","","","0.000","16.640","788.056","","","1.000","-5.928","","16.820"
"Calgary Int'L CS","01-May-2015 14:00","0.000","16.990","17.660","16.220","22.780","","","","","","0.000","16.820","818.611","","","0.968","-4.462","","16.990"
"Calgary Int'L CS","01-May-2015 15:00","0.000","16.870","17.420","16.070","22.790","","","","","","0.000","16.620","766.111","","","1.011","-4.620","","16.870"
"Calgary Int'L CS","01-May-2015 16:00","0.000","15.450","17.320","15.200","27.510","","","","","","0.000","16.370","673.889","","","0.891","-2.518","","15.450"
"Calgary Int'L CS","01-May-2015 17:00","0.000","15.030","15.820","14.460","28.500","","","","","","0.000","15.100","504.722","","","0.783","-3.005","","15.030"
"Calgary Int'L CS","01-May-2015 18:00","0.000","12.690","15.250","12.690","36.150","","","","","","0.000","14.410","322.222","","","0.670","-0.807","","12.690"
"Calgary Int'L CS","01-May-2015 19:00","0.000","8.550","12.670","8.540","56.430","","","","","","0.000","9.900","53.333","","","0.756","2.299","","8.550"
"Calgary Int'L CS","01-May-2015 20:00","0.000","6.115","8.560","6.115","70.100","","","","","","0.000","7.550","14.722","","","0.623","2.249","","6.115"
"Calgary Int'L CS","01-May-2015 21:00","0.000","3.878","6.109","3.878","81.200","","","","","","0.000","5.257","0.000","","","0.668","2.042","","3.878"
"Calgary Int'L CS","01-May-2015 22:00","0.000","2.828","3.874","2.743","84.900","","","","","","0.000","3.336","0.000","","","2.491","1.014","","2.828"
"Calgary Int'L CS","01-May-2015 23:00","0.000","3.310","3.795","2.833","82.700","","","","","","0.000","3.546","0.000","","","0.786","0.656","","3.310"
"Calgary Int'L CS","02-May-2015 00:00","0.000","3.708","4.104","3.314","83.900","","","","","","0.000","3.865","0.000","","","1.001","1.242","","3.708"
