"Station Name","Date (Local Standard Time)","Precip. (mm)","Air Temp. Inst. (°C)","Air Temp. Max. (°C)","Air Temp. Min. (°C)","Humidity Inst. (%)","Humidity Ave. (%)","Wind Speed 10 m Inst. (km/h)","Wind Dir. 10 m Inst. (°)","Wind Speed 10 m Ave. (km/h)","Wind Dir. 10 m Ave. (°)","Precip. Accumulated (mm)","Air Temp. Ave. (°C)","Incoming Solar Rad. (W/m2)","Peak Wind Speed 10 m (km/h)","Wind Dir. Peak 10 m (°)","Snow Depth (cm)","Est. Dew Point Temp. (°C)","Wind Chill (°C)","Humidex (°C)"
"Calgary Int'L CS","01-November-2016 00:00","0.000","0.078","1.129","-0.090","85.400","","8.381","344.700","8.744","339.400","0.000","0.246","0.000","13.972","340.000","0.345","-1.642","0.078","0.078"
"Calgary Int'L CS","01-November-2016 01:00","0.000","0.523","0.945","-0.079","83.500","","11.668","340.800","10.796","340.600","0.000","0.515","0.000","18.770","354.400","0.456","-2.032","0.523","0.523"
"Calgary Int'L CS","01-November-2016 02:00","0.000","-0.387","0.570","-0.387","86.900","","14.915","333.100","13.543","335.900","0.000","0.149","0.000","18.558","333.900","0.244","-1.827","-4.877","-0.387"
"Calgary Int'L CS","01-November-2016 03:00","0.000","-0.632","-0.393","-0.730","91.700","","19.091","338.100","18.346","335.200","0.000","-0.566","0.000","29.844","347.300","-0.067","-1.743","-5.901","-0.632"
"Calgary Int'L CS","01-November-2016 04:00","0.000","0.002","0.002","-0.719","93.200","","15.779","340.300","18.691","342.200","0.000","-0.476","0.000","30.960","346.900","0.100","-1.321","0.002","0.002"
"Calgary Int'L CS","01-November-2016 05:00","0.000","0.554","0.554","0.005","93.100","","16.592","336.400","12.769","339.900","0.000","0.352","0.000","21.240","331.900","0.569","-0.703","0.554","0.554"
"Calgary Int'L CS","01-November-2016 06:00","0.000","0.701","0.906","0.554","89.700","","10.004","314.800","13.093","326.100","0.000","0.774","0.000","23.285","328.000","0.432","-0.766","0.701","0.701"
"Calgary Int'L CS","01-November-2016 07:00","0.000","0.842","0.921","0.384","89.900","","8.392","322.200","6.919","303.400","0.000","0.633","0.000","13.126","330.900","0.230","-0.812","0.842","0.842"
"Calgary Int'L CS","01-November-2016 08:00","0.000","0.375","0.953","0.311","90.700","","4.626","328.000","8.255","327.600","0.000","0.698","2.778","17.287","329.900","0.287","-0.711","0.375","0.375"
"Calgary Int'L CS","01-November-2016 09:00","0.000","0.730","0.767","0.379","90.100","","2.866","253.900","3.247","300.000","0.000","0.571","43.611","7.128","334.900","0.402","-0.860","0.730","0.730"
"Calgary Int'L CS","01-November-2016 10:00","0.000","1.432","1.432","0.731","87.000","","4.338","228.100","2.218","259.800","0.000","1.048","92.222","8.255","243.600","0.437","-0.837","1.432","1.432"
"Calgary Int'L CS","01-November-2016 11:00","0.000","1.801","1.831","1.373","84.800","","9.698","184.300","6.944","189.000","0.000","1.685","68.889","14.605","191.400","0.324","-0.676","1.801","1.801"
"Calgary Int'L CS","01-November-2016 12:00","0.000","2.554","2.556","1.804","81.300","","11.063","187.900","11.452","192.000","0.000","2.076","95.278","16.654","183.400","0.191","-0.687","2.554","2.554"
"Calgary Int'L CS","01-November-2016 13:00","0.000","3.924","3.924","2.445","76.120","","13.871","200.300","15.217","197.900","0.000","3.109","150.833","22.298","202.500","0.007","-0.612","3.924","3.924"
"Calgary Int'L CS","01-November-2016 14:00","0.000","5.434","5.657","3.906","68.950","","12.816","183.200","13.154","192.600","0.000","4.847","193.333","19.476","176.800","-0.256","-0.429","5.434","5.434"
"Calgary Int'L CS","01-November-2016 15:00","0.000","7.690","7.743","5.216","62.440","","12.848","170.500","11.261","175.800","0.000","6.254","213.889","19.123","166.300","-0.175","-0.175","7.690","7.690"
"Calgary Int'L CS","01-November-2016 16:00","0.000","6.627","8.050","6.564","66.260","","17.557","175.000","15.534","164.200","0.000","7.221","199.722","24.131","153.400","-0.266","1.433","6.627","6.627"
"Calgary Int'L CS","01-November-2016 17:00","0.000","3.441","6.638","3.441","79.250","","13.799","164.300","14.951","172.400","0.000","5.293","45.833","21.308","190.600","-0.391","1.747","3.441","3.441"
