"Station Name","Date (Local Standard Time)","Precip. (mm)","Air Temp. Inst. (°C)","Air Temp. Max. (°C)","Air Temp. Min. (°C)","Humidity Inst. (%)","Humidity Ave. (%)","Wind Speed 10 m Inst. (km/h)","Wind Dir. 10 m Inst. (°)","Wind Speed 10 m Ave. (km/h)","Wind Dir. 10 m Ave. (°)","Precip. Accumulated (mm)","Air Temp. Ave. (°C)","Incoming Solar Rad. (W/m2)","Peak Wind Speed 10 m (km/h)","Wind Dir. Peak 10 m (°)","Snow Depth (cm)","Est. Dew Point Temp. (°C)","Wind Chill (°C)","Humidex (°C)"
"Calgary Int'L CS","01-January-2012 00:00","0.000","-14.370","-12.220","-14.410","75.800","","","","","","0.000","","0.000","","","","-16.663","","-14.370"
"Calgary Int'L CS","01-January-2012 01:00","0.000","-14.030","-13.880","-14.900","73.900","","","","","","0.000","","0.000","","","","-18.005","","-14.030"
"Calgary Int'L CS","01-January-2012 02:00","0.000","-14.050","-13.820","-15.090","75.900","","","","","","0.000","","0.000","","","","-17.753","","-14.050"
"Calgary Int'L CS","01-January-2012 03:00","0.000","-14.650","-13.890","-15.000","74.400","","","","","","0.000","","0.000","","","","-17.979","","-14.650"
"Calgary Int'L CS","01-January-2012 04:00","0.000","-13.580","-13.580","-14.840","77.700","","","","","","0.000","","0.000","","","","-17.238","","-13.580"
"Calgary Int'L CS","01-January-2012 05:00","0.000","-13.290","-12.930","-13.570","80.500","","","","","","0.000","","0.000","","","","-15.881","","-13.290"
"Calgary Int'L CS","01-January-2012 06:00","0.000","-12.200","-12.000","-13.280","77.500","","","","","","0.000","","0.000","","","","-15.742","","-12.200"
"Calgary Int'L CS","01-January-2012 07:00","0.000","-12.620","-12.170","-12.740","81.900","","","","","","0.000","","0.000","","","","-14.896","","-12.620"
"Calgary Int'L CS","01-January-2012 08:00","0.000","-12.390","-11.910","-12.620","84.200","","","","","","0.000","","0.000","","","","-14.374","","-12.390"
"Calgary Int'L CS","01-January-2012 09:00","0.000","-12.690","-12.380","-12.810","88.700","","","","","","0.000","","1.944","","","","-14.065","","-12.690"
"Calgary Int'L CS","01-January-2012 10:00","0.000","-10.540","-10.530","-12.740","94.300","","","","","","0.000","","60.834","","","","-12.363","","-10.540"
"Calgary Int'L CS","01-January-2012 11:00","0.000","-8.550","-8.580","-11.690","74.190","","","","","","0.000","","181.600","","","","-13.840","","-8.550"
"Calgary Int'L CS","01-January-2012 12:00","0.000","-6.370","-6.310","-8.910","64.800","","","","","","0.000","","255.700","","","","-13.073","","-6.370"
"Calgary Int'L CS","01-January-2012 13:00","0.000","-7.040","-6.120","-7.950","62.420","","","","","","0.000","","289.200","","","","-12.986","","-7.040"
"Calgary Int'L CS","01-January-2012 14:00","0.000","-4.830","-3.530","-6.130","51.390","","","","","","0.000","","273.200","","","","-13.304","","-4.830"
"Calgary Int'L CS","01-January-2012 15:00","0.000","-4.810","-3.360","-5.080","58.660","","","","","","0.000","","210.700","","","","-11.095","","-4.810"
"Calgary Int'L CS","01-January-2012 16:00","0.000","-6.490","-4.990","-6.920","62.330","","","","","","0.000","","45.440","","","","-11.979","","-6.490"
"Calgary Int'L CS","01-January-2012 17:00","0.000","-7.820","-6.920","-8.360","67.030","","","","","","0.000","","8.840","","","","-12.685","","-7.820"
"Calgary Int'L CS","01-January-2012 18:00","0.000","-7.800","-7.850","-8.740","67.240","","","","","","0.000","","0.050","","","","-13.273","","-7.800"
"Calgary Int'L CS","01-January-2012 19:00","0.000","-8.330","-7.790","-8.870","65.260","","","","","","0.000","","0.000","","","","-13.672","","-8.330"
"Calgary Int'L CS","01-January-2012 20:00","0.000","-7.390","-6.970","-8.740","64.790","","","","","","0.000","","0.000","","","","-13.308","","-7.390"
"Calgary Int'L CS","01-January-2012 21:00","0.000","-7.870","-7.440","-8.290","65.460","","","","","","0.000","","0.000","","","","-13.191","","-7.870"
"Calgary Int'L CS","01-January-2012 22:00","0.000","-7.000","-6.370","-7.640","62.260","","","","","","0.000","","0.000","","","","-12.989","","-7.000"
"Calgary Int'L CS","01-January-2012 23:00","0.000","-5.690","-5.720","-7.200","63.610","","","","","","0.000","","0.000","","","","-12.206","","-5.690"
"Calgary Int'L CS","02-January-2012 00:00","0.000","-6.083","-6.083","-6.862","73.000","","","","","","0.000","","0.000","","","0.156","-10.500","","-6.083"
"Calgary Int'L CS","02-January-2012 01:00","0.000","-4.460","-4.460","-6.081","62.760","","","","","","0.000","","0.000","","","0.047","-11.244","","-4.460"
"Calgary Int'L CS","02-January-2012 02:00","0.000","-3.916","-3.795","-4.457","62.790","","","","","","0.000","","0.000","","","","-10.151","","-3.916"
"Calgary Int'L CS","02-January-2012 03:00","0.000","-2.030","-2.030","-3.915","62.100","","","","","","0.000","","0.000","","","","-9.197","","-2.030"
"Calgary Int'L CS","02-January-2012 04:00","0.000","-1.452","-0.968","-2.033","64.720","","","","","","0.000","","0.000","","","","-7.269","","-1.452"
"Calgary Int'L CS","02-January-2012 05:00","0.000","-2.091","-1.179","-2.091","67.660","","","","","","0.000","","0.000","","","","-6.822","","-2.091"
"Calgary Int'L CS","02-January-2012 06:00","0.000","0.098","0.113","-2.113","64.900","","","","","","0.000","","0.000","","","","-6.757","","0.098"
"Calgary Int'L CS","02-January-2012 07:00","0.000","0.258","2.198","0.147","62.410","","","","","","0.000","","0.000","","","","-5.206","","0.258"
"Calgary Int'L CS","02-January-2012 08:00","0.000","-0.567","0.781","-0.796","67.390","","","","","","0.000","","0.000","","","","-5.318","","-0.567"
"Calgary Int'L CS","02-January-2012 09:00","0.000","-0.252","0.116","-0.991","69.680","","","","","","0.000","","0.556","","","","-5.290","","-0.252"
"Calgary Int'L CS","02-January-2012 10:00","0.000","0.952","1.259","-0.840","64.000","","","","","","0.000","","24.445","","","","-5.789","","0.952"
"Calgary Int'L CS","02-January-2012 11:00","0.000","2.776","3.182","0.413","58.230","","","","","","0.000","","63.889","","","","-5.527","","2.776"
"Calgary Int'L CS","02-January-2012 12:00","0.000","3.618","3.618","2.374","55.540","","","","","","0.000","","101.945","","","","-5.027","","3.618"
"Calgary Int'L CS","02-January-2012 13:00","0.000","4.661","4.661","3.474","52.660","","","","","","0.000","","125.279","","","0.013","-4.732","","4.661"
"Calgary Int'L CS","02-January-2012 14:00","0.000","5.742","6.113","4.420","50.300","","","","","","0.000","","151.946","","","0.176","-4.229","","5.742"
"Calgary Int'L CS","02-January-2012 15:00","0.000","8.040","8.490","5.752","43.500","","","","","","0.000","","190.002","","","0.135","-4.458","","8.040"
"Calgary Int'L CS","02-January-2012 16:00","0.000","8.160","9.480","7.920","42.250","","","","","","0.000","","156.946","","","0.047","-3.416","","8.160"
"Calgary Int'L CS","02-January-2012 17:00","0.000","4.074","8.180","4.074","57.160","","","","","","0.000","","21.389","","","-0.001","-1.713","","4.074"
"Calgary Int'L CS","02-January-2012 18:00","0.000","2.865","4.062","2.562","58.540","","","","","","0.000","","0.000","","","","-4.034","","2.865"
"Calgary Int'L CS","02-January-2012 19:00","0.000","3.746","5.949","2.896","50.870","","","","","","0.000","","0.000","","","","-4.860","","3.746"
"Calgary Int'L CS","02-January-2012 20:00","0.000","4.468","5.708","2.970","42.690","","","","","","0.000","","0.000","","","","-7.228","","4.468"
"Calgary Int'L CS","02-January-2012 21:00","0.000","4.670","5.360","3.970","49.760","","","","","","0.000","","0.000","","","","-4.927","","4.670"
"Calgary Int'L CS","02-January-2012 22:00","0.000","4.460","5.290","3.620","51.860","","","","","","0.000","","0.010","","","","-4.575","","4.460"
"Calgary Int'L CS","02-January-2012 23:00","0.000","4.990","4.940","3.820","45.590","","","","","","0.000","","0.010","","","","-6.337","","4.990"
"Calgary Int'L CS","03-January-2012 00:00","0.000","5.613","6.290","3.266","45.090","","","","","","0.000","","0.000","","","","-6.118","","5.613"
"Calgary Int'L CS","03-January-2012 01:00","0.000","5.934","6.693","5.602","42.200","","","","","","0.000","","0.000","","","","-5.740","","5.934"
"Calgary Int'L CS","03-January-2012 02:00","0.000","6.591","7.020","5.848","38.790","","","","","","0.000","","0.000","","","","-6.582","","6.591"
"Calgary Int'L CS","03-January-2012 03:00","0.000","6.059","6.704","5.839","41.260","","","","","","0.000","","0.000","","","","-5.923","","6.059"
"Calgary Int'L CS","03-January-2012 04:00","0.000","6.160","6.696","5.896","40.980","","","","","","0.000","","0.000","","","","-5.990","","6.160"
"Calgary Int'L CS","03-January-2012 05:00","0.000","5.654","6.297","5.279","41.560","","","","","","0.000","","0.000","","","","-6.265","","5.654"
"Calgary Int'L CS","03-January-2012 06:00","0.000","5.435","5.793","5.138","40.880","","","","","","0.000","","0.000","","","","-6.771","","5.435"
"Calgary Int'L CS","03-January-2012 07:00","0.000","4.399","5.798","4.399","43.190","","","","","","0.000","","0.000","","","","-6.388","","4.399"
"Calgary Int'L CS","03-January-2012 08:00","0.000","3.928","5.115","3.467","43.880","","","","","","0.000","","0.000","","","","-6.915","","3.928"
"Calgary Int'L CS","03-January-2012 09:00","0.000","2.599","4.862","1.814","48.700","","","","","","0.000","","4.444","","","","-6.432","","2.599"
"Calgary Int'L CS","03-January-2012 10:00","0.000","3.621","4.256","2.362","48.780","","","","","","0.000","","91.667","","","","-6.438","","3.621"
"Calgary Int'L CS","03-January-2012 11:00","0.000","5.686","5.728","3.627","41.600","","","","","","0.000","","147.223","","","0.126","-7.256","","5.686"
"Calgary Int'L CS","03-January-2012 12:00","0.000","7.140","7.280","5.686","36.960","","","","","","0.000","","148.057","","","0.175","-7.166","","7.140"
"Calgary Int'L CS","03-January-2012 13:00","0.000","6.612","7.630","6.418","39.260","","","","","","0.000","","85.556","","","0.160","-5.896","","6.612"
"Calgary Int'L CS","03-January-2012 14:00","0.000","6.080","6.678","5.939","42.310","","","","","","0.000","","70.001","","","0.137","-5.560","","6.080"
"Calgary Int'L CS","03-January-2012 15:00","0.000","5.832","6.818","5.832","43.060","","","","","","0.000","","93.890","","","0.073","-5.314","","5.832"
"Calgary Int'L CS","03-January-2012 16:00","0.000","9.020","9.020","5.723","34.160","","","","","","0.000","","75.556","","","0.035","-7.397","","9.020"
"Calgary Int'L CS","03-January-2012 17:00","0.000","8.430","9.050","8.260","35.900","","","","","","0.000","","14.445","","","0.010","-5.613","","8.430"
"Calgary Int'L CS","03-January-2012 18:00","0.000","8.420","8.720","7.620","37.160","","","","","","0.000","","0.000","","","0.054","-5.592","","8.420"
"Calgary Int'L CS","03-January-2012 19:00","0.000","8.950","9.170","7.810","36.600","","","","","","0.000","","0.000","","","","-5.506","","8.950"
"Calgary Int'L CS","03-January-2012 20:00","0.000","7.680","8.940","7.050","41.020","","","","","","0.000","","0.000","","","","-4.445","","7.680"
"Calgary Int'L CS","03-January-2012 21:00","0.000","4.740","6.270","4.610","53.590","","","","","","0.000","","0.000","","","","-3.223","","4.740"
"Calgary Int'L CS","03-January-2012 22:00","0.000","5.040","5.700","4.390","58.150","","","","","","0.000","","0.000","","","","-2.495","","5.040"
"Calgary Int'L CS","03-January-2012 23:00","0.000","4.780","5.420","4.130","59.820","","","","","","0.000","","0.000","","","","-2.367","","4.780"
"Calgary Int'L CS","04-January-2012 00:00","0.000","3.891","4.054","1.497","60.210","","","","","","0.000","","0.000","","","","-4.165","","3.891"
"Calgary Int'L CS","04-January-2012 01:00","0.000","5.453","6.336","3.876","53.580","","","","","","0.000","","0.000","","","","-3.536","","5.453"
"Calgary Int'L CS","04-January-2012 02:00","0.000","6.423","8.810","4.065","52.650","","","","","","0.000","","0.000","","","","-2.534","","6.423"
"Calgary Int'L CS","04-January-2012 03:00","0.000","3.842","7.520","3.842","64.350","","","","","","0.000","","0.000","","","","-0.518","","3.842"
"Calgary Int'L CS","04-January-2012 04:00","0.000","4.232","4.996","3.636","66.450","","","","","","0.000","","0.000","","","","-1.378","","4.232"
