"Station Name","Date (Local Standard Time)","Precip. (mm)","Air Temp. Inst. (°C)","Air Temp. Max. (°C)","Air Temp. Min. (°C)","Humidity Inst. (%)","Humidity Ave. (%)","Wind Speed 10 m Inst. (km/h)","Wind Dir. 10 m Inst. (°)","Wind Speed 10 m Ave. (km/h)","Wind Dir. 10 m Ave. (°)","Precip. Accumulated (mm)","Air Temp. Ave. (°C)","Incoming Solar Rad. (W/m2)","Peak Wind Speed 10 m (km/h)","Wind Dir. Peak 10 m (°)","Snow Depth (cm)","Est. Dew Point Temp. (°C)","Wind Chill (°C)","Humidex (°C)"
"Calgary Int'L CS","01-May-2011 00:00","0.000","1.157","2.242","0.291","79.600","","","","","","0.000","","0.000","","","0.270","-1.866","","1.157"
"Calgary Int'L CS","01-May-2011 01:00","0.000","0.654","1.155","0.552","82.400","","","","","","0.000","","0.000","","","0.267","-1.800","","0.654"
"Calgary Int'L CS","01-May-2011 02:00","0.000","1.548","1.550","0.398","75.800","","","","","","0.000","","0.278","","","0.182","-2.810","","1.548"
"Calgary Int'L CS","01-May-2011 03:00","0.000","0.855","1.611","0.573","76.400","","","","","","0.000","","0.000","","","0.258","-2.590","","0.855"
"Calgary Int'L CS","01-May-2011 04:00","0.000","-0.456","0.854","-0.456","82.100","","","","","","0.000","","0.000","","","0.100","-2.489","","-0.456"
"Calgary Int'L CS","01-May-2011 05:00","0.000","-0.617","-0.462","-1.262","81.200","","","","","","0.000","","0.000","","","0.038","-3.674","","-0.617"
"Calgary Int'L CS","01-May-2011 06:00","0.000","-1.623","-0.486","-1.693","81.900","","","","","","0.000","","16.667","","","0.962","-3.782","","-1.623"
"Calgary Int'L CS","01-May-2011 07:00","0.000","3.286","3.286","-1.617","65.250","","","","","","0.000","","158.335","","","0.711","-4.940","","3.286"
"Calgary Int'L CS","01-May-2011 08:00","0.000","6.670","6.789","3.297","38.920","","","","","","0.000","","331.392","","","0.429","-7.786","","6.670"
"Calgary Int'L CS","01-May-2011 09:00","0.000","8.040","8.100","6.541","31.110","","","","","","0.000","","501.115","","","1.033","-8.643","","8.040"
"Calgary Int'L CS","01-May-2011 10:00","0.000","9.430","9.430","7.870","29.160","","","","","","0.000","","656.950","","","1.149","-8.314","","9.430"
"Calgary Int'L CS","01-May-2011 11:00","0.000","9.500","9.720","8.710","25.420","","","","","","0.000","","757.506","","","0.818","-9.578","","9.500"
"Calgary Int'L CS","01-May-2011 12:00","0.000","10.570","10.570","9.260","25.340","","","","","","0.000","","851.396","","","0.696","-9.021","","10.570"
"Calgary Int'L CS","01-May-2011 13:00","0.000","11.910","12.570","10.000","23.980","","","","","","0.000","","876.118","","","0.888","-8.561","","11.910"
"Calgary Int'L CS","01-May-2011 14:00","0.000","12.820","13.190","11.200","22.570","","","","","","0.000","","856.396","","","0.889","-8.568","","12.820"
"Calgary Int'L CS","01-May-2011 15:00","0.000","13.100","13.470","11.760","20.900","","","","","","0.000","","749.450","","","0.983","-9.197","","13.100"
"Calgary Int'L CS","01-May-2011 16:00","0.000","12.770","13.260","12.310","21.570","","","","","","0.000","","375.559","","","1.158","-8.652","","12.770"
"Calgary Int'L CS","01-May-2011 17:00","0.000","12.350","13.830","12.320","23.540","","","","","","0.000","","283.891","","","1.302","-7.285","","12.350"
"Calgary Int'L CS","01-May-2011 18:00","0.000","12.770","12.770","12.140","23.550","","","","","","0.000","","160.557","","","1.635","-7.803","","12.770"
"Calgary Int'L CS","01-May-2011 19:00","0.000","11.780","13.270","11.620","26.010","","","","","","0.000","","156.668","","","1.233","-6.525","","11.780"
"Calgary Int'L CS","01-May-2011 20:00","0.000","10.820","12.030","10.820","27.780","","","","","","0.000","","40.834","","","0.343","-6.543","","10.820"
"Calgary Int'L CS","01-May-2011 21:00","0.000","9.180","10.820","9.060","31.560","","","","","","0.000","","0.000","","","0.300","-6.168","","9.180"
"Calgary Int'L CS","01-May-2011 22:00","0.000","7.910","9.190","6.894","34.870","","","","","","0.000","","0.000","","","0.257","-6.537","","7.910"
"Calgary Int'L CS","01-May-2011 23:00","0.000","6.577","7.920","5.345","39.540","","","","","","0.000","","0.000","","","0.573","-6.155","","6.577"
"Calgary Int'L CS","02-May-2011 00:00","0.000","7.770","7.770","5.779","34.800","","","","","","0.000","","0.000","","","0.705","-7.685","","7.770"
"Calgary Int'L CS","02-May-2011 01:00","0.000","3.751","8.190","3.538","45.880","","","","","","0.000","","0.000","","","0.840","-4.898","","3.751"
"Calgary Int'L CS","02-May-2011 02:00","0.000","1.462","3.723","1.262","59.570","","","","","","0.000","","0.000","","","0.973","-4.574","","1.462"
"Calgary Int'L CS","02-May-2011 03:00","0.000","1.211","1.497","0.451","61.630","","","","","","0.000","","0.000","","","0.828","-5.559","","1.211"
"Calgary Int'L CS","02-May-2011 04:00","0.000","0.979","1.410","0.579","62.370","","","","","","0.000","","0.000","","","1.102","-5.383","","0.979"
"Calgary Int'L CS","02-May-2011 05:00","0.000","0.942","1.178","0.590","61.650","","","","","","0.000","","0.000","","","1.215","-5.640","","0.942"
"Calgary Int'L CS","02-May-2011 06:00","0.000","1.966","1.966","0.605","60.900","","","","","","0.000","","28.611","","","1.422","-5.421","","1.966"
"Calgary Int'L CS","02-May-2011 07:00","0.000","5.568","5.568","1.980","45.320","","","","","","0.000","","163.335","","","1.767","-6.968","","5.568"
"Calgary Int'L CS","02-May-2011 08:00","0.000","8.940","8.940","5.575","33.580","","","","","","0.000","","336.669","","","1.574","-7.718","","8.940"
"Calgary Int'L CS","02-May-2011 09:00","0.000","12.420","12.550","8.900","26.230","","","","","","0.000","","503.893","","","1.178","-7.887","","12.420"
"Calgary Int'L CS","02-May-2011 10:00","0.000","13.810","14.140","12.270","21.620","","","","","","0.000","","649.450","","","0.636","-8.272","","13.810"
"Calgary Int'L CS","02-May-2011 11:00","0.000","15.040","15.210","13.550","22.410","","","","","","0.000","","765.562","","","0.837","-6.825","","15.040"
