"Station Name","Date (Local Standard Time)","Precip. (mm)","Air Temp. Inst. (°C)","Air Temp. Max. (°C)","Air Temp. Min. (°C)","Humidity Inst. (%)","Humidity Ave. (%)","Wind Speed 10 m Inst. (km/h)","Wind Dir. 10 m Inst. (°)","Wind Speed 10 m Ave. (km/h)","Wind Dir. 10 m Ave. (°)","Precip. Accumulated (mm)","Air Temp. Ave. (°C)","Incoming Solar Rad. (W/m2)","Peak Wind Speed 10 m (km/h)","Wind Dir. Peak 10 m (°)","Snow Depth (cm)","Est. Dew Point Temp. (°C)","Wind Chill (°C)","Humidex (°C)"
"Calgary Int'L CS","01-September-2010 00:00","0.000","6.358","","","","","","","","","0.000","","","","","","","",""
"Calgary Int'L CS","01-September-2010 01:00","0.000","7.350","","","","","","","","","0.000","","","","","","","",""
"Calgary Int'L CS","01-September-2010 02:00","0.000","5.825","","","","","","","","","0.000","","","","","","","",""
"Calgary Int'L CS","01-September-2010 03:00","0.000","6.294","","","","","","","","","0.000","","","","","","","",""
"Calgary Int'L CS","01-September-2010 04:00","0.000","8.690","","","","","","","","","0.000","","","","","","","",""
"Calgary Int'L CS","01-September-2010 05:00","0.000","8.680","","","","","","","","","0.000","","","","","","","",""
"Calgary Int'L CS","01-September-2010 06:00","0.000","6.749","","","","","","","","","0.000","","","","","","","",""
"Calgary Int'L CS","01-September-2010 07:00","0.200","8.050","","","","","","","","","0.200","","","","","","","",""
"Calgary Int'L CS","01-September-2010 08:00","0.000","12.090","","","","","","","","","0.200","","","","","","","",""
"Calgary Int'L CS","01-September-2010 09:00","0.000","13.120","","","","","","","","","0.200","","","","","","","",""
"Calgary Int'L CS","01-September-2010 10:00","0.000","14.340","","","","","","","","","0.200","","","","","","","",""
"Calgary Int'L CS","01-September-2010 11:00","0.000","11.300","","","","","","","","","0.200","","","","","","","",""
"Calgary Int'L CS","01-September-2010 12:00","0.000","10.040","","","","","","","","","0.200","","","","","","","",""
"Calgary Int'L CS","01-September-2010 13:00","0.000","12.560","","","","","","","","","0.200","","","","","","","",""
"Calgary Int'L CS","01-September-2010 14:00","0.000","10.960","","","","","","","","","0.200","","","","","","","",""
"Calgary Int'L CS","01-September-2010 15:00","0.000","11.270","","","","","","","","","0.200","","","","","","","",""
"Calgary Int'L CS","01-September-2010 16:00","0.000","11.150","","","","","","","","","0.200","","","","","","","",""
"Calgary Int'L CS","01-September-2010 17:00","0.000","11.900","","","","","","","","","0.200","","","","","","","",""
"Calgary Int'L CS","01-September-2010 18:00","0.000","12.960","","","","","","","","","0.200","","","","","","","",""
"Calgary Int'L CS","01-September-2010 19:00","0.000","10.000","","","","","","","","","0.200","","","","","","","",""
"Calgary Int'L CS","01-September-2010 20:00","0.200","7.490","","","","","","","","","0.400","","","","","","","",""
"Calgary Int'L CS","01-September-2010 21:00","0.000","7.070","","","","","","","","","0.400","","","","","","","",""
"Calgary Int'L CS","01-September-2010 22:00","0.000","6.924","","","","","","","","","0.400","","","","","","","",""
"Calgary Int'L CS","01-September-2010 23:00","0.000","6.169","","","","","","","","","0.400","","","","","","","",""
"Calgary Int'L CS","02-September-2010 00:00","0.000","4.907","","","","","","","","","0.400","","","","","","","",""
"Calgary Int'L CS","02-September-2010 01:00","0.000","5.459","","","","","","","","","0.400","","","","","","","",""
"Calgary Int'L CS","02-September-2010 02:00","0.000","4.335","","","","","","","","","0.400","","","","","","","",""
"Calgary Int'L CS","02-September-2010 03:00","0.000","3.839","","","","","","","","","0.400","","","","","","","",""
"Calgary Int'L CS","02-September-2010 04:00","0.000","3.174","","","","","","","","","0.400","","","","","","","",""
"Calgary Int'L CS","02-September-2010 05:00","0.000","2.915","","","","","","","","","0.400","","","","","","","",""
"Calgary Int'L CS","02-September-2010 06:00","0.000","3.500","","","","","","","","","0.400","","","","","","","",""
"Calgary Int'L CS","02-September-2010 07:00","0.000","4.192","","","","","","","","","0.400","","","","","","","",""
"Calgary Int'L CS","02-September-2010 08:00","0.000","8.240","","","","","","","","","0.400","","","","","","","",""
"Calgary Int'L CS","02-September-2010 09:00","0.000","11.780","","","","","","","","","0.400","","","","","","","",""
"Calgary Int'L CS","02-September-2010 10:00","0.000","14.320","","","","","","","","","0.400","","","","","","","",""
"Calgary Int'L CS","02-September-2010 11:00","0.000","16.280","","","","","","","","","0.400","","","","","","","",""
"Calgary Int'L CS","02-September-2010 12:00","0.000","17.430","","","","","","","","","0.400","","","","","","","",""
"Calgary Int'L CS","02-September-2010 13:00","0.000","18.440","","","","","","","","","0.400","","","","","","","",""
"Calgary Int'L CS","02-September-2010 14:00","0.000","19.120","","","","","","","","","0.400","","","","","","","",""
"Calgary Int'L CS","02-September-2010 15:00","0.000","20.230","","","","","","","","","0.400","","","","","","","",""
"Calgary Int'L CS","02-September-2010 16:00","0.000","20.690","","","","","","","","","0.400","","","","","","","",""
"Calgary Int'L CS","02-September-2010 17:00","0.000","21.220","","","","","","","","","0.400","","","","","","","",""
"Calgary Int'L CS","02-September-2010 18:00","0.000","19.760","","","","","","","","","0.400","","","","","","","",""
"Calgary Int'L CS","02-September-2010 19:00","0.000","16.010","","","","","","","","","0.400","","","","","","","",""
"Calgary Int'L CS","02-September-2010 20:00","0.000","14.280","","","","","","","","","0.400","","","","","","","",""
"Calgary Int'L CS","02-September-2010 21:00","0.000","13.430","","","","","","","","","0.400","","","","","","","",""
"Calgary Int'L CS","02-September-2010 22:00","0.000","12.220","","","","","","","","","0.400","","","","","","","",""
"Calgary Int'L CS","02-September-2010 23:00","0.000","11.360","","","","","","","","","0.400","","","","","","","",""
"Calgary Int'L CS","03-September-2010 00:00","0.000","9.650","","","","","","","","","0.400","","","","","","","",""
"Calgary Int'L CS","03-September-2010 01:00","0.000","9.920","","","","","","","","","0.400","","","","","","","",""
"Calgary Int'L CS","03-September-2010 02:00","0.000","9.470","","","","","","","","","0.400","","","","","","","",""
"Calgary Int'L CS","03-September-2010 03:00","0.000","8.370","","","","","","","","","0.400","","","","","","","",""
"Calgary Int'L CS","03-September-2010 04:00","0.000","5.882","","","","","","","","","0.400","","","","","","","",""
"Calgary Int'L CS","03-September-2010 05:00","0.000","3.808","","","","","","","","","0.400","","","","","","","",""
"Calgary Int'L CS","03-September-2010 06:00","0.000","3.972","","","","","","","","","0.400","","","","","","","",""
"Calgary Int'L CS","03-September-2010 07:00","0.000","6.692","","","","","","","","","0.400","","","","","","","",""
"Calgary Int'L CS","03-September-2010 08:00","0.000","11.460","","","","","","","","","0.400","","","","","","","",""
"Calgary Int'L CS","03-September-2010 09:00","0.000","14.930","","","","","","","","","0.400","","","","","","","",""
"Calgary Int'L CS","03-September-2010 10:00","0.000","16.970","","","","","","","","","0.400","","","","","","","",""
"Calgary Int'L CS","03-September-2010 11:00","0.000","19.670","","","","","","","","","0.400","","","","","","","",""
"Calgary Int'L CS","03-September-2010 12:00","0.000","21.460","","","","","","","","","0.400","","","","","","","",""
"Calgary Int'L CS","03-September-2010 13:00","0.000","23.100","","","","","","","","","0.400","","","","","","","",""
"Calgary Int'L CS","03-September-2010 14:00","0.000","22.720","","","","","","","","","0.400","","","","","","","",""
"Calgary Int'L CS","03-September-2010 15:00","0.000","25.200","","","","","","","","","0.400","","","","","","","",""
"Calgary Int'L CS","03-September-2010 16:00","0.000","24.410","","","","","","","","","0.400","","","","","","","",""
"Calgary Int'L CS","03-September-2010 17:00","0.000","25.450","","","","","","","","","0.400","","","","","","","",""
"Calgary Int'L CS","03-September-2010 18:00","0.000","23.260","","","","","","","","","0.400","","","","","","","",""
"Calgary Int'L CS","03-September-2010 19:00","0.000","20.860","","","","","","","","","0.400","","","","","","","",""
"Calgary Int'L CS","03-September-2010 20:00","0.000","16.670","","","","","","","","","0.400","","","","","","","",""
"Calgary Int'L CS","03-September-2010 21:00","0.000","18.040","","","","","","","","","0.400","","","","","","","",""
"Calgary Int'L CS","03-September-2010 22:00","0.000","16.990","","","","","","","","","0.400","","","","","","","",""
"Calgary Int'L CS","03-September-2010 23:00","0.000","15.690","","","","","","","","","0.400","","","","","","","",""
"Calgary Int'L CS","04-September-2010 00:00","0.000","15.730","","","","","","","","","0.400","","","","","","","",""
