"Station Name","Date (Local Standard Time)","Precip. (mm)","Air Temp. Inst. (°C)","Air Temp. Max. (°C)","Air Temp. Min. (°C)","Humidity Inst. (%)","Humidity Ave. (%)","Wind Speed 10 m Inst. (km/h)","Wind Dir. 10 m Inst. (°)","Wind Speed 10 m Ave. (km/h)","Wind Dir. 10 m Ave. (°)","Precip. Accumulated (mm)","Air Temp. Ave. (°C)","Incoming Solar Rad. (W/m2)","Peak Wind Speed 10 m (km/h)","Wind Dir. Peak 10 m (°)","Snow Depth (cm)","Est. Dew Point Temp. (°C)","Wind Chill (°C)","Humidex (°C)"
"Calgary Int'L CS","01-September-2012 00:00","0.000","10.280","11.040","10.270","84.300","","","","","","0.000","","0.000","","","11.650","8.115","","10.581"
"Calgary Int'L CS","01-September-2012 01:00","0.000","10.270","10.620","10.230","84.600","","","","","","0.000","","0.000","","","11.510","7.942","","10.588"
"Calgary Int'L CS","01-September-2012 02:00","0.000","9.760","10.340","9.760","87.600","","","","","","0.000","","0.000","","","11.540","8.086","","10.082"
"Calgary Int'L CS","01-September-2012 03:00","0.000","9.570","9.860","9.550","88.500","","","","","","0.000","","0.000","","","11.630","7.897","","9.877"
"Calgary Int'L CS","01-September-2012 04:00","0.000","9.170","9.650","9.160","89.200","","","","","","0.000","","0.000","","","11.440","7.717","","9.367"
"Calgary Int'L CS","01-September-2012 05:00","0.000","9.450","9.510","8.990","87.100","","","","","","0.000","","0.000","","","11.380","7.215","","9.618"
"Calgary Int'L CS","01-September-2012 06:00","0.000","9.420","9.500","9.290","86.000","","","","","","0.000","","0.680","","","11.620","7.172","","9.505"
"Calgary Int'L CS","01-September-2012 07:00","0.000","9.660","9.660","9.250","83.500","","","","","","0.000","","46.389","","","11.360","6.801","","9.670"
"Calgary Int'L CS","01-September-2012 08:00","0.000","10.980","10.980","9.610","75.400","","","","","","0.000","","142.223","","","11.320","6.136","","10.980"
"Calgary Int'L CS","01-September-2012 09:00","0.000","13.450","13.450","10.970","67.060","","","","","","0.000","","380.003","","","12.090","6.275","","13.636"
"Calgary Int'L CS","01-September-2012 10:00","0.000","14.840","14.890","13.470","58.740","","","","","","0.000","","528.060","","","12.870","6.217","","14.840"
"Calgary Int'L CS","01-September-2012 11:00","0.000","15.910","16.020","14.820","55.370","","","","","","0.000","","642.783","","","13.640","6.518","","15.910"
