"Station Name","Date (Local Standard Time)","Precip. (mm)","Air Temp. Inst. (°C)","Air Temp. Max. (°C)","Air Temp. Min. (°C)","Humidity Inst. (%)","Humidity Ave. (%)","Wind Speed 10 m Inst. (km/h)","Wind Dir. 10 m Inst. (°)","Wind Speed 10 m Ave. (km/h)","Wind Dir. 10 m Ave. (°)","Precip. Accumulated (mm)","Air Temp. Ave. (°C)","Incoming Solar Rad. (W/m2)","Peak Wind Speed 10 m (km/h)","Wind Dir. Peak 10 m (°)","Snow Depth (cm)","Est. Dew Point Temp. (°C)","Wind Chill (°C)","Humidex (°C)"
"Calgary Int'L CS","01-May-2018 00:00","0.000","7.358","8.090","5.693","59.350","","10.292","260.000","9.094","236.000","0.000","7.011","0.000","17.428","258.300","0.000","-0.482","7.358","7.358"
"Calgary Int'L CS","01-May-2018 01:00","0.000","6.701","7.667","6.361","55.930","","6.246","295.300","6.991","302.200","0.000","6.927","0.000","13.194","308.500","0.000","-1.179","6.701","6.701"
"Calgary Int'L CS","01-May-2018 02:00","0.000","7.859","8.350","5.628","55.330","","26.114","331.500","16.132","321.300","0.000","7.105","0.000","38.304","332.600","0.000","-1.349","7.859","7.859"
"Calgary Int'L CS","01-May-2018 03:00","0.000","6.152","7.850","5.869","73.230","","27.140","338.400","31.788","339.500","0.000","6.678","0.000","52.200","332.900","0.000","2.403","6.152","6.152"
"Calgary Int'L CS","01-May-2018 04:00","0.000","6.929","7.187","6.087","62.330","","24.566","356.300","31.932","355.200","0.000","6.689","0.000","59.544","5.442","0.000","-0.050","6.929","6.929"
"Calgary Int'L CS","01-May-2018 05:00","0.000","6.126","7.005","6.036","67.790","","12.557","344.200","16.556","346.100","0.000","6.508","0.230","26.532","0.353","0.000","1.000","6.126","6.126"
"Calgary Int'L CS","01-May-2018 06:00","0.000","5.961","6.162","5.753","65.840","","24.970","335.300","20.491","336.900","0.000","5.914","3.889","33.156","335.800","0.000","0.059","5.961","5.961"
"Calgary Int'L CS","01-May-2018 07:00","0.000","6.165","6.198","5.922","65.410","","31.860","332.400","26.204","334.900","0.000","6.087","57.778","41.364","327.900","0.000","0.067","6.165","6.165"
"Calgary Int'L CS","01-May-2018 08:00","0.000","7.066","7.109","6.152","59.810","","28.717","337.500","30.276","334.100","0.000","6.446","194.444","42.192","334.300","0.000","-0.622","7.066","7.066"
"Calgary Int'L CS","01-May-2018 09:00","0.000","8.800","8.840","7.068","52.530","","33.156","341.300","31.032","343.800","0.000","7.853","396.389","46.152","335.300","0.000","-1.159","8.800","8.800"
"Calgary Int'L CS","01-May-2018 10:00","0.000","8.290","9.300","7.919","51.630","","35.964","340.000","35.460","339.000","0.000","8.450","476.667","48.744","332.700","0.000","-0.788","8.290","8.290"
"Calgary Int'L CS","01-May-2018 11:00","0.000","8.410","10.020","8.050","49.470","","34.164","337.400","33.192","341.300","0.000","8.780","467.500","49.536","339.000","0.000","-0.979","8.410","8.410"
"Calgary Int'L CS","01-May-2018 12:00","0.000","9.850","10.050","8.100","40.720","","28.336","342.200","30.096","342.600","0.000","9.010","508.333","42.408","343.100","0.000","-3.570","9.850","9.850"
"Calgary Int'L CS","01-May-2018 13:00","0.000","11.240","11.290","9.070","37.720","","21.841","339.500","25.445","345.600","0.000","9.930","562.500","37.944","0.106","0.000","-3.602","11.240","11.240"
"Calgary Int'L CS","01-May-2018 14:00","0.000","10.390","12.490","9.890","37.240","","20.156","344.400","25.027","335.900","0.000","10.680","602.500","43.884","332.400","0.000","-2.874","10.390","10.390"
"Calgary Int'L CS","01-May-2018 15:00","0.000","11.460","12.360","10.050","30.220","","19.300","332.100","20.977","350.000","0.000","10.890","490.000","33.084","1.153","0.000","-5.633","11.460","11.460"
"Calgary Int'L CS","01-May-2018 16:00","0.000","11.870","13.240","10.740","30.500","","19.076","332.300","17.377","338.300","0.000","11.660","473.611","29.016","336.200","0.000","-4.829","11.870","11.870"
"Calgary Int'L CS","01-May-2018 17:00","0.000","11.500","12.310","11.040","31.540","","11.614","329.400","14.681","332.200","0.000","11.530","263.889","27.378","290.000","0.000","-4.661","11.500","11.500"
"Calgary Int'L CS","01-May-2018 18:00","0.000","10.880","11.880","10.710","33.350","","10.804","32.250","11.203","353.700","0.000","11.270","169.167","26.320","333.200","0.000","-4.254","10.880","10.880"
"Calgary Int'L CS","01-May-2018 19:00","0.000","10.250","11.000","10.250","37.150","","8.874","289.900","11.815","331.000","0.000","10.620","60.833","20.394","337.800","0.000","-3.409","10.250","10.250"
"Calgary Int'L CS","01-May-2018 20:00","0.000","9.200","10.260","9.200","41.400","","10.836","350.600","8.136","313.000","0.000","9.940","2.222","19.192","341.300","0.000","-2.758","9.200","9.200"
"Calgary Int'L CS","01-May-2018 21:00","0.000","6.941","9.270","6.124","50.000","","5.483","245.100","5.504","313.800","0.000","8.440","0.310","10.724","205.900","0.000","-2.067","6.941","6.941"
