"Station Name","Date (Local Standard Time)","Precip. (mm)","Air Temp. Inst. (°C)","Air Temp. Max. (°C)","Air Temp. Min. (°C)","Humidity Inst. (%)","Humidity Ave. (%)","Wind Speed 10 m Inst. (km/h)","Wind Dir. 10 m Inst. (°)","Wind Speed 10 m Ave. (km/h)","Wind Dir. 10 m Ave. (°)","Precip. Accumulated (mm)","Air Temp. Ave. (°C)","Incoming Solar Rad. (W/m2)","Peak Wind Speed 10 m (km/h)","Wind Dir. Peak 10 m (°)","Snow Depth (cm)","Est. Dew Point Temp. (°C)","Wind Chill (°C)","Humidex (°C)"
"Calgary Int'L CS","01-July-2013 00:00","0.000","17.610","17.880","17.460","83.700","","","","","","0.000","","0.000","","","","14.874","","21.407"
"Calgary Int'L CS","01-July-2013 01:00","0.000","17.510","17.640","17.140","84.200","","","","","","0.000","","0.000","","","","14.693","","21.304"
"Calgary Int'L CS","01-July-2013 02:00","0.000","16.950","17.540","16.950","87.200","","","","","","0.000","","0.000","","","","15.095","","20.740"
"Calgary Int'L CS","01-July-2013 03:00","0.000","16.760","17.250","16.700","87.600","","","","","","0.000","","0.000","","","","14.900","","20.481"
"Calgary Int'L CS","01-July-2013 04:00","0.000","15.580","16.760","15.570","91.800","","","","","","0.000","","0.000","","","","14.829","","19.042"
"Calgary Int'L CS","01-July-2013 05:00","0.000","15.490","15.800","15.050","92.000","","","","","","0.000","","8.611","","","","14.130","","18.920"
"Calgary Int'L CS","01-July-2013 06:00","0.000","16.970","16.970","15.500","86.900","","","","","","0.000","","92.223","","","","14.048","","20.740"
"Calgary Int'L CS","01-July-2013 07:00","0.000","18.610","18.610","16.980","80.000","","","","","","0.000","","234.724","","","","14.295","","22.572"
"Calgary Int'L CS","01-July-2013 08:00","0.000","20.760","20.820","18.620","70.600","","","","","","0.000","","396.670","","","","14.220","","24.801"
"Calgary Int'L CS","01-July-2013 09:00","0.000","22.750","22.750","20.580","67.890","","","","","","0.000","","554.449","","","","15.470","","27.613"
"Calgary Int'L CS","01-July-2013 10:00","0.000","23.450","23.450","22.470","68.080","","","","","","0.000","","697.228","","","","16.748","","28.793"
"Calgary Int'L CS","01-July-2013 11:00","0.000","24.440","24.680","23.470","65.100","","","","","","0.000","","809.173","","","","17.101","","29.943"
"Calgary Int'L CS","01-July-2013 12:00","0.000","25.710","25.820","24.440","62.430","","","","","","0.000","","784.451","","","","17.434","","31.592"
"Calgary Int'L CS","01-July-2013 13:00","0.000","26.450","26.450","25.570","60.510","","","","","","0.000","","816.951","","","","17.766","","32.474"
"Calgary Int'L CS","01-July-2013 14:00","0.000","26.340","26.650","25.940","60.560","","","","","","0.000","","861.118","","","","18.046","","32.299"
"Calgary Int'L CS","01-July-2013 15:00","0.000","26.720","26.960","26.310","58.640","","","","","","0.000","","813.618","","","","17.852","","32.566"
"Calgary Int'L CS","01-July-2013 16:00","0.000","26.600","27.000","26.490","57.780","","","","","","0.000","","708.617","","","","17.720","","32.200"
"Calgary Int'L CS","01-July-2013 17:00","0.000","26.200","26.950","26.160","55.430","","","","","","0.000","","587.505","","","","16.885","","31.097"
"Calgary Int'L CS","01-July-2013 18:00","0.000","25.720","26.330","25.660","57.760","","","","","","0.000","","426.670","","","","17.014","","30.752"
"Calgary Int'L CS","01-July-2013 19:00","0.000","24.810","25.810","24.810","61.440","","","","","","0.000","","262.780","","","","17.350","","29.925"
"Calgary Int'L CS","01-July-2013 20:00","0.000","23.850","24.800","23.850","65.800","","","","","","0.000","","121.668","","","","17.507","","29.084"
"Calgary Int'L CS","01-July-2013 21:00","0.000","22.500","23.880","22.500","73.400","","","","","","0.000","","9.167","","","","18.161","","28.039"
"Calgary Int'L CS","01-July-2013 22:00","0.000","21.650","22.500","21.640","78.500","","","","","","0.000","","0.000","","","","18.151","","27.362"
"Calgary Int'L CS","01-July-2013 23:00","0.000","21.500","21.650","21.370","78.100","","","","","","0.000","","0.000","","","","17.526","","27.053"
"Calgary Int'L CS","02-July-2013 00:00","0.000","21.000","21.550","20.950","78.000","","","","","","0.000","","0.000","","","9.410","17.254","","26.204"
"Calgary Int'L CS","02-July-2013 01:00","0.000","20.390","21.000","20.380","82.300","","","","","","0.000","","0.000","","","8.760","17.560","","25.769"
"Calgary Int'L CS","02-July-2013 02:00","0.000","20.120","20.390","20.050","80.800","","","","","","0.000","","0.000","","","8.480","16.811","","25.123"
"Calgary Int'L CS","02-July-2013 03:00","0.000","18.030","20.140","17.970","87.400","","","","","","0.000","","0.000","","","9.880","16.910","","22.502"
"Calgary Int'L CS","02-July-2013 04:00","0.000","17.600","18.160","17.600","88.000","","","","","","0.000","","0.000","","","8.980","15.862","","21.871"
"Calgary Int'L CS","02-July-2013 05:00","0.000","16.790","17.600","16.650","92.800","","","","","","0.000","","8.611","","","9.980","15.948","","21.080"
"Calgary Int'L CS","02-July-2013 06:00","0.000","17.470","17.470","16.780","90.900","","","","","","0.000","","87.778","","","10.210","15.625","","21.982"
"Calgary Int'L CS","02-July-2013 07:00","0.000","20.390","20.390","17.470","73.500","","","","","","0.000","","231.946","","","10.450","14.084","","24.600"
"Calgary Int'L CS","02-July-2013 08:00","0.000","23.500","23.500","20.400","61.000","","","","","","0.000","","395.003","","","11.390","14.078","","27.739"
"Calgary Int'L CS","02-July-2013 09:00","0.000","25.690","25.780","23.500","51.020","","","","","","0.000","","545.838","","","12.560","13.823","","29.470"
"Calgary Int'L CS","02-July-2013 10:00","0.000","27.860","27.940","25.690","47.630","","","","","","0.000","","674.728","","","16.520","14.750","","32.204"
"Calgary Int'L CS","02-July-2013 11:00","0.000","30.150","30.280","27.860","40.330","","","","","","0.000","","786.673","","","8.740","14.205","","34.161"
"Calgary Int'L CS","02-July-2013 12:00","0.000","31.950","32.130","30.150","37.990","","","","","","0.000","","786.117","","","8.810","15.116","","36.376"
