"Station Name","Date (Local Standard Time)","Precip. (mm)","Air Temp. Inst. (°C)","Air Temp. Max. (°C)","Air Temp. Min. (°C)","Humidity Inst. (%)","Humidity Ave. (%)","Wind Speed 10 m Inst. (km/h)","Wind Dir. 10 m Inst. (°)","Wind Speed 10 m Ave. (km/h)","Wind Dir. 10 m Ave. (°)","Precip. Accumulated (mm)","Air Temp. Ave. (°C)","Incoming Solar Rad. (W/m2)","Peak Wind Speed 10 m (km/h)","Wind Dir. Peak 10 m (°)","Snow Depth (cm)","Est. Dew Point Temp. (°C)","Wind Chill (°C)","Humidex (°C)"
"Calgary Int'L CS","01-January-2010 00:00","0.000","-21.610","","","","","","","","","0.000","","","","","","","",""
"Calgary Int'L CS","01-January-2010 01:00","0.000","-21.150","","","","","","","","","0.000","","","","","","","",""
"Calgary Int'L CS","01-January-2010 02:00","0.000","-20.770","","","","","","","","","0.000","","","","","","","",""
"Calgary Int'L CS","01-January-2010 03:00","0.000","-20.400","","","","","","","","","0.000","","","","","","","",""
"Calgary Int'L CS","01-January-2010 04:00","0.000","-20.350","","","","","","","","","0.000","","","","","","","",""
"Calgary Int'L CS","01-January-2010 05:00","0.000","-21.100","","","","","","","","","0.000","","","","","","","",""
"Calgary Int'L CS","01-January-2010 06:00","0.000","-21.440","","","","","","","","","0.000","","","","","","","",""
"Calgary Int'L CS","01-January-2010 07:00","0.000","-21.520","","","","","","","","","0.000","","","","","","","",""
"Calgary Int'L CS","01-January-2010 08:00","0.000","-21.140","","","","","","","","","0.000","","","","","","","",""
"Calgary Int'L CS","01-January-2010 09:00","0.000","-21.890","","","","","","","","","0.000","","","","","","","",""
"Calgary Int'L CS","01-January-2010 10:00","0.000","-20.380","","","","","","","","","0.000","","","","","","","",""
"Calgary Int'L CS","01-January-2010 11:00","0.000","-19.140","","","","","","","","","0.000","","","","","","","",""
"Calgary Int'L CS","01-January-2010 12:00","0.000","-17.560","","","","","","","","","0.000","","","","","","","",""
"Calgary Int'L CS","01-January-2010 13:00","0.000","-16.800","","","","","","","","","0.000","","","","","","","",""
"Calgary Int'L CS","01-January-2010 14:00","0.000","-15.840","","","","","","","","","0.000","","","","","","","",""
"Calgary Int'L CS","01-January-2010 15:00","0.000","-13.660","","","","","","","","","0.000","","","","","","","",""
"Calgary Int'L CS","01-January-2010 16:00","0.000","-12.810","","","","","","","","","0.000","","","","","","","",""
"Calgary Int'L CS","01-January-2010 17:00","0.000","-14.030","","","","","","","","","0.000","","","","","","","",""
"Calgary Int'L CS","01-January-2010 18:00","0.000","-14.400","","","","","","","","","0.000","","","","","","","",""
"Calgary Int'L CS","01-January-2010 19:00","0.000","-13.960","","","","","","","","","0.000","","","","","","","",""
"Calgary Int'L CS","01-January-2010 20:00","0.000","-13.610","","","","","","","","","0.000","","","","","","","",""
"Calgary Int'L CS","01-January-2010 21:00","0.000","-11.470","","","","","","","","","0.000","","","","","","","",""
"Calgary Int'L CS","01-January-2010 22:00","0.000","-11.880","","","","","","","","","0.000","","","","","","","",""
"Calgary Int'L CS","01-January-2010 23:00","0.000","-8.310","","","","","","","","","0.000","","","","","","","",""
