"Station Name","Date (Local Standard Time)","Precip. (mm)","Air Temp. Inst. (°C)","Air Temp. Max. (°C)","Air Temp. Min. (°C)","Humidity Inst. (%)","Humidity Ave. (%)","Wind Speed 10 m Inst. (km/h)","Wind Dir. 10 m Inst. (°)","Wind Speed 10 m Ave. (km/h)","Wind Dir. 10 m Ave. (°)","Precip. Accumulated (mm)","Air Temp. Ave. (°C)","Incoming Solar Rad. (W/m2)","Peak Wind Speed 10 m (km/h)","Wind Dir. Peak 10 m (°)","Snow Depth (cm)","Est. Dew Point Temp. (°C)","Wind Chill (°C)","Humidex (°C)"
"Calgary Int'L CS","01-September-2013 00:00","0.000","13.190","13.960","12.890","58.210","","","","","","0.000","13.470","0.000","","","5.878","5.379","","13.190"
"Calgary Int'L CS","01-September-2013 01:00","0.000","11.010","13.460","11.010","67.120","","","","","","0.000","12.230","0.000","","","5.349","6.312","","11.010"
"Calgary Int'L CS","01-September-2013 02:00","0.000","9.580","11.040","9.300","74.000","","","","","","0.000","10.200","0.000","","","5.325","5.744","","9.580"
"Calgary Int'L CS","01-September-2013 03:00","0.000","9.120","9.840","8.570","76.900","","","","","","0.000","9.230","0.000","","","3.835","5.365","","9.120"
"Calgary Int'L CS","01-September-2013 04:00","0.000","8.650","9.700","8.360","80.600","","","","","","0.000","8.820","0.000","","","2.880","5.873","","8.650"
"Calgary Int'L CS","01-September-2013 05:00","0.000","7.660","8.650","7.480","79.200","","","","","","0.000","7.970","0.000","","","3.761","4.681","","7.660"
"Calgary Int'L CS","01-September-2013 06:00","0.000","6.888","7.660","6.458","83.000","","","","","","0.000","7.120","0.556","","","3.819","4.370","","6.888"
"Calgary Int'L CS","01-September-2013 07:00","0.000","8.880","8.880","6.895","79.900","","","","","","0.000","7.970","69.444","","","1.848","4.634","","8.880"
"Calgary Int'L CS","01-September-2013 08:00","0.000","13.040","13.040","8.890","65.370","","","","","","0.000","10.880","219.167","","","2.294","4.722","","13.040"
"Calgary Int'L CS","01-September-2013 09:00","0.000","17.160","17.220","13.050","51.430","","","","","","0.000","14.670","380.000","","","6.061","5.188","","17.191"
"Calgary Int'L CS","01-September-2013 10:00","0.000","19.720","19.720","17.100","45.930","","","","","","0.000","18.490","527.222","","","5.323","6.554","","20.020"
"Calgary Int'L CS","01-September-2013 11:00","0.000","22.420","22.670","19.730","32.030","","","","","","0.000","21.370","643.056","","","4.877","3.856","","22.420"
"Calgary Int'L CS","01-September-2013 12:00","0.000","24.270","24.270","22.230","27.180","","","","","","0.000","23.230","718.611","","","5.703","3.294","","24.270"
"Calgary Int'L CS","01-September-2013 13:00","0.000","25.100","25.190","23.940","24.550","","","","","","0.000","24.570","754.444","","","4.480","2.970","","25.100"
"Calgary Int'L CS","01-September-2013 14:00","0.000","26.380","26.650","24.930","25.620","","","","","","0.000","25.600","739.167","","","2.665","4.610","","26.380"
"Calgary Int'L CS","01-September-2013 15:00","0.000","26.550","27.120","26.040","19.730","","","","","","0.000","26.470","667.500","","","2.804","1.578","","26.550"
"Calgary Int'L CS","01-September-2013 16:00","0.000","27.050","27.310","26.420","20.970","","","","","","0.000","26.890","546.667","","","4.667","2.667","","27.050"
"Calgary Int'L CS","01-September-2013 17:00","0.000","27.110","27.360","26.930","22.780","","","","","","0.000","27.140","383.056","","","4.011","4.071","","27.110"
"Calgary Int'L CS","01-September-2013 18:00","0.000","26.560","27.280","26.560","24.100","","","","","","0.000","26.950","243.056","","","2.564","4.687","","26.560"
"Calgary Int'L CS","01-September-2013 19:00","0.000","23.850","26.560","23.820","28.170","","","","","","0.000","25.140","83.333","","","2.180","5.462","","23.850"
"Calgary Int'L CS","01-September-2013 20:00","0.000","21.160","24.640","21.000","34.080","","","","","","0.000","23.280","6.480","","","2.038","6.161","","21.160"
"Calgary Int'L CS","01-September-2013 21:00","0.000","21.100","21.680","21.100","34.400","","","","","","0.000","21.470","0.000","","","2.252","5.041","","21.100"
