"Station Name","Date (Local Standard Time)","Precip. (mm)","Air Temp. Inst. (°C)","Air Temp. Max. (°C)","Air Temp. Min. (°C)","Humidity Inst. (%)","Humidity Ave. (%)","Wind Speed 10 m Inst. (km/h)","Wind Dir. 10 m Inst. (°)","Wind Speed 10 m Ave. (km/h)","Wind Dir. 10 m Ave. (°)","Precip. Accumulated (mm)","Air Temp. Ave. (°C)","Incoming Solar Rad. (W/m2)","Peak Wind Speed 10 m (km/h)","Wind Dir. Peak 10 m (°)","Snow Depth (cm)","Est. Dew Point Temp. (°C)","Wind Chill (°C)","Humidex (°C)"
"Calgary Int'L CS","01-November-2017 00:00","0.000","-0.157","2.661","-0.157","89.100","","29.520","356.600","30.060","345.400","0.000","1.377","0.000","50.940","7.634","-0.788","-0.343","-6.627","-0.157"
"Calgary Int'L CS","01-November-2017 01:00","0.000","0.362","0.467","-0.165","78.780","","33.660","344.400","32.400","349.700","0.000","0.302","0.000","50.868","338.800","-0.835","-3.091","0.362","0.362"
"Calgary Int'L CS","01-November-2017 02:00","0.000","-0.735","0.389","-0.744","74.980","","35.784","348.300","38.916","343.500","0.000","-0.116","0.000","60.696","358.000","-1.079","-4.070","-8.007","-0.735"
"Calgary Int'L CS","01-November-2017 03:00","0.000","-1.644","-0.734","-1.644","77.880","","32.364","1.751","36.180","350.700","0.000","-1.060","0.000","59.616","358.000","-0.829","-4.547","-8.871","-1.644"
"Calgary Int'L CS","01-November-2017 04:00","0.000","-1.726","-1.642","-1.862","77.540","","36.828","349.500","34.488","351.800","0.000","-1.744","0.000","50.436","351.400","-0.674","-5.152","-9.418","-1.726"
"Calgary Int'L CS","01-November-2017 05:00","0.000","-2.015","-1.700","-2.076","75.820","","35.424","349.300","36.468","347.300","0.000","-1.882","0.000","50.652","353.500","-0.679","-5.579","-9.667","-2.015"
"Calgary Int'L CS","01-November-2017 06:00","0.000","-2.066","-1.918","-2.246","69.570","","36.972","336.300","40.068","342.100","0.000","-2.071","0.000","56.592","349.100","-0.637","-6.889","-9.883","-2.066"
"Calgary Int'L CS","01-November-2017 07:00","0.000","-2.260","-2.069","-2.544","74.370","","34.704","339.800","32.832","340.700","0.000","-2.338","0.000","50.364","338.900","-0.691","-6.237","-9.920","-2.260"
"Calgary Int'L CS","01-November-2017 08:00","0.000","-2.418","-2.256","-2.594","76.660","","33.876","344.300","36.900","345.100","0.000","-2.411","0.556","53.280","350.600","-1.007","-5.955","-10.045","-2.418"
"Calgary Int'L CS","01-November-2017 09:00","0.000","-2.762","-2.418","-2.952","84.900","","24.361","354.300","26.370","354.100","0.000","-2.724","30.000","45.360","354.600","-0.983","-4.867","-9.373","-2.762"
