"Station Name","Date (Local Standard Time)","Precip. (mm)","Air Temp. Inst. (°C)","Air Temp. Max. (°C)","Air Temp. Min. (°C)","Humidity Inst. (%)","Humidity Ave. (%)","Wind Speed 10 m Inst. (km/h)","Wind Dir. 10 m Inst. (°)","Wind Speed 10 m Ave. (km/h)","Wind Dir. 10 m Ave. (°)","Precip. Accumulated (mm)","Air Temp. Ave. (°C)","Incoming Solar Rad. (W/m2)","Peak Wind Speed 10 m (km/h)","Wind Dir. Peak 10 m (°)","Snow Depth (cm)","Est. Dew Point Temp. (°C)","Wind Chill (°C)","Humidex (°C)"
"Calgary Int'L CS","01-July-2015 00:00","0.000","16.370","17.550","16.370","81.000","","","","","","0.000","17.040","0.000","","","32.170","13.674","","19.182"
"Calgary Int'L CS","01-July-2015 01:00","0.000","16.860","16.860","16.270","82.900","","","","","","0.000","16.610","0.000","","","31.290","13.645","","20.139"
"Calgary Int'L CS","01-July-2015 02:00","0.000","17.320","17.370","16.860","78.100","","","","","","0.000","17.210","0.000","","","29.680","13.264","","20.333"
"Calgary Int'L CS","01-July-2015 03:00","16.300","14.350","17.580","12.840","81.700","","","","","","16.300","14.320","0.000","","","26.090","12.099","","16.210"
"Calgary Int'L CS","01-July-2015 04:00","2.600","13.500","14.350","13.220","89.000","","","","","","18.900","13.570","0.000","","","22.500","12.002","","15.589"
"Calgary Int'L CS","01-July-2015 05:00","0.000","13.810","14.240","13.500","91.000","","","","","","18.900","13.880","0.833","","","24.450","12.424","","16.230"
"Calgary Int'L CS","01-July-2015 06:00","0.000","14.330","14.360","13.460","85.700","","","","","","18.900","13.960","14.167","","","26.400","11.552","","16.543"
"Calgary Int'L CS","01-July-2015 07:00","0.000","14.910","14.910","14.320","81.400","","","","","","18.900","14.580","83.056","","","26.520","11.463","","17.014"
"Calgary Int'L CS","01-July-2015 08:00","0.000","14.920","15.370","14.850","80.500","","","","","","18.900","15.090","135.000","","","26.650","11.777","","16.944"
"Calgary Int'L CS","01-July-2015 09:00","0.000","16.100","17.080","14.910","74.600","","","","","","18.900","15.920","444.444","","","26.770","11.482","","18.120"
"Calgary Int'L CS","01-July-2015 10:00","0.000","16.080","16.210","15.450","75.200","","","","","","18.900","15.850","232.500","","","27.650","11.444","","18.151"
"Calgary Int'L CS","01-July-2015 11:00","0.000","16.440","16.440","15.310","74.100","","","","","","18.900","15.720","150.278","","","28.530","11.265","","18.574"
"Calgary Int'L CS","01-July-2015 12:00","0.000","20.390","20.730","16.450","58.000","","","","","","18.900","19.090","704.167","","","27.060","10.161","","22.541"
"Calgary Int'L CS","01-July-2015 13:00","0.000","21.540","21.580","20.070","54.150","","","","","","18.900","21.050","895.278","","","26.640","11.209","","23.705"
"Calgary Int'L CS","01-July-2015 14:00","0.000","21.910","22.700","21.190","49.490","","","","","","18.900","21.880","841.944","","","27.000","10.885","","23.572"
"Calgary Int'L CS","01-July-2015 15:00","0.000","22.650","23.370","21.490","46.050","","","","","","18.900","22.630","824.722","","","27.350","10.246","","24.119"
"Calgary Int'L CS","01-July-2015 16:00","0.000","22.270","23.420","22.030","46.860","","","","","","18.900","22.760","595.833","","","27.710","10.776","","23.700"
"Calgary Int'L CS","01-July-2015 17:00","0.000","23.110","23.460","21.890","44.410","","","","","","18.900","23.070","569.444","","","27.240","9.926","","24.520"
"Calgary Int'L CS","01-July-2015 18:00","0.000","22.630","23.180","22.630","47.880","","","","","","18.900","22.850","443.056","","","28.130","11.265","","24.369"
"Calgary Int'L CS","01-July-2015 19:00","0.000","21.020","22.930","21.020","46.820","","","","","","18.900","22.030","198.333","","","29.520","10.081","","21.931"
"Calgary Int'L CS","01-July-2015 20:00","0.000","19.950","21.650","19.950","53.690","","","","","","18.900","21.090","103.056","","","29.080","11.058","","21.337"
"Calgary Int'L CS","01-July-2015 21:00","0.000","19.790","20.450","19.790","55.930","","","","","","18.900","20.240","23.889","","","28.460","11.042","","21.395"
"Calgary Int'L CS","01-July-2015 22:00","0.000","20.150","20.170","19.730","58.830","","","","","","18.900","20.020","0.000","","","29.470","11.647","","22.296"
