"Station Name","Date (Local Standard Time)","Precip. (mm)","Air Temp. Inst. (°C)","Air Temp. Max. (°C)","Air Temp. Min. (°C)","Humidity Inst. (%)","Humidity Ave. (%)","Wind Speed 10 m Inst. (km/h)","Wind Dir. 10 m Inst. (°)","Wind Speed 10 m Ave. (km/h)","Wind Dir. 10 m Ave. (°)","Precip. Accumulated (mm)","Air Temp. Ave. (°C)","Incoming Solar Rad. (W/m2)","Peak Wind Speed 10 m (km/h)","Wind Dir. Peak 10 m (°)","Snow Depth (cm)","Est. Dew Point Temp. (°C)","Wind Chill (°C)","Humidex (°C)"
"Calgary Int'L CS","01-January-2011 00:00","0.000","-10.330","-9.140","-10.330","74.100","","","","","","0.000","","0.000","","","10.960","-13.468","","-10.330"
"Calgary Int'L CS","01-January-2011 01:00","0.000","-8.630","-8.510","-10.600","65.270","","","","","","0.000","","0.000","","","10.990","-14.839","","-8.630"
"Calgary Int'L CS","01-January-2011 02:00","0.000","-9.880","-8.340","-9.880","64.140","","","","","","0.000","","0.000","","","10.710","-14.627","","-9.880"
"Calgary Int'L CS","01-January-2011 03:00","0.000","-13.350","-9.770","-13.390","72.900","","","","","","0.000","","0.000","","","10.890","-15.450","","-13.350"
"Calgary Int'L CS","01-January-2011 04:00","0.000","-12.990","-12.910","-13.810","72.400","","","","","","0.000","","0.000","","","10.920","-17.251","","-12.990"
"Calgary Int'L CS","01-January-2011 05:00","0.000","-14.000","-12.920","-14.650","74.500","","","","","","0.000","","0.000","","","10.920","-17.324","","-14.000"
"Calgary Int'L CS","01-January-2011 06:00","0.000","-12.930","-12.790","-14.520","70.800","","","","","","0.000","","0.000","","","10.760","-17.799","","-12.930"
"Calgary Int'L CS","01-January-2011 07:00","0.000","-13.610","-12.910","-16.160","69.420","","","","","","0.000","","0.000","","","10.860","-18.877","","-13.610"
"Calgary Int'L CS","01-January-2011 08:00","0.000","-13.190","-13.180","-14.470","70.400","","","","","","0.000","","0.000","","","10.920","-18.030","","-13.190"
"Calgary Int'L CS","01-January-2011 09:00","0.000","-12.980","-12.450","-13.260","69.180","","","","","","0.000","","7.222","","","10.540","-17.303","","-12.980"
"Calgary Int'L CS","01-January-2011 10:00","0.000","-11.340","-11.270","-13.470","62.790","","","","","","0.000","","62.500","","","10.760","-17.983","","-11.340"
"Calgary Int'L CS","01-January-2011 11:00","0.000","-10.350","-9.900","-11.410","58.350","","","","","","0.000","","130.001","","","10.680","-17.224","","-10.350"
"Calgary Int'L CS","01-January-2011 12:00","0.000","-7.010","-6.912","-10.360","46.390","","","","","","0.000","","231.391","","","10.770","-18.050","","-7.010"
"Calgary Int'L CS","01-January-2011 13:00","0.000","-4.213","-4.172","-7.180","36.610","","","","","","0.000","","262.224","","","10.300","-18.146","","-4.213"
"Calgary Int'L CS","01-January-2011 14:00","0.000","-3.268","-3.266","-4.669","45.090","","","","","","0.000","","256.669","","","10.930","-14.108","","-3.268"
"Calgary Int'L CS","01-January-2011 15:00","0.000","-3.317","-3.206","-3.900","53.660","","","","","","0.000","","109.168","","","10.940","-11.582","","-3.317"
"Calgary Int'L CS","01-January-2011 16:00","0.000","-3.027","-2.871","-3.485","53.670","","","","","","0.000","","51.667","","","10.890","-11.230","","-3.027"
"Calgary Int'L CS","01-January-2011 17:00","0.000","-2.909","-1.960","-3.326","55.520","","","","","","0.000","","7.778","","","10.930","-10.305","","-2.909"
"Calgary Int'L CS","01-January-2011 18:00","0.000","-4.166","-2.882","-4.241","64.040","","","","","","0.000","","0.000","","","10.840","-9.366","","-4.166"
"Calgary Int'L CS","01-January-2011 19:00","0.000","-4.228","-3.864","-4.465","85.700","","","","","","0.000","","0.000","","","10.920","-6.197","","-4.228"
"Calgary Int'L CS","01-January-2011 20:00","0.000","-3.582","-2.952","-4.377","81.500","","","","","","0.000","","0.000","","","10.820","-6.363","","-3.582"
"Calgary Int'L CS","01-January-2011 21:00","0.000","-4.450","-4.080","-4.820","85.480","","","","","","0.000","","0.040","","","","-6.511","","-4.450"
"Calgary Int'L CS","01-January-2011 22:00","0.000","-4.330","-3.810","-4.850","83.730","","","","","","0.000","","0.030","","","","-6.662","","-4.330"
"Calgary Int'L CS","01-January-2011 23:00","0.000","-4.350","-3.380","-4.690","80.210","","","","","","0.000","","0.030","","","","-6.932","","-4.350"
"Calgary Int'L CS","02-January-2011 00:00","0.000","-2.290","-1.959","-2.576","70.100","","","","","","0.000","","0.000","","","10.780","-6.968","","-2.290"
"Calgary Int'L CS","02-January-2011 01:00","0.000","-2.417","-1.831","-2.558","63.610","","","","","","0.000","","0.000","","","10.720","-8.152","","-2.417"
"Calgary Int'L CS","02-January-2011 02:00","0.000","-2.765","-1.388","-2.765","69.820","","","","","","0.000","","0.000","","","10.340","-6.837","","-2.765"
"Calgary Int'L CS","02-January-2011 03:00","0.000","-3.797","-2.766","-3.810","84.100","","","","","","0.000","","0.000","","","10.080","-5.583","","-3.797"
"Calgary Int'L CS","02-January-2011 04:00","0.000","-4.356","-3.173","-4.409","79.800","","","","","","0.000","","0.000","","","10.040","-6.760","","-4.356"
"Calgary Int'L CS","02-January-2011 05:00","0.000","-3.594","-3.584","-4.772","79.900","","","","","","0.000","","0.000","","","10.090","-7.121","","-3.594"
"Calgary Int'L CS","02-January-2011 06:00","0.000","-3.489","-3.192","-3.647","71.000","","","","","","0.000","","0.000","","","10.050","-7.911","","-3.489"
"Calgary Int'L CS","02-January-2011 07:00","0.000","-3.368","-2.860","-3.564","67.180","","","","","","0.000","","0.000","","","10.040","-8.422","","-3.368"
"Calgary Int'L CS","02-January-2011 08:00","0.000","-4.033","-3.296","-4.389","79.100","","","","","","0.000","","0.030","","","9.130","-6.925","","-4.033"
"Calgary Int'L CS","02-January-2011 09:00","0.000","-4.118","-3.536","-4.140","68.740","","","","","","0.000","","1.944","","","9.690","-8.728","","-4.118"
"Calgary Int'L CS","02-January-2011 10:00","0.000","-4.322","-3.863","-4.390","68.130","","","","","","0.000","","31.389","","","9.510","-9.118","","-4.322"
"Calgary Int'L CS","02-January-2011 11:00","0.000","-4.599","-4.344","-5.206","65.950","","","","","","0.000","","92.501","","","9.460","-10.150","","-4.599"
"Calgary Int'L CS","02-January-2011 12:00","0.000","-2.465","-2.465","-4.643","58.970","","","","","","0.000","","251.669","","","9.780","-10.401","","-2.465"
"Calgary Int'L CS","02-January-2011 13:00","0.000","-2.110","-1.998","-2.483","55.610","","","","","","0.000","","254.724","","","9.840","-9.908","","-2.110"
"Calgary Int'L CS","02-January-2011 14:00","0.000","-2.215","-1.710","-2.215","60.410","","","","","","0.000","","183.057","","","9.970","-8.594","","-2.215"
"Calgary Int'L CS","02-January-2011 15:00","0.000","-2.404","-2.197","-2.498","66.520","","","","","","0.000","","86.112","","","9.960","-7.723","","-2.404"
"Calgary Int'L CS","02-January-2011 16:00","0.000","-2.869","-2.407","-2.869","77.700","","","","","","0.000","","40.834","","","9.930","-5.986","","-2.869"
"Calgary Int'L CS","02-January-2011 17:00","0.000","-3.068","-2.619","-3.068","80.600","","","","","","0.000","","9.167","","","10.220","-5.706","","-3.068"
"Calgary Int'L CS","02-January-2011 18:00","0.000","-3.686","-3.071","-4.318","86.300","","","","","","0.000","","0.000","","","10.230","-5.644","","-3.686"
"Calgary Int'L CS","02-January-2011 19:00","0.000","-4.186","-3.680","-4.631","89.000","","","","","","0.000","","0.000","","","10.180","-5.694","","-4.186"
"Calgary Int'L CS","02-January-2011 20:00","0.000","-3.815","-3.613","-4.185","84.700","","","","","","0.000","","0.000","","","10.190","-6.089","","-3.815"
"Calgary Int'L CS","02-January-2011 21:00","0.000","-3.941","-3.671","-3.941","84.600","","","","","","0.000","","0.000","","","10.170","-6.014","","-3.941"
"Calgary Int'L CS","02-January-2011 22:00","0.000","-4.325","-3.917","-4.325","78.400","","","","","","0.000","","0.000","","","10.160","-7.311","","-4.325"
"Calgary Int'L CS","02-January-2011 23:00","0.000","-5.009","-4.230","-5.080","76.800","","","","","","0.000","","0.000","","","10.140","-8.096","","-5.009"
