"Station Name","Date (Local Standard Time)","Precip. (mm)","Air Temp. Inst. (°C)","Air Temp. Max. (°C)","Air Temp. Min. (°C)","Humidity Inst. (%)","Humidity Ave. (%)","Wind Speed 10 m Inst. (km/h)","Wind Dir. 10 m Inst. (°)","Wind Speed 10 m Ave. (km/h)","Wind Dir. 10 m Ave. (°)","Precip. Accumulated (mm)","Air Temp. Ave. (°C)","Incoming Solar Rad. (W/m2)","Peak Wind Speed 10 m (km/h)","Wind Dir. Peak 10 m (°)","Snow Depth (cm)","Est. Dew Point Temp. (°C)","Wind Chill (°C)","Humidex (°C)"
"Calgary Int'L CS","01-May-2010 00:00","0.000","2.582","","","","","","","","","0.000","","","","","","","",""
"Calgary Int'L CS","01-May-2010 01:00","0.000","0.962","","","","","","","","","0.000","","","","","","","",""
"Calgary Int'L CS","01-May-2010 02:00","0.000","0.781","","","","","","","","","0.000","","","","","","","",""
"Calgary Int'L CS","01-May-2010 03:00","0.000","-0.217","","","","","","","","","0.000","","","","","","","",""
"Calgary Int'L CS","01-May-2010 04:00","0.000","-0.689","","","","","","","","","0.000","","","","","","","",""
"Calgary Int'L CS","01-May-2010 05:00","0.000","-0.847","","","","","","","","","0.000","","","","","","","",""
"Calgary Int'L CS","01-May-2010 06:00","0.000","0.126","","","","","","","","","0.000","","","","","","","",""
"Calgary Int'L CS","01-May-2010 07:00","0.000","2.488","","","","","","","","","0.000","","","","","","","",""
"Calgary Int'L CS","01-May-2010 08:00","0.000","5.577","","","","","","","","","0.000","","","","","","","",""
"Calgary Int'L CS","01-May-2010 09:00","0.000","7.700","","","","","","","","","0.000","","","","","","","",""
"Calgary Int'L CS","01-May-2010 10:00","0.000","8.720","","","","","","","","","0.000","","","","","","","",""
"Calgary Int'L CS","01-May-2010 11:00","0.000","9.780","","","","","","","","","0.000","","","","","","","",""
"Calgary Int'L CS","01-May-2010 12:00","0.000","11.490","","","","","","","","","0.000","","","","","","","",""
"Calgary Int'L CS","01-May-2010 13:00","0.000","11.480","","","","","","","","","0.000","","","","","","","",""
"Calgary Int'L CS","01-May-2010 14:00","0.000","12.630","","","","","","","","","0.000","","","","","","","",""
