"Station Name","Date (Local Standard Time)","Precip. (mm)","Air Temp. Inst. (°C)","Air Temp. Max. (°C)","Air Temp. Min. (°C)","Humidity Inst. (%)","Humidity Ave. (%)","Wind Speed 10 m Inst. (km/h)","Wind Dir. 10 m Inst. (°)","Wind Speed 10 m Ave. (km/h)","Wind Dir. 10 m Ave. (°)","Precip. Accumulated (mm)","Air Temp. Ave. (°C)","Incoming Solar Rad. (W/m2)","Peak Wind Speed 10 m (km/h)","Wind Dir. Peak 10 m (°)","Snow Depth (cm)","Est. Dew Point Temp. (°C)","Wind Chill (°C)","Humidex (°C)"
"Calgary Int'L CS","01-November-2011 00:00","0.000","0.755","1.159","0.318","41.750","","","","","","0.000","","0.000","","","2.589","-10.774","","0.755"
"Calgary Int'L CS","01-November-2011 01:00","0.000","1.192","1.555","-1.221","40.290","","","","","","0.000","","0.000","","","2.887","-11.736","","1.192"
"Calgary Int'L CS","01-November-2011 02:00","0.000","0.080","1.347","0.080","45.340","","","","","","0.000","","0.000","","","2.529","-9.758","","0.080"
"Calgary Int'L CS","01-November-2011 03:00","0.000","1.751","1.863","-0.380","34.270","","","","","","0.000","","0.000","","","2.733","-13.222","","1.751"
"Calgary Int'L CS","01-November-2011 04:00","0.000","-0.402","1.876","-0.424","45.630","","","","","","0.000","","0.000","","","2.694","-9.666","","-0.402"
"Calgary Int'L CS","01-November-2011 05:00","0.000","-1.554","-0.385","-1.774","52.210","","","","","","0.000","","0.000","","","2.557","-9.623","","-1.554"
"Calgary Int'L CS","01-November-2011 06:00","0.000","-1.432","-1.322","-2.239","53.750","","","","","","0.000","","0.000","","","2.582","-9.908","","-1.432"
"Calgary Int'L CS","01-November-2011 07:00","0.000","-3.282","-1.339","-3.282","62.000","","","","","","0.000","","0.000","","","2.584","-8.591","","-3.282"
"Calgary Int'L CS","01-November-2011 08:00","0.000","-3.390","-2.222","-4.108","66.190","","","","","","0.000","","6.111","","","2.614","-8.567","","-3.390"
"Calgary Int'L CS","01-November-2011 09:00","0.000","-1.351","-1.351","-3.440","64.060","","","","","","0.000","","106.112","","","2.907","-8.253","","-1.351"
"Calgary Int'L CS","01-November-2011 10:00","0.000","0.372","0.404","-1.349","59.280","","","","","","0.000","","230.835","","","2.822","-7.431","","0.372"
"Calgary Int'L CS","01-November-2011 11:00","0.000","1.849","1.949","0.371","51.450","","","","","","0.000","","341.947","","","2.996","-7.732","","1.849"
"Calgary Int'L CS","01-November-2011 12:00","0.000","3.027","3.203","1.868","41.120","","","","","","0.000","","403.614","","","2.884","-9.341","","3.027"
"Calgary Int'L CS","01-November-2011 13:00","0.000","4.562","4.952","3.029","30.800","","","","","","0.000","","419.726","","","2.954","-11.681","","4.562"
"Calgary Int'L CS","01-November-2011 14:00","0.000","5.729","5.926","4.315","24.380","","","","","","0.000","","360.281","","","2.926","-13.590","","5.729"
"Calgary Int'L CS","01-November-2011 15:00","0.000","6.367","6.431","5.423","20.120","","","","","","0.000","","301.114","","","2.808","-15.242","","6.367"
"Calgary Int'L CS","01-November-2011 16:00","0.000","5.894","6.380","5.894","20.180","","","","","","0.000","","198.335","","","2.689","-15.031","","5.894"
"Calgary Int'L CS","01-November-2011 17:00","0.000","3.278","5.893","3.264","24.300","","","","","","0.000","","64.167","","","2.526","-14.091","","3.278"
"Calgary Int'L CS","01-November-2011 18:00","0.000","1.210","3.481","1.210","31.150","","","","","","0.000","","2.080","","","2.566","-12.981","","1.210"
"Calgary Int'L CS","01-November-2011 19:00","0.000","-0.050","1.474","-0.290","35.230","","","","","","0.000","","0.000","","","2.513","-13.015","","-0.050"
