"Station Name","Date (Local Standard Time)","Precip. (mm)","Air Temp. Inst. (°C)","Air Temp. Max. (°C)","Air Temp. Min. (°C)","Humidity Inst. (%)","Humidity Ave. (%)","Wind Speed 10 m Inst. (km/h)","Wind Dir. 10 m Inst. (°)","Wind Speed 10 m Ave. (km/h)","Wind Dir. 10 m Ave. (°)","Precip. Accumulated (mm)","Air Temp. Ave. (°C)","Incoming Solar Rad. (W/m2)","Peak Wind Speed 10 m (km/h)","Wind Dir. Peak 10 m (°)","Snow Depth (cm)","Est. Dew Point Temp. (°C)","Wind Chill (°C)","Humidex (°C)"
"Calgary Int'L CS","01-September-2011 00:00","0.200","6.469","6.576","6.351","95.500","","","","","","0.200","","0.000","","","1.627","5.797","","6.469"
"Calgary Int'L CS","01-September-2011 01:00","0.000","6.446","6.468","6.371","94.400","","","","","","0.200","","0.000","","","1.748","5.586","","6.446"
"Calgary Int'L CS","01-September-2011 02:00","0.000","5.458","6.467","5.458","94.400","","","","","","0.200","","0.000","","","2.180","5.132","","5.458"
"Calgary Int'L CS","01-September-2011 03:00","0.000","4.920","5.455","4.918","97.100","","","","","","0.200","","0.000","","","3.494","4.764","","4.920"
"Calgary Int'L CS","01-September-2011 04:00","0.000","4.701","5.194","4.636","95.800","","","","","","0.200","","0.000","","","4.307","4.301","","4.701"
"Calgary Int'L CS","01-September-2011 05:00","0.000","5.219","5.255","4.639","97.200","","","","","","0.200","","0.000","","","4.637","4.540","","5.219"
"Calgary Int'L CS","01-September-2011 06:00","0.000","5.357","5.466","5.219","95.000","","","","","","0.200","","2.140","","","4.924","4.607","","5.357"
"Calgary Int'L CS","01-September-2011 07:00","0.000","6.654","6.654","5.240","92.900","","","","","","0.200","","74.167","","","5.291","4.887","","6.654"
"Calgary Int'L CS","01-September-2011 08:00","0.000","8.470","8.470","6.646","82.500","","","","","","0.200","","274.169","","","5.655","4.771","","8.470"
"Calgary Int'L CS","01-September-2011 09:00","0.000","9.650","9.910","8.470","75.100","","","","","","0.200","","399.725","","","5.503","5.010","","9.650"
"Calgary Int'L CS","01-September-2011 10:00","0.000","11.000","11.000","9.620","70.200","","","","","","0.200","","528.893","","","5.409","5.119","","11.000"
"Calgary Int'L CS","01-September-2011 11:00","0.000","12.430","12.540","10.860","58.630","","","","","","0.200","","660.561","","","5.238","3.864","","12.430"
"Calgary Int'L CS","01-September-2011 12:00","0.000","14.030","14.260","12.330","56.160","","","","","","0.200","","725.284","","","5.249","4.742","","14.030"
"Calgary Int'L CS","01-September-2011 13:00","0.000","15.280","15.400","13.860","54.160","","","","","","0.200","","744.728","","","5.127","5.464","","15.280"
"Calgary Int'L CS","01-September-2011 14:00","0.000","16.870","16.880","15.170","47.600","","","","","","0.200","","691.117","","","5.290","4.894","","16.870"
"Calgary Int'L CS","01-September-2011 15:00","0.000","17.080","17.220","15.920","45.270","","","","","","0.200","","585.560","","","5.613","4.672","","17.080"
"Calgary Int'L CS","01-September-2011 16:00","0.000","16.700","17.900","15.720","45.240","","","","","","0.200","","423.059","","","5.188","4.881","","16.700"
"Calgary Int'L CS","01-September-2011 17:00","0.000","17.510","18.010","16.240","31.370","","","","","","0.200","","377.503","","","5.370","0.018","","17.510"
"Calgary Int'L CS","01-September-2011 18:00","0.000","16.300","17.520","16.120","34.220","","","","","","0.200","","226.113","","","5.016","0.953","","16.300"
"Calgary Int'L CS","01-September-2011 19:00","0.000","14.230","16.300","14.220","46.070","","","","","","0.200","","47.223","","","5.110","3.730","","14.230"
"Calgary Int'L CS","01-September-2011 20:00","0.000","12.970","14.550","12.970","54.780","","","","","","0.200","","3.950","","","4.947","4.819","","12.970"
"Calgary Int'L CS","01-September-2011 21:00","0.000","12.750","13.010","12.470","57.260","","","","","","0.200","","0.000","","","5.128","4.501","","12.750"
"Calgary Int'L CS","01-September-2011 22:00","0.000","12.550","13.780","12.550","54.960","","","","","","0.200","","0.000","","","5.126","4.312","","12.550"
"Calgary Int'L CS","01-September-2011 23:00","0.000","11.800","13.520","11.800","59.010","","","","","","0.200","","0.000","","","5.073","4.857","","11.800"
"Calgary Int'L CS","02-September-2011 00:00","0.000","9.880","11.800","9.850","67.390","","","","","","0.200","","0.000","","","4.856","5.025","","9.880"
"Calgary Int'L CS","02-September-2011 01:00","0.000","9.560","10.320","9.190","66.900","","","","","","0.200","","0.000","","","5.068","3.901","","9.560"
"Calgary Int'L CS","02-September-2011 02:00","0.000","9.140","9.590","8.630","71.400","","","","","","0.200","","0.000","","","5.053","4.210","","9.140"
"Calgary Int'L CS","02-September-2011 03:00","0.000","9.300","9.670","8.750","75.500","","","","","","0.200","","0.000","","","5.247","5.106","","9.300"
