"Station Name","Date (Local Standard Time)","Precip. (mm)","Air Temp. Inst. (°C)","Air Temp. Max. (°C)","Air Temp. Min. (°C)","Humidity Inst. (%)","Humidity Ave. (%)","Wind Speed 10 m Inst. (km/h)","Wind Dir. 10 m Inst. (°)","Wind Speed 10 m Ave. (km/h)","Wind Dir. 10 m Ave. (°)","Precip. Accumulated (mm)","Air Temp. Ave. (°C)","Incoming Solar Rad. (W/m2)","Peak Wind Speed 10 m (km/h)","Wind Dir. Peak 10 m (°)","Snow Depth (cm)","Est. Dew Point Temp. (°C)","Wind Chill (°C)","Humidex (°C)"
"Calgary Int'L CS","01-May-2013 00:00","0.000","-3.805","-2.397","-4.151","76.400","","","","","","0.000","","0.000","","","6.410","-6.823","","-3.805"
"Calgary Int'L CS","01-May-2013 01:00","0.000","-6.541","-3.819","-6.706","75.200","","","","","","0.000","","0.000","","","6.635","-8.954","","-6.541"
"Calgary Int'L CS","01-May-2013 02:00","0.000","-5.902","-5.498","-7.070","83.300","","","","","","0.000","","0.000","","","6.040","-8.643","","-5.902"
"Calgary Int'L CS","01-May-2013 03:00","0.000","-6.973","-5.888","-7.060","88.000","","","","","","0.000","","0.000","","","6.132","-8.127","","-6.973"
"Calgary Int'L CS","01-May-2013 04:00","0.000","-8.500","-6.952","-8.530","89.200","","","","","","0.000","","0.000","","","6.323","-9.204","","-8.500"
"Calgary Int'L CS","01-May-2013 05:00","0.000","-7.160","-7.160","-8.550","90.600","","","","","","0.000","","0.000","","","7.130","-9.118","","-7.160"
"Calgary Int'L CS","01-May-2013 06:00","0.000","-5.774","-5.774","-7.160","84.700","","","","","","0.000","","42.778","","","6.956","-8.610","","-5.774"
"Calgary Int'L CS","01-May-2013 07:00","0.000","-4.237","-4.231","-5.770","77.600","","","","","","0.000","","189.446","","","7.070","-8.298","","-4.237"
"Calgary Int'L CS","01-May-2013 08:00","0.000","-1.952","-1.918","-4.234","66.610","","","","","","0.000","","348.058","","","6.117","-8.401","","-1.952"
"Calgary Int'L CS","01-May-2013 09:00","0.000","0.288","0.305","-2.016","57.520","","","","","","0.000","","508.060","","","5.527","-8.179","","0.288"
"Calgary Int'L CS","01-May-2013 10:00","0.000","3.827","3.908","0.284","41.470","","","","","","0.000","","657.783","","","5.975","-9.631","","3.827"
"Calgary Int'L CS","01-May-2013 11:00","0.000","5.792","6.045","3.825","26.050","","","","","","0.000","","776.117","","","5.118","-12.935","","5.792"
"Calgary Int'L CS","01-May-2013 12:00","0.000","5.750","7.480","5.444","28.740","","","","","","0.000","","477.226","","","5.281","-10.395","","5.750"
"Calgary Int'L CS","01-May-2013 13:00","0.000","6.770","7.850","5.726","25.780","","","","","","0.000","","470.004","","","4.995","-11.476","","6.770"
"Calgary Int'L CS","01-May-2013 14:00","0.000","8.780","9.400","6.613","24.340","","","","","","0.000","","579.171","","","5.017","-11.154","","8.780"
"Calgary Int'L CS","01-May-2013 15:00","0.000","9.590","9.970","7.740","24.610","","","","","","0.000","","753.895","","","4.735","-10.294","","9.590"
"Calgary Int'L CS","01-May-2013 16:00","0.000","9.710","10.010","8.300","23.860","","","","","","0.000","","489.448","","","4.678","-10.429","","9.710"
"Calgary Int'L CS","01-May-2013 17:00","0.000","10.460","10.800","9.280","23.770","","","","","","0.000","","547.504","","","4.522","-9.727","","10.460"
"Calgary Int'L CS","01-May-2013 18:00","0.000","10.330","10.870","9.020","24.250","","","","","","0.000","","303.614","","","5.108","-9.554","","10.330"
"Calgary Int'L CS","01-May-2013 19:00","0.000","9.100","10.640","9.100","26.420","","","","","","0.000","","171.390","","","3.714","-8.526","","9.100"
"Calgary Int'L CS","01-May-2013 20:00","0.000","8.060","9.090","7.940","29.310","","","","","","0.000","","18.333","","","3.521","-8.366","","8.060"
"Calgary Int'L CS","01-May-2013 21:00","0.000","6.613","8.040","6.601","31.710","","","","","","0.000","","0.000","","","3.620","-8.399","","6.613"
"Calgary Int'L CS","01-May-2013 22:00","0.000","4.566","6.695","4.528","36.360","","","","","","0.000","","0.000","","","4.226","-8.153","","4.566"
