"Station Name","Date (Local Standard Time)","Precip. (mm)","Air Temp. Inst. (°C)","Air Temp. Max. (°C)","Air Temp. Min. (°C)","Humidity Inst. (%)","Humidity Ave. (%)","Wind Speed 10 m Inst. (km/h)","Wind Dir. 10 m Inst. (°)","Wind Speed 10 m Ave. (km/h)","Wind Dir. 10 m Ave. (°)","Precip. Accumulated (mm)","Air Temp. Ave. (°C)","Incoming Solar Rad. (W/m2)","Peak Wind Speed 10 m (km/h)","Wind Dir. Peak 10 m (°)","Snow Depth (cm)","Est. Dew Point Temp. (°C)","Wind Chill (°C)","Humidex (°C)"
"Calgary Int'L CS","01-May-2012 00:00","4.700","4.528","4.705","4.237","93.900","","","","","","4.700","","0.000","","","0.605","3.575","","4.528"
"Calgary Int'L CS","01-May-2012 01:00","1.400","4.410","4.544","4.330","93.900","","","","","","6.100","","0.000","","","0.449","3.541","","4.410"
"Calgary Int'L CS","01-May-2012 02:00","0.000","4.053","4.425","4.053","94.700","","","","","","6.100","","0.000","","","0.606","3.465","","4.053"
"Calgary Int'L CS","01-May-2012 03:00","0.000","3.644","4.057","3.613","94.800","","","","","","6.100","","0.000","","","0.618","3.078","","3.644"
"Calgary Int'L CS","01-May-2012 04:00","0.000","3.683","3.781","3.624","92.400","","","","","","6.100","","0.000","","","0.620","2.586","","3.683"
"Calgary Int'L CS","01-May-2012 05:00","0.000","3.691","3.757","3.656","94.000","","","","","","6.100","","0.000","","","0.770","2.831","","3.691"
"Calgary Int'L CS","01-May-2012 06:00","0.000","3.865","3.873","3.693","93.700","","","","","","6.100","","7.222","","","0.511","2.862","","3.865"
"Calgary Int'L CS","01-May-2012 07:00","0.000","4.173","4.173","3.863","93.100","","","","","","6.100","","38.889","","","0.772","3.005","","4.173"
"Calgary Int'L CS","01-May-2012 08:00","0.700","3.880","4.246","3.855","94.800","","","","","","6.800","","37.500","","","0.596","3.293","","3.880"
"Calgary Int'L CS","01-May-2012 09:00","1.600","3.709","4.075","3.683","93.700","","","","","","8.400","","52.223","","","0.544","2.957","","3.709"
"Calgary Int'L CS","01-May-2012 10:00","3.100","3.172","3.924","2.493","97.000","","","","","","11.500","","76.945","","","0.878","2.779","","3.172"
"Calgary Int'L CS","01-May-2012 11:00","1.900","2.797","3.340","2.600","95.700","","","","","","13.400","","80.278","","","0.854","2.351","","2.797"
"Calgary Int'L CS","01-May-2012 12:00","2.100","2.833","3.063","2.703","94.600","","","","","","15.500","","96.112","","","0.626","2.103","","2.833"
"Calgary Int'L CS","01-May-2012 13:00","0.800","3.520","3.520","2.590","94.300","","","","","","16.300","","174.724","","","0.588","2.229","","3.520"
"Calgary Int'L CS","01-May-2012 14:00","0.000","5.437","5.452","3.503","90.100","","","","","","16.300","","221.391","","","0.622","2.997","","5.437"
"Calgary Int'L CS","01-May-2012 15:00","0.200","5.936","6.028","5.337","90.200","","","","","","16.500","","193.057","","","0.513","4.203","","5.936"
"Calgary Int'L CS","01-May-2012 16:00","0.000","5.876","6.388","5.876","89.300","","","","","","16.500","","155.279","","","0.424","4.504","","5.876"
"Calgary Int'L CS","01-May-2012 17:00","0.700","5.514","5.872","5.500","91.400","","","","","","17.200","","95.556","","","0.466","4.395","","5.514"
"Calgary Int'L CS","01-May-2012 18:00","0.300","5.918","5.918","5.361","90.100","","","","","","17.500","","95.556","","","0.121","4.145","","5.918"
"Calgary Int'L CS","01-May-2012 19:00","0.000","6.061","6.089","5.869","87.000","","","","","","17.500","","78.334","","","","3.981","","6.061"
"Calgary Int'L CS","01-May-2012 20:00","0.000","5.377","6.111","5.377","91.000","","","","","","17.500","","13.333","","","","4.390","","5.377"
"Calgary Int'L CS","01-May-2012 21:00","0.000","4.653","5.377","4.631","90.700","","","","","","17.500","","0.250","","","","3.611","","4.653"
"Calgary Int'L CS","01-May-2012 22:00","0.000","4.283","4.679","4.150","92.500","","","","","","17.500","","0.000","","","","3.306","","4.283"
"Calgary Int'L CS","01-May-2012 23:00","0.000","4.101","4.592","4.087","90.900","","","","","","17.500","","0.000","","","","2.986","","4.101"
"Calgary Int'L CS","02-May-2012 00:00","0.000","3.776","4.146","3.685","93.300","","","","","","17.500","","0.000","","","0.080","2.933","","3.776"
"Calgary Int'L CS","02-May-2012 01:00","0.000","3.933","3.946","3.598","93.300","","","","","","17.500","","0.000","","","0.080","2.791","","3.933"
"Calgary Int'L CS","02-May-2012 02:00","0.500","3.232","3.931","3.232","95.400","","","","","","18.000","","0.000","","","0.076","2.916","","3.232"
"Calgary Int'L CS","02-May-2012 03:00","0.000","2.933","3.231","2.623","95.500","","","","","","18.000","","0.000","","","0.150","2.279","","2.933"
"Calgary Int'L CS","02-May-2012 04:00","0.000","2.011","3.028","2.011","97.400","","","","","","18.000","","0.000","","","0.378","2.150","","2.011"
"Calgary Int'L CS","02-May-2012 05:00","0.000","2.369","2.474","1.953","99.500","","","","","","18.000","","0.000","","","0.683","2.143","","2.369"
"Calgary Int'L CS","02-May-2012 06:00","0.000","1.990","2.415","1.861","99.550","","","","","","18.000","","10.556","","","0.435","2.075","","1.990"
"Calgary Int'L CS","02-May-2012 07:00","0.000","2.691","2.693","1.991","99.210","","","","","","18.000","","51.389","","","0.195","2.231","","2.691"
"Calgary Int'L CS","02-May-2012 08:00","0.000","3.221","3.221","2.678","99.600","","","","","","18.000","","50.834","","","0.961","2.893","","3.221"
"Calgary Int'L CS","02-May-2012 09:00","0.000","3.353","3.462","3.167","97.900","","","","","","18.000","","88.334","","","0.872","3.015","","3.353"
"Calgary Int'L CS","02-May-2012 10:00","0.000","4.078","4.133","3.284","92.000","","","","","","18.000","","181.113","","","0.650","2.531","","4.078"
"Calgary Int'L CS","02-May-2012 11:00","0.000","3.306","4.159","3.254","90.200","","","","","","18.000","","158.612","","","0.408","2.251","","3.306"
