"Station Name","Date (Local Standard Time)","Precip. (mm)","Air Temp. Inst. (°C)","Air Temp. Max. (°C)","Air Temp. Min. (°C)","Humidity Inst. (%)","Humidity Ave. (%)","Wind Speed 10 m Inst. (km/h)","Wind Dir. 10 m Inst. (°)","Wind Speed 10 m Ave. (km/h)","Wind Dir. 10 m Ave. (°)","Precip. Accumulated (mm)","Air Temp. Ave. (°C)","Incoming Solar Rad. (W/m2)","Peak Wind Speed 10 m (km/h)","Wind Dir. Peak 10 m (°)","Snow Depth (cm)","Est. Dew Point Temp. (°C)","Wind Chill (°C)","Humidex (°C)"
"Calgary Int'L CS","01-January-2015 00:00","0.000","-4.722","-3.671","-5.351","68.980","","","","","","0.000","-4.410","0.000","","","2.220","-9.328","","-4.722"
"Calgary Int'L CS","01-January-2015 01:00","0.000","-3.478","-2.986","-4.714","66.770","","","","","","0.000","-3.619","0.000","","","2.186","-9.110","","-3.478"
"Calgary Int'L CS","01-January-2015 02:00","0.000","-1.871","0.080","-3.531","62.620","","","","","","0.000","-1.230","0.000","","","1.819","-7.909","","-1.871"
"Calgary Int'L CS","01-January-2015 03:00","0.000","-1.821","1.438","-2.538","69.930","","","","","","0.000","-1.380","0.000","","","2.376","-5.351","","-1.821"
"Calgary Int'L CS","01-January-2015 04:00","0.000","-0.552","-0.552","-2.234","65.240","","","","","","0.000","-1.566","0.000","","","2.463","-7.063","","-0.552"
"Calgary Int'L CS","01-January-2015 05:00","0.000","-0.785","-0.516","-1.407","69.070","","","","","","0.000","-0.983","0.000","","","2.523","-5.908","","-0.785"
"Calgary Int'L CS","01-January-2015 06:00","0.000","-1.844","-0.513","-1.957","71.000","","","","","","0.000","-1.191","0.000","","","2.492","-5.810","","-1.844"
"Calgary Int'L CS","01-January-2015 07:00","0.000","-3.108","-1.799","-3.108","69.770","","","","","","0.000","-2.510","0.000","","","2.456","-7.208","","-3.108"
"Calgary Int'L CS","01-January-2015 08:00","0.000","-4.079","-3.113","-4.112","70.700","","","","","","0.000","-3.748","0.000","","","2.508","-8.151","","-4.079"
"Calgary Int'L CS","01-January-2015 09:00","0.000","-2.944","-2.893","-4.071","74.400","","","","","","0.000","-3.603","2.120","","","2.528","-7.368","","-2.944"
"Calgary Int'L CS","01-January-2015 10:00","0.000","-2.200","-2.197","-2.964","71.900","","","","","","0.000","-2.700","20.340","","","2.532","-6.941","","-2.200"
"Calgary Int'L CS","01-January-2015 11:00","0.000","-2.051","-2.051","-2.809","73.700","","","","","","0.000","-2.532","68.440","","","2.569","-6.474","","-2.051"
"Calgary Int'L CS","01-January-2015 12:00","0.000","0.941","0.955","-2.123","76.800","","","","","","0.000","-1.006","97.980","","","2.328","-4.145","","0.941"
"Calgary Int'L CS","01-January-2015 13:00","0.000","-0.432","1.190","-1.032","77.700","","","","","","0.000","-0.381","134.380","","","2.218","-3.346","","-0.432"
"Calgary Int'L CS","01-January-2015 14:00","0.000","-0.046","-0.012","-0.427","71.800","","","","","","0.000","-0.157","124.590","","","2.160","-4.685","","-0.046"
"Calgary Int'L CS","01-January-2015 15:00","0.000","0.770","0.770","-0.044","75.300","","","","","","0.000","0.446","67.580","","","2.130","-3.490","","0.770"
"Calgary Int'L CS","01-January-2015 16:00","0.000","0.437","1.052","0.416","76.400","","","","","","0.000","0.773","53.690","","","1.874","-2.937","","0.437"
"Calgary Int'L CS","01-January-2015 17:00","0.000","-0.800","0.457","-0.893","69.560","","","","","","0.000","-0.389","19.050","","","1.618","-5.102","","-0.800"
"Calgary Int'L CS","01-January-2015 18:00","0.000","-2.425","-0.818","-2.538","78.500","","","","","","0.000","-2.099","0.070","","","1.764","-4.918","","-2.425"
"Calgary Int'L CS","01-January-2015 19:00","0.000","-3.281","-2.432","-4.047","85.000","","","","","","0.000","-3.351","0.000","","","2.012","-5.396","","-3.281"
"Calgary Int'L CS","01-January-2015 20:00","0.000","-4.751","-2.949","-5.237","86.700","","","","","","0.000","-3.888","0.000","","","1.783","-5.975","","-4.751"
"Calgary Int'L CS","01-January-2015 21:00","0.000","-4.991","-4.070","-5.213","87.400","","","","","","0.000","-4.657","0.000","","","1.894","-6.410","","-4.991"
"Calgary Int'L CS","01-January-2015 22:00","0.000","-3.717","-3.421","-4.981","85.300","","","","","","0.000","-3.819","0.000","","","1.901","-6.294","","-3.717"
"Calgary Int'L CS","01-January-2015 23:00","0.000","-4.986","-3.421","-5.004","87.900","","","","","","0.000","-3.815","0.000","","","1.562","-5.913","","-4.986"
"Calgary Int'L CS","02-January-2015 00:00","0.000","-4.706","-3.564","-5.846","94.500","","","","","","0.000","-4.830","0.000","","","1.918","-5.451","","-4.706"
"Calgary Int'L CS","02-January-2015 01:00","0.000","-5.935","-4.442","-5.936","94.800","","","","","","0.000","-5.149","0.000","","","1.828","-5.890","","-5.935"
"Calgary Int'L CS","02-January-2015 02:00","0.000","-4.207","-2.946","-6.189","93.500","","","","","","0.000","-4.563","0.000","","","1.892","-5.454","","-4.207"
"Calgary Int'L CS","02-January-2015 03:00","0.000","-4.966","-3.933","-5.096","93.600","","","","","","0.000","-4.535","0.000","","","1.968","-5.387","","-4.966"
"Calgary Int'L CS","02-January-2015 04:00","0.000","-5.259","-4.952","-6.031","95.600","","","","","","0.000","-5.531","0.000","","","2.040","-6.081","","-5.259"
"Calgary Int'L CS","02-January-2015 05:00","0.000","-7.720","-5.263","-7.720","92.200","","","","","","0.000","-6.303","0.000","","","1.870","-7.544","","-7.720"
"Calgary Int'L CS","02-January-2015 06:00","0.000","-5.568","-5.568","-8.220","96.200","","","","","","0.000","-7.280","0.000","","","2.064","-7.396","","-5.568"
"Calgary Int'L CS","02-January-2015 07:00","0.000","-4.551","-4.526","-5.566","96.800","","","","","","0.000","-4.994","0.000","","","1.995","-5.474","","-4.551"
"Calgary Int'L CS","02-January-2015 08:00","0.000","-4.004","-4.004","-4.549","96.800","","","","","","0.000","-4.276","0.000","","","2.014","-4.707","","-4.004"
"Calgary Int'L CS","02-January-2015 09:00","0.000","-5.305","-3.725","-5.305","95.600","","","","","","0.000","-4.139","0.910","","","1.691","-5.110","","-5.305"
"Calgary Int'L CS","02-January-2015 10:00","0.000","-6.136","-5.323","-6.731","94.600","","","","","","0.000","-6.318","22.170","","","1.823","-6.751","","-6.136"
"Calgary Int'L CS","02-January-2015 11:00","0.000","-8.800","-6.092","-8.800","92.900","","","","","","0.000","-7.420","27.290","","","1.888","-8.393","","-8.800"
