date,home_team,home_team_score,away_team,away_team_score,game_type,season
2015-11-08,Detroit Red Wings,1,Dallas Stars,4,R,20152016
2015-11-08,New Jersey Devils,4,Vancouver Canucks,3,R,20152016
2015-11-08,New York Islanders,1,Boston Bruins,2,R,20152016
2015-11-08,Chicago Blackhawks,4,Edmonton Oilers,2,R,20152016
2015-11-09,Anaheim Ducks,3,Arizona Coyotes,4,R,20152016
2015-11-10,New Jersey Devils,0,St. Louis Blues,2,R,20152016
2015-11-10,New York Rangers,3,Carolina Hurricanes,0,R,20152016
2015-11-10,Philadelphia Flyers,0,Colorado Avalanche,4,R,20152016
2015-11-10,Columbus Blue Jackets,3,Vancouver Canucks,5,R,20152016
2015-11-10,Detroit Red Wings,1,Washington Capitals,0,R,20152016
2015-11-10,Tampa Bay Lightning,1,Buffalo Sabres,4,R,20152016
2015-11-10,Florida Panthers,4,Calgary Flames,3,R,20152016
2015-11-10,Nashville Predators,7,Ottawa Senators,5,R,20152016
2015-11-10,Minnesota Wild,5,Winnipeg Jets,3,R,20152016
2015-11-10,Dallas Stars,2,Toronto Maple Leafs,3,R,20152016
2015-11-10,Los Angeles Kings,2,Arizona Coyotes,3,R,20152016
2015-11-10,San Jose Sharks,2,New York Islanders,4,R,20152016
2015-11-11,Pittsburgh Penguins,4,Montréal Canadiens,3,R,20152016
2015-11-11,Anaheim Ducks,3,Edmonton Oilers,4,R,20152016
2015-11-12,Boston Bruins,2,Colorado Avalanche,3,R,20152016
2015-11-12,New York Rangers,6,St. Louis Blues,3,R,20152016
2015-11-12,Philadelphia Flyers,2,Washington Capitals,5,R,20152016
2015-11-12,Carolina Hurricanes,2,Minnesota Wild,3,R,20152016
2015-11-12,Ottawa Senators,3,Vancouver Canucks,2,R,20152016
2015-11-12,Tampa Bay Lightning,3,Calgary Flames,1,R,20152016
2015-11-12,Florida Panthers,2,Buffalo Sabres,3,R,20152016
2015-11-12,Nashville Predators,1,Toronto Maple Leafs,2,R,20152016
2015-11-12,Chicago Blackhawks,2,New Jersey Devils,3,R,20152016
2015-11-12,Dallas Stars,6,Winnipeg Jets,3,R,20152016
2015-11-12,Arizona Coyotes,4,Edmonton Oilers,1,R,20152016
2015-11-12,Los Angeles Kings,2,New York Islanders,1,R,20152016
2015-11-13,Pittsburgh Penguins,1,Columbus Blue Jackets,2,R,20152016
2015-11-13,Washington Capitals,2,Calgary Flames,3,R,20152016
2015-11-13,Detroit Red Wings,2,San Jose Sharks,3,R,20152016
2015-11-13,Anaheim Ducks,1,New York Islanders,4,R,20152016
2015-11-14,Ottawa Senators,1,New York Rangers,2,R,20152016
2015-11-14,Nashville Predators,7,Winnipeg Jets,0,R,20152016
2015-11-14,Boston Bruins,3,Detroit Red Wings,1,R,20152016
2015-11-14,Buffalo Sabres,1,San Jose Sharks,2,R,20152016
2015-11-14,Toronto Maple Leafs,4,Vancouver Canucks,2,R,20152016
2015-11-14,Montréal Canadiens,1,Colorado Avalanche,6,R,20152016
2015-11-14,Tampa Bay Lightning,4,Florida Panthers,5,R,20152016
2015-11-14,New Jersey Devils,4,Pittsburgh Penguins,0,R,20152016
2015-11-14,Carolina Hurricanes,2,Philadelphia Flyers,3,R,20152016
2015-11-14,Columbus Blue Jackets,5,Arizona Coyotes,2,R,20152016
2015-11-14,St. Louis Blues,2,Chicago Blackhawks,4,R,20152016
2015-11-14,Dallas Stars,3,Minnesota Wild,2,R,20152016
2015-11-14,Los Angeles Kings,4,Edmonton Oilers,3,R,20152016
2015-11-15,New York Rangers,4,Toronto Maple Leafs,3,R,20152016
2015-11-15,Chicago Blackhawks,4,Calgary Flames,1,R,20152016
2015-11-16,New York Islanders,5,Arizona Coyotes,2,R,20152016
2015-11-16,Carolina Hurricanes,1,Anaheim Ducks,4,R,20152016
2015-11-16,Montréal Canadiens,4,Vancouver Canucks,3,R,20152016
2015-11-16,Ottawa Senators,3,Detroit Red Wings,4,R,20152016
2015-11-16,Florida Panthers,1,Tampa Bay Lightning,0,R,20152016
2015-11-16,St. Louis Blues,3,Winnipeg Jets,2,R,20152016
2015-11-17,Boston Bruins,4,San Jose Sharks,5,R,20152016
2015-11-17,Buffalo Sabres,1,Dallas Stars,3,R,20152016
2015-11-17,Philadelphia Flyers,2,Los Angeles Kings,3,R,20152016
2015-11-17,Columbus Blue Jackets,3,St. Louis Blues,1,R,20152016
2015-11-17,Pittsburgh Penguins,4,Minnesota Wild,3,R,20152016
2015-11-17,Toronto Maple Leafs,5,Colorado Avalanche,1,R,20152016
2015-11-17,Nashville Predators,3,Anaheim Ducks,2,R,20152016
2015-11-17,Calgary Flames,3,New Jersey Devils,2,R,20152016
2015-11-18,Winnipeg Jets,4,Vancouver Canucks,1,R,20152016
2015-11-18,Detroit Red Wings,1,Washington Capitals,2,R,20152016
2015-11-18,Edmonton Oilers,3,Chicago Blackhawks,4,R,20152016
2015-11-19,Boston Bruins,4,Minnesota Wild,2,R,20152016
2015-11-19,Philadelphia Flyers,0,San Jose Sharks,1,R,20152016
2015-11-19,Pittsburgh Penguins,4,Colorado Avalanche,3,R,20152016
2015-11-19,Washington Capitals,2,Dallas Stars,3,R,20152016
2015-11-19,Montréal Canadiens,2,Arizona Coyotes,3,R,20152016
2015-11-19,Ottawa Senators,3,Columbus Blue Jackets,0,R,20152016
2015-11-19,Tampa Bay Lightning,2,New York Rangers,1,R,20152016
2015-11-19,Florida Panthers,1,Anaheim Ducks,3,R,20152016
2015-11-19,St. Louis Blues,3,Buffalo Sabres,2,R,20152016
2015-11-20,Carolina Hurricanes,1,Toronto Maple Leafs,2,R,20152016
2015-11-20,Columbus Blue Jackets,4,Nashville Predators,0,R,20152016
2015-11-20,Detroit Red Wings,3,Los Angeles Kings,2,R,20152016
2015-11-20,New York Islanders,3,Montréal Canadiens,5,R,20152016
2015-11-20,Calgary Flames,2,Chicago Blackhawks,1,R,20152016
2015-11-20,Edmonton Oilers,5,New Jersey Devils,1,R,20152016
2015-11-21,Winnipeg Jets,3,Arizona Coyotes,2,R,20152016
2015-11-21,Boston Bruins,2,Toronto Maple Leafs,0,R,20152016
2015-11-21,Ottawa Senators,4,Philadelphia Flyers,0,R,20152016
2015-11-21,Tampa Bay Lightning,5,Anaheim Ducks,0,R,20152016
2015-11-21,Florida Panthers,4,New York Rangers,5,R,20152016
2015-11-21,Pittsburgh Penguins,1,San Jose Sharks,3,R,20152016
2015-11-21,Washington Capitals,7,Colorado Avalanche,3,R,20152016
2015-11-21,St. Louis Blues,3,Detroit Red Wings,4,R,20152016
2015-11-21,Dallas Stars,3,Buffalo Sabres,0,R,20152016
2015-11-21,Minnesota Wild,4,Nashville Predators,0,R,20152016
2015-11-21,Vancouver Canucks,6,Chicago Blackhawks,3,R,20152016
2015-11-22,Carolina Hurricanes,4,Los Angeles Kings,3,R,20152016
2015-11-22,Columbus Blue Jackets,3,San Jose Sharks,5,R,20152016
2015-11-22,Montréal Canadiens,4,New York Islanders,2,R,20152016
2015-11-22,Vancouver Canucks,2,New Jersey Devils,3,R,20152016
2015-11-23,Buffalo Sabres,1,St. Louis Blues,2,R,20152016
2015-11-23,New York Rangers,3,Nashville Predators,0,R,20152016
2015-11-23,Philadelphia Flyers,3,Carolina Hurricanes,2,R,20152016
2015-11-23,Washington Capitals,1,Edmonton Oilers,0,R,20152016
2015-11-23,Toronto Maple Leafs,3,Boston Bruins,4,R,20152016
2015-11-23,Florida Panthers,1,Los Angeles Kings,3,R,20152016
2015-11-23,Winnipeg Jets,1,Colorado Avalanche,4,R,20152016
2015-11-24,Dallas Stars,4,Ottawa Senators,7,R,20152016
2015-11-24,Anaheim Ducks,5,Calgary Flames,3,R,20152016
2015-11-25,Minnesota Wild,2,Vancouver Canucks,3,R,20152016
2015-11-25,Buffalo Sabres,2,Nashville Predators,3,R,20152016
2015-11-25,New Jersey Devils,1,Columbus Blue Jackets,2,R,20152016
2015-11-25,New York Rangers,1,Montréal Canadiens,5,R,20152016
2015-11-25,Pittsburgh Penguins,4,St. Louis Blues,3,R,20152016
2015-11-25,Washington Capitals,5,Winnipeg Jets,3,R,20152016
2015-11-25,Carolina Hurricanes,4,Edmonton Oilers,1,R,20152016
2015-11-25,New York Islanders,3,Philadelphia Flyers,1,R,20152016
2015-11-25,Detroit Red Wings,2,Boston Bruins,3,R,20152016
2015-11-25,Tampa Bay Lightning,2,Los Angeles Kings,1,R,20152016
2015-11-25,Arizona Coyotes,4,Anaheim Ducks,2,R,20152016
2015-11-25,Colorado Avalanche,3,Ottawa Senators,5,R,20152016
2015-11-25,San Jose Sharks,2,Chicago Blackhawks,5,R,20152016
2015-11-27,Boston Bruins,4,New York Rangers,3,R,20152016
2015-11-27,Philadelphia Flyers,3,Nashville Predators,2,R,20152016
2015-11-27,Minnesota Wild,1,Winnipeg Jets,3,R,20152016
2015-11-27,Anaheim Ducks,2,Chicago Blackhawks,3,R,20152016
2015-11-27,Washington Capitals,4,Tampa Bay Lightning,2,R,20152016
2015-11-27,Buffalo Sabres,4,Carolina Hurricanes,1,R,20152016
2015-11-27,New Jersey Devils,2,Montréal Canadiens,3,R,20152016
2015-11-27,Columbus Blue Jackets,2,Pittsburgh Penguins,1,R,20152016
2015-11-27,Detroit Red Wings,4,Edmonton Oilers,3,R,20152016
2015-11-27,Florida Panthers,3,New York Islanders,2,R,20152016
2015-11-27,Dallas Stars,3,Vancouver Canucks,2,R,20152016
2015-11-27,Arizona Coyotes,2,Calgary Flames,1,R,20152016
2015-11-28,New York Rangers,0,Philadelphia Flyers,3,R,20152016
2015-11-28,Toronto Maple Leafs,2,Washington Capitals,4,R,20152016
2015-11-28,Montréal Canadiens,2,New Jersey Devils,3,R,20152016
2015-11-28,Tampa Bay Lightning,2,New York Islanders,3,R,20152016
2015-11-28,Pittsburgh Penguins,2,Edmonton Oilers,3,R,20152016
2015-11-28,St. Louis Blues,3,Columbus Blue Jackets,1,R,20152016
2015-11-28,Nashville Predators,1,Buffalo Sabres,4,R,20152016
2015-11-28,Minnesota Wild,3,Dallas Stars,4,R,20152016
2015-11-28,San Jose Sharks,5,Calgary Flames,2,R,20152016
2015-11-28,Colorado Avalanche,5,Winnipeg Jets,3,R,20152016
2015-11-28,Arizona Coyotes,4,Ottawa Senators,3,R,20152016
2015-11-28,Los Angeles Kings,3,Chicago Blackhawks,2,R,20152016
2015-11-29,Detroit Red Wings,1,Florida Panthers,2,R,20152016
2015-11-30,New York Islanders,5,Colorado Avalanche,3,R,20152016
2015-11-30,New York Rangers,4,Carolina Hurricanes,3,R,20152016
2015-11-30,Toronto Maple Leafs,3,Edmonton Oilers,0,R,20152016
2015-11-30,Anaheim Ducks,4,Vancouver Canucks,0,R,20152016
2015-12-01,New Jersey Devils,1,Colorado Avalanche,2,R,20152016
2015-12-01,Montréal Canadiens,2,Columbus Blue Jackets,1,R,20152016
2015-12-01,Ottawa Senators,2,Philadelphia Flyers,4,R,20152016
2015-12-01,Detroit Red Wings,5,Buffalo Sabres,4,R,20152016
2015-12-01,St. Louis Blues,1,Florida Panthers,3,R,20152016
2015-12-01,Nashville Predators,5,Arizona Coyotes,2,R,20152016
2015-12-01,Chicago Blackhawks,1,Minnesota Wild,2,R,20152016
2015-12-01,Calgary Flames,4,Dallas Stars,3,R,20152016
2015-12-01,Los Angeles Kings,2,Vancouver Canucks,1,R,20152016
2015-12-01,San Jose Sharks,1,Pittsburgh Penguins,5,R,20152016
2015-12-02,Winnipeg Jets,6,Toronto Maple Leafs,1,R,20152016
2015-12-02,New York Islanders,2,New York Rangers,1,R,20152016
2015-12-02,Edmonton Oilers,3,Boston Bruins,2,R,20152016
2015-12-02,Anaheim Ducks,1,Tampa Bay Lightning,2,R,20152016
2015-12-03,New York Rangers,1,Colorado Avalanche,2,R,20152016
2015-12-03,Carolina Hurricanes,1,New Jersey Devils,5,R,20152016
2015-12-03,Montréal Canadiens,2,Washington Capitals,3,R,20152016
2015-12-03,Ottawa Senators,4,Chicago Blackhawks,3,R,20152016
2015-12-03,Detroit Red Wings,5,Arizona Coyotes,1,R,20152016
2015-12-03,Nashville Predators,1,Florida Panthers,2,R,20152016
2015-12-03,Minnesota Wild,1,Toronto Maple Leafs,0,R,20152016
2015-12-03,Vancouver Canucks,2,Dallas Stars,4,R,20152016
2015-12-04,Buffalo Sabres,5,Arizona Coyotes,2,R,20152016
2015-12-04,New Jersey Devils,3,Philadelphia Flyers,4,R,20152016
2015-12-04,Columbus Blue Jackets,1,Florida Panthers,2,R,20152016
2015-12-04,New York Islanders,2,St. Louis Blues,1,R,20152016
2015-12-04,Calgary Flames,5,Boston Bruins,4,R,20152016
2015-12-04,Edmonton Oilers,2,Dallas Stars,1,R,20152016
2015-12-04,Anaheim Ducks,1,San Jose Sharks,0,R,20152016
2015-12-05,Winnipeg Jets,2,Washington Capitals,1,R,20152016
2015-12-05,Los Angeles Kings,5,Pittsburgh Penguins,3,R,20152016
2015-12-05,St. Louis Blues,1,Toronto Maple Leafs,4,R,20152016
2015-12-05,Ottawa Senators,3,New York Islanders,2,R,20152016
2015-12-05,Detroit Red Wings,5,Nashville Predators,4,R,20152016
2015-12-05,Carolina Hurricanes,3,Montréal Canadiens,2,R,20152016
2015-12-05,Philadelphia Flyers,1,Columbus Blue Jackets,4,R,20152016
2015-12-05,Minnesota Wild,3,Colorado Avalanche,0,R,20152016
2015-12-05,Vancouver Canucks,0,Boston Bruins,4,R,20152016
2015-12-05,San Jose Sharks,3,Tampa Bay Lightning,4,R,20152016
2015-12-06,Chicago Blackhawks,3,Winnipeg Jets,1,R,20152016
2015-12-06,Carolina Hurricanes,5,Arizona Coyotes,4,R,20152016
2015-12-06,New Jersey Devils,4,Florida Panthers,2,R,20152016
2015-12-06,New York Rangers,4,Ottawa Senators,1,R,20152016
2015-12-06,Anaheim Ducks,2,Pittsburgh Penguins,1,R,20152016
2015-12-06,Edmonton Oilers,4,Buffalo Sabres,2,R,20152016
2015-12-06,Los Angeles Kings,3,Tampa Bay Lightning,1,R,20152016
2015-12-07,Boston Bruins,2,Nashville Predators,3,R,20152016
2015-12-07,Colorado Avalanche,2,Minnesota Wild,1,R,20152016
2015-12-07,Vancouver Canucks,5,Buffalo Sabres,2,R,20152016
2015-12-08,Philadelphia Flyers,3,New York Islanders,4,R,20152016
2015-12-08,Columbus Blue Jackets,2,Los Angeles Kings,3,R,20152016
2015-12-08,Washington Capitals,3,Detroit Red Wings,2,R,20152016
2015-12-08,Toronto Maple Leafs,3,New Jersey Devils,2,R,20152016
2015-12-08,Florida Panthers,2,Ottawa Senators,4,R,20152016
2015-12-08,St. Louis Blues,4,Arizona Coyotes,1,R,20152016
2015-12-08,Chicago Blackhawks,4,Nashville Predators,1,R,20152016
2015-12-08,Dallas Stars,6,Carolina Hurricanes,5,R,20152016
2015-12-08,Calgary Flames,4,San Jose Sharks,2,R,20152016
2015-12-09,Montréal Canadiens,1,Boston Bruins,3,R,20152016
2015-12-09,Edmonton Oilers,4,San Jose Sharks,3,R,20152016
2015-12-09,Vancouver Canucks,2,New York Rangers,1,R,20152016
2015-12-09,Colorado Avalanche,2,Pittsburgh Penguins,4,R,20152016
2015-12-10,Detroit Red Wings,3,Montréal Canadiens,2,R,20152016
2015-12-10,Tampa Bay Lightning,4,Ottawa Senators,1,R,20152016
2015-12-10,Florida Panthers,4,Washington Capitals,1,R,20152016
2015-12-10,St. Louis Blues,2,Philadelphia Flyers,4,R,20152016
2015-12-10,Nashville Predators,5,Chicago Blackhawks,1,R,20152016
2015-12-10,Winnipeg Jets,6,Columbus Blue Jackets,4,R,20152016
2015-12-10,Calgary Flames,4,Buffalo Sabres,3,R,20152016
2015-12-11,New Jersey Devils,3,Detroit Red Wings,2,R,20152016
2015-12-11,Pittsburgh Penguins,2,Los Angeles Kings,3,R,20152016
2015-12-11,Chicago Blackhawks,2,Winnipeg Jets,0,R,20152016
2015-12-11,Dallas Stars,3,Philadelphia Flyers,1,R,20152016
2015-12-11,Arizona Coyotes,2,Minnesota Wild,1,R,20152016
2015-12-11,Edmonton Oilers,7,New York Rangers,5,R,20152016
2015-12-11,Anaheim Ducks,1,Carolina Hurricanes,5,R,20152016
2015-12-12,Boston Bruins,3,Florida Panthers,1,R,20152016
2015-12-12,Buffalo Sabres,2,Los Angeles Kings,1,R,20152016
2015-12-12,Montréal Canadiens,3,Ottawa Senators,1,R,20152016
2015-12-12,Tampa Bay Lightning,1,Washington Capitals,2,R,20152016
2015-12-12,Columbus Blue Jackets,2,New York Islanders,3,R,20152016
2015-12-12,St. Louis Blues,3,Dallas Stars,0,R,20152016
2015-12-12,Nashville Predators,2,Colorado Avalanche,3,R,20152016
2015-12-12,Arizona Coyotes,4,Carolina Hurricanes,5,R,20152016
2015-12-12,Calgary Flames,5,New York Rangers,4,R,20152016
2015-12-12,San Jose Sharks,0,Minnesota Wild,2,R,20152016
2015-12-13,New York Islanders,4,New Jersey Devils,0,R,20152016
2015-12-13,St. Louis Blues,1,Colorado Avalanche,3,R,20152016
2015-12-13,Chicago Blackhawks,4,Vancouver Canucks,0,R,20152016
2015-12-14,Boston Bruins,2,Edmonton Oilers,3,R,20152016
2015-12-14,Pittsburgh Penguins,1,Washington Capitals,4,R,20152016
2015-12-14,Columbus Blue Jackets,1,Tampa Bay Lightning,2,R,20152016
2015-12-14,Ottawa Senators,5,Los Angeles Kings,3,R,20152016
2015-12-14,Detroit Red Wings,1,Buffalo Sabres,2,R,20152016
2015-12-15,Buffalo Sabres,0,New Jersey Devils,2,R,20152016
2015-12-15,New York Islanders,1,Florida Panthers,5,R,20152016
2015-12-15,New York Rangers,4,Edmonton Oilers,2,R,20152016
2015-12-15,Philadelphia Flyers,4,Carolina Hurricanes,3,R,20152016
2015-12-15,Toronto Maple Leafs,4,Tampa Bay Lightning,5,R,20152016
2015-12-15,Montréal Canadiens,1,San Jose Sharks,3,R,20152016
2015-12-15,Nashville Predators,1,Calgary Flames,2,R,20152016
2015-12-15,Minnesota Wild,6,Vancouver Canucks,2,R,20152016
2015-12-15,Winnipeg Jets,3,St. Louis Blues,4,R,20152016
2015-12-15,Chicago Blackhawks,0,Colorado Avalanche,3,R,20152016
2015-12-15,Dallas Stars,5,Columbus Blue Jackets,1,R,20152016
2015-12-16,Washington Capitals,2,Ottawa Senators,1,R,20152016
2015-12-16,Boston Bruins,3,Pittsburgh Penguins,0,R,20152016
2015-12-17,Buffalo Sabres,3,Anaheim Ducks,0,R,20152016
2015-12-17,New Jersey Devils,1,Florida Panthers,5,R,20152016
2015-12-17,Philadelphia Flyers,2,Vancouver Canucks,0,R,20152016
2015-12-17,Toronto Maple Leafs,4,San Jose Sharks,5,R,20152016
2015-12-17,Montréal Canadiens,0,Los Angeles Kings,3,R,20152016
2015-12-17,St. Louis Blues,2,Nashville Predators,1,R,20152016
2015-12-17,Minnesota Wild,5,New York Rangers,2,R,20152016
2015-12-17,Chicago Blackhawks,4,Edmonton Oilers,0,R,20152016
2015-12-17,Dallas Stars,1,Calgary Flames,3,R,20152016
2015-12-17,Colorado Avalanche,2,New York Islanders,1,R,20152016
2015-12-17,Arizona Coyotes,5,Columbus Blue Jackets,7,R,20152016
2015-12-18,Pittsburgh Penguins,2,Boston Bruins,6,R,20152016
2015-12-18,Washington Capitals,5,Tampa Bay Lightning,3,R,20152016
2015-12-18,Carolina Hurricanes,0,Florida Panthers,2,R,20152016
2015-12-18,Ottawa Senators,4,San Jose Sharks,2,R,20152016
2015-12-18,Detroit Red Wings,3,Vancouver Canucks,4,R,20152016
2015-12-18,Winnipeg Jets,5,New York Rangers,2,R,20152016
2015-12-19,Buffalo Sabres,2,Chicago Blackhawks,3,R,20152016
2015-12-19,St. Louis Blues,3,Calgary Flames,2,R,20152016
2015-12-19,Dallas Stars,6,Montréal Canadiens,2,R,20152016
2015-12-19,Toronto Maple Leafs,5,Los Angeles Kings,0,R,20152016
2015-12-19,New Jersey Devils,1,Anaheim Ducks,2,R,20152016
2015-12-19,Pittsburgh Penguins,1,Carolina Hurricanes,2,R,20152016
2015-12-19,Columbus Blue Jackets,3,Philadelphia Flyers,2,R,20152016
2015-12-19,Nashville Predators,3,Minnesota Wild,2,R,20152016
2015-12-19,Arizona Coyotes,1,New York Islanders,0,R,20152016
2015-12-19,Colorado Avalanche,5,Edmonton Oilers,1,R,20152016
2015-12-20,Florida Panthers,5,Vancouver Canucks,4,R,20152016
2015-12-20,Boston Bruins,2,New Jersey Devils,1,R,20152016
2015-12-20,Tampa Bay Lightning,5,Ottawa Senators,2,R,20152016
2015-12-20,Chicago Blackhawks,4,San Jose Sharks,3,R,20152016
2015-12-20,Detroit Red Wings,4,Calgary Flames,2,R,20152016
2015-12-20,New York Rangers,3,Washington Capitals,7,R,20152016
2015-12-21,New York Islanders,5,Anaheim Ducks,2,R,20152016
2015-12-21,Philadelphia Flyers,4,St. Louis Blues,3,R,20152016
2015-12-21,Pittsburgh Penguins,5,Columbus Blue Jackets,2,R,20152016
2015-12-21,Carolina Hurricanes,1,Washington Capitals,2,R,20152016
2015-12-21,Nashville Predators,5,Montréal Canadiens,1,R,20152016
2015-12-21,Minnesota Wild,3,Dallas Stars,6,R,20152016
2015-12-21,Colorado Avalanche,4,Toronto Maple Leafs,7,R,20152016
2015-12-21,Edmonton Oilers,3,Winnipeg Jets,1,R,20152016
2015-12-22,Boston Bruins,0,St. Louis Blues,2,R,20152016
2015-12-22,New York Rangers,3,Anaheim Ducks,2,R,20152016
2015-12-22,Detroit Red Wings,3,New Jersey Devils,4,R,20152016
2015-12-22,Tampa Bay Lightning,1,Vancouver Canucks,2,R,20152016
2015-12-22,Florida Panthers,2,Ottawa Senators,1,R,20152016
2015-12-22,Minnesota Wild,2,Montréal Canadiens,1,R,20152016
2015-12-22,Dallas Stars,4,Chicago Blackhawks,0,R,20152016
2015-12-22,Calgary Flames,4,Winnipeg Jets,1,R,20152016
2015-12-22,Arizona Coyotes,3,Toronto Maple Leafs,2,R,20152016
2015-12-22,Los Angeles Kings,3,San Jose Sharks,5,R,20152016
2015-12-26,Boston Bruins,3,Buffalo Sabres,6,R,20152016
2015-12-26,Tampa Bay Lightning,5,Columbus Blue Jackets,2,R,20152016
2015-12-26,Washington Capitals,3,Montréal Canadiens,1,R,20152016
2015-12-26,Carolina Hurricanes,3,New Jersey Devils,1,R,20152016
2015-12-26,St. Louis Blues,3,Dallas Stars,2,R,20152016
2015-12-26,Nashville Predators,2,Detroit Red Wings,3,R,20152016
2015-12-26,Minnesota Wild,1,Pittsburgh Penguins,3,R,20152016
2015-12-26,Arizona Coyotes,3,Los Angeles Kings,4,R,20152016
2015-12-26,Vancouver Canucks,2,Edmonton Oilers,1,R,20152016
2015-12-27,Ottawa Senators,3,Boston Bruins,1,R,20152016
2015-12-27,Dallas Stars,3,St. Louis Blues,0,R,20152016
2015-12-27,Florida Panthers,3,Columbus Blue Jackets,2,R,20152016
2015-12-27,New York Islanders,1,Toronto Maple Leafs,3,R,20152016
2015-12-27,Chicago Blackhawks,1,Carolina Hurricanes,2,R,20152016
2015-12-27,Anaheim Ducks,4,Philadelphia Flyers,2,R,20152016
2015-12-27,Colorado Avalanche,1,Arizona Coyotes,2,R,20152016
2015-12-27,Winnipeg Jets,1,Pittsburgh Penguins,0,R,20152016
2015-12-27,Calgary Flames,5,Edmonton Oilers,3,R,20152016
2015-12-28,Buffalo Sabres,0,Washington Capitals,2,R,20152016
2015-12-28,Tampa Bay Lightning,3,Montréal Canadiens,4,R,20152016
2015-12-28,Nashville Predators,5,New York Rangers,3,R,20152016
2015-12-28,Minnesota Wild,3,Detroit Red Wings,1,R,20152016
2015-12-28,Vancouver Canucks,0,Los Angeles Kings,5,R,20152016
2015-12-28,San Jose Sharks,3,Colorado Avalanche,6,R,20152016
2015-12-29,Boston Bruins,7,Ottawa Senators,3,R,20152016
2015-12-29,Toronto Maple Leafs,3,New York Islanders,6,R,20152016
2015-12-29,New Jersey Devils,3,Carolina Hurricanes,2,R,20152016
2015-12-29,Columbus Blue Jackets,6,Dallas Stars,3,R,20152016
2015-12-29,Florida Panthers,3,Montréal Canadiens,1,R,20152016
2015-12-29,St. Louis Blues,4,Nashville Predators,3,R,20152016
2015-12-29,Winnipeg Jets,4,Detroit Red Wings,1,R,20152016
2015-12-29,Calgary Flames,0,Anaheim Ducks,1,R,20152016
2015-12-29,Edmonton Oilers,2,Los Angeles Kings,5,R,20152016
2015-12-29,Arizona Coyotes,5,Chicago Blackhawks,7,R,20152016
2015-12-30,Pittsburgh Penguins,2,Toronto Maple Leafs,3,R,20152016
2015-12-30,Washington Capitals,5,Buffalo Sabres,2,R,20152016
2015-12-30,Ottawa Senators,0,New Jersey Devils,3,R,20152016
2015-12-30,Tampa Bay Lightning,2,New York Rangers,5,R,20152016
2015-12-30,San Jose Sharks,4,Philadelphia Flyers,2,R,20152016
2015-12-31,Buffalo Sabres,1,New York Islanders,2,R,20152016
2015-12-31,Detroit Red Wings,2,Pittsburgh Penguins,5,R,20152016
2015-12-31,Carolina Hurricanes,4,Washington Capitals,2,R,20152016
2015-12-31,Colorado Avalanche,3,Chicago Blackhawks,4,R,20152016
2015-12-31,St. Louis Blues,1,Minnesota Wild,3,R,20152016
2015-12-31,Dallas Stars,5,Nashville Predators,1,R,20152016
2015-12-31,Calgary Flames,1,Los Angeles Kings,4,R,20152016
2015-12-31,Edmonton Oilers,0,Anaheim Ducks,1,R,20152016
2015-12-31,Arizona Coyotes,4,Winnipeg Jets,2,R,20152016
2016-01-01,Boston Bruins,1,Montréal Canadiens,5,R,20152016
2016-01-01,Vancouver Canucks,2,Anaheim Ducks,1,R,20152016
2016-01-02,Buffalo Sabres,3,Detroit Red Wings,4,R,20152016
2016-01-02,Los Angeles Kings,2,Philadelphia Flyers,1,R,20152016
2016-01-02,Edmonton Oilers,4,Arizona Coyotes,3,R,20152016
2016-01-02,Toronto Maple Leafs,4,St. Louis Blues,1,R,20152016
2016-01-02,Tampa Bay Lightning,3,Minnesota Wild,2,R,20152016
2016-01-02,Florida Panthers,3,New York Rangers,0,R,20152016
2016-01-02,New Jersey Devils,3,Dallas Stars,2,R,20152016
2016-01-02,Pittsburgh Penguins,5,New York Islanders,2,R,20152016
2016-01-02,Carolina Hurricanes,1,Nashville Predators,2,R,20152016
2016-01-02,Columbus Blue Jackets,5,Washington Capitals,4,R,20152016
2016-01-02,San Jose Sharks,1,Winnipeg Jets,4,R,20152016
2016-01-02,Colorado Avalanche,0,Calgary Flames,4,R,20152016
2016-01-03,New York Islanders,6,Dallas Stars,5,R,20152016
2016-01-03,Florida Panthers,2,Minnesota Wild,1,R,20152016
2016-01-03,Chicago Blackhawks,3,Ottawa Senators,0,R,20152016
2016-01-03,Anaheim Ducks,4,Winnipeg Jets,1,R,20152016
2016-01-04,New Jersey Devils,0,Detroit Red Wings,1,R,20152016
2016-01-04,St. Louis Blues,2,Ottawa Senators,3,R,20152016
2016-01-04,Colorado Avalanche,4,Los Angeles Kings,1,R,20152016
2016-01-04,Edmonton Oilers,1,Carolina Hurricanes,0,R,20152016
2016-01-04,Vancouver Canucks,2,Arizona Coyotes,3,R,20152016
2016-01-05,Boston Bruins,2,Washington Capitals,3,R,20152016
2016-01-05,Buffalo Sabres,1,Florida Panthers,5,R,20152016
2016-01-05,New York Rangers,6,Dallas Stars,2,R,20152016
2016-01-05,Pittsburgh Penguins,2,Chicago Blackhawks,3,R,20152016
2016-01-05,Columbus Blue Jackets,2,Minnesota Wild,4,R,20152016
2016-01-05,Philadelphia Flyers,4,Montréal Canadiens,3,R,20152016
2016-01-05,Nashville Predators,1,Winnipeg Jets,4,R,20152016
2016-01-05,Calgary Flames,3,Tampa Bay Lightning,1,R,20152016
2016-01-06,Montréal Canadiens,2,New Jersey Devils,1,R,20152016
