date,home_team,home_team_score,away_team,away_team_score,game_type,season
2013-09-18,Carolina Hurricanes,4,Columbus Blue Jackets,5,PR,20132014
2013-09-18,Tampa Bay Lightning,4,St. Louis Blues,3,PR,20132014
2013-09-18,Dallas Stars,3,Florida Panthers,2,PR,20132014
2013-09-18,Colorado Avalanche,1,Anaheim Ducks,2,PR,20132014
2013-09-18,Vancouver Canucks,1,Edmonton Oilers,4,PR,20132014
2013-09-19,Boston Bruins,2,Detroit Red Wings,8,PR,20132014
2013-09-19,Buffalo Sabres,5,Carolina Hurricanes,2,PR,20132014
2013-09-19,New Jersey Devils,3,New York Islanders,5,PR,20132014
2013-09-19,Ottawa Senators,2,Toronto Maple Leafs,3,PR,20132014
2013-09-19,Tampa Bay Lightning,5,Nashville Predators,1,PR,20132014
2013-09-19,Chicago Blackhawks,3,Pittsburgh Penguins,4,PR,20132014
2013-09-19,Winnipeg Jets,1,Minnesota Wild,4,PR,20132014
2013-09-20,Washington Capitals,4,Chicago Blackhawks,5,PR,20132014
2013-09-20,Carolina Hurricanes,0,Montréal Canadiens,6,PR,20132014
2013-09-20,St. Louis Blues,3,Tampa Bay Lightning,4,PR,20132014
2013-09-20,Florida Panthers,1,Dallas Stars,4,PR,20132014
2013-09-20,Colorado Avalanche,4,Los Angeles Kings,3,PR,20132014
2013-09-20,San Jose Sharks,2,Anaheim Ducks,3,PR,20132014
2013-09-21,Pittsburgh Penguins,3,Columbus Blue Jackets,5,PR,20132014
2013-09-21,Buffalo Sabres,2,Toronto Maple Leafs,3,PR,20132014
2013-09-21,Detroit Red Wings,0,Boston Bruins,2,PR,20132014
2013-09-21,Montréal Canadiens,1,Carolina Hurricanes,3,PR,20132014
2013-09-21,New York Islanders,0,New Jersey Devils,3,PR,20132014
2013-09-21,Tampa Bay Lightning,5,Florida Panthers,4,PR,20132014
2013-09-21,Minnesota Wild,4,Winnipeg Jets,3,PR,20132014
2013-09-21,St. Louis Blues,3,Dallas Stars,2,PR,20132014
2013-09-21,Edmonton Oilers,5,Vancouver Canucks,2,PR,20132014
2013-09-21,San Jose Sharks,3,Phoenix Coyotes,2,PR,20132014
2013-09-22,Detroit Red Wings,3,Chicago Blackhawks,4,PR,20132014
2013-09-22,Nashville Predators,2,New York Islanders,0,PR,20132014
2013-09-22,Toronto Maple Leafs,5,Buffalo Sabres,3,PR,20132014
2013-09-22,Anaheim Ducks,1,Colorado Avalanche,2,PR,20132014
2013-09-23,Boston Bruins,3,Washington Capitals,2,PR,20132014
2013-09-23,Columbus Blue Jackets,1,Minnesota Wild,2,PR,20132014
2013-09-23,Pittsburgh Penguins,3,Chicago Blackhawks,2,PR,20132014
2013-09-23,Montréal Canadiens,3,New Jersey Devils,2,PR,20132014
2013-09-23,Calgary Flames,4,New York Rangers,1,PR,20132014
2013-09-23,Edmonton Oilers,2,Winnipeg Jets,1,PR,20132014
2013-09-23,Vancouver Canucks,6,Phoenix Coyotes,1,PR,20132014
2013-09-24,Philadelphia Flyers,1,New Jersey Devils,2,PR,20132014
2013-09-24,Toronto Maple Leafs,2,Ottawa Senators,3,PR,20132014
2013-09-24,Nashville Predators,2,Tampa Bay Lightning,1,PR,20132014
2013-09-24,Colorado Avalanche,3,Dallas Stars,5,PR,20132014
2013-09-24,Edmonton Oilers,5,New York Rangers,3,PR,20132014
2013-09-24,Los Angeles Kings,2,Anaheim Ducks,1,PR,20132014
2013-09-24,San Jose Sharks,5,Vancouver Canucks,0,PR,20132014
2013-09-25,Buffalo Sabres,3,Columbus Blue Jackets,0,PR,20132014
2013-09-25,Washington Capitals,4,Nashville Predators,1,PR,20132014
2013-09-25,Detroit Red Wings,1,Pittsburgh Penguins,5,PR,20132014
2013-09-25,Ottawa Senators,5,Montréal Canadiens,2,PR,20132014
2013-09-25,Minnesota Wild,3,St. Louis Blues,1,PR,20132014
2013-09-25,Calgary Flames,2,Phoenix Coyotes,3,PR,20132014
2013-09-26,Columbus Blue Jackets,1,Carolina Hurricanes,2,PR,20132014
2013-09-26,New Jersey Devils,4,Philadelphia Flyers,1,PR,20132014
2013-09-26,Winnipeg Jets,2,Boston Bruins,3,PR,20132014
2013-09-26,Montréal Canadiens,3,Ottawa Senators,1,PR,20132014
2013-09-26,Tampa Bay Lightning,3,Florida Panthers,2,PR,20132014
2013-09-26,Dallas Stars,5,Colorado Avalanche,1,PR,20132014
2013-09-26,Vancouver Canucks,5,New York Rangers,0,PR,20132014
2013-09-27,Carolina Hurricanes,1,Buffalo Sabres,0,PR,20132014
2013-09-27,New York Islanders,6,Nashville Predators,4,PR,20132014
2013-09-27,Washington Capitals,6,Philadelphia Flyers,3,PR,20132014
2013-09-27,Detroit Red Wings,5,Toronto Maple Leafs,2,PR,20132014
2013-09-27,Edmonton Oilers,0,Dallas Stars,4,PR,20132014
2013-09-27,St. Louis Blues,4,Minnesota Wild,1,PR,20132014
2013-09-27,Boston Bruins,5,Winnipeg Jets,0,PR,20132014
2013-09-27,Phoenix Coyotes,2,San Jose Sharks,1,PR,20132014
2013-09-27,Los Angeles Kings,4,New York Rangers,1,PR,20132014
2013-09-28,Florida Panthers,5,Tampa Bay Lightning,3,PR,20132014
2013-09-28,Toronto Maple Leafs,3,Detroit Red Wings,1,PR,20132014
2013-09-28,Chicago Blackhawks,4,Washington Capitals,3,PR,20132014
2013-09-28,Anaheim Ducks,5,San Jose Sharks,6,PR,20132014
2013-09-28,Los Angeles Kings,2,Colorado Avalanche,3,PR,20132014
2013-09-29,New York Islanders,5,Ottawa Senators,2,PR,20132014
2013-09-29,Ottawa Senators,1,New York Islanders,4,PR,20132014
2013-10-01,Montréal Canadiens,3,Toronto Maple Leafs,4,R,20132014
2013-10-01,Chicago Blackhawks,6,Washington Capitals,4,R,20132014
2013-10-01,Edmonton Oilers,4,Winnipeg Jets,5,R,20132014
2013-10-02,Philadelphia Flyers,1,Toronto Maple Leafs,3,R,20132014
2013-10-02,Detroit Red Wings,2,Buffalo Sabres,1,R,20132014
2013-10-02,Colorado Avalanche,6,Anaheim Ducks,1,R,20132014
2013-10-03,Boston Bruins,3,Tampa Bay Lightning,1,R,20132014
2013-10-03,Pittsburgh Penguins,3,New Jersey Devils,0,R,20132014
2013-10-03,Washington Capitals,5,Calgary Flames,4,R,20132014
2013-10-03,Minnesota Wild,2,Los Angeles Kings,3,R,20132014
2013-10-03,St. Louis Blues,4,Nashville Predators,2,R,20132014
2013-10-03,Dallas Stars,2,Florida Panthers,4,R,20132014
2013-10-03,Phoenix Coyotes,4,New York Rangers,1,R,20132014
2013-10-03,San Jose Sharks,4,Vancouver Canucks,1,R,20132014
2013-10-04,Buffalo Sabres,0,Ottawa Senators,1,R,20132014
2013-10-04,New Jersey Devils,3,New York Islanders,4,R,20132014
2013-10-04,Carolina Hurricanes,2,Detroit Red Wings,3,R,20132014
2013-10-04,Columbus Blue Jackets,3,Calgary Flames,4,R,20132014
2013-10-04,Winnipeg Jets,5,Los Angeles Kings,3,R,20132014
2013-10-04,Colorado Avalanche,3,Nashville Predators,1,R,20132014
2013-10-05,Boston Bruins,4,Detroit Red Wings,1,R,20132014
2013-10-05,Toronto Maple Leafs,5,Ottawa Senators,4,R,20132014
2013-10-05,Montréal Canadiens,4,Philadelphia Flyers,1,R,20132014
2013-10-05,New York Islanders,2,Columbus Blue Jackets,3,R,20132014
2013-10-05,Pittsburgh Penguins,4,Buffalo Sabres,1,R,20132014
2013-10-05,Chicago Blackhawks,2,Tampa Bay Lightning,3,R,20132014
2013-10-05,St. Louis Blues,7,Florida Panthers,0,R,20132014
2013-10-05,Dallas Stars,2,Washington Capitals,1,R,20132014
2013-10-05,Minnesota Wild,3,Anaheim Ducks,4,R,20132014
2013-10-05,Vancouver Canucks,6,Edmonton Oilers,2,R,20132014
2013-10-05,San Jose Sharks,4,Phoenix Coyotes,1,R,20132014
2013-10-06,Carolina Hurricanes,2,Philadelphia Flyers,1,R,20132014
2013-10-06,Calgary Flames,4,Vancouver Canucks,5,R,20132014
2013-10-06,Winnipeg Jets,2,Anaheim Ducks,3,R,20132014
2013-10-07,Edmonton Oilers,5,New Jersey Devils,4,R,20132014
2013-10-07,Los Angeles Kings,1,New York Rangers,3,R,20132014
2013-10-08,Toronto Maple Leafs,1,Colorado Avalanche,2,R,20132014
2013-10-08,New York Islanders,6,Phoenix Coyotes,1,R,20132014
2013-10-08,Philadelphia Flyers,2,Florida Panthers,1,R,20132014
2013-10-08,Pittsburgh Penguins,5,Carolina Hurricanes,2,R,20132014
2013-10-08,Buffalo Sabres,2,Tampa Bay Lightning,3,R,20132014
2013-10-08,Nashville Predators,3,Minnesota Wild,2,R,20132014
2013-10-08,Vancouver Canucks,3,New Jersey Devils,2,R,20132014
2013-10-08,San Jose Sharks,9,New York Rangers,2,R,20132014
2013-10-09,Calgary Flames,3,Montréal Canadiens,2,R,20132014
2013-10-09,St. Louis Blues,3,Chicago Blackhawks,2,R,20132014
2013-10-09,Los Angeles Kings,4,Ottawa Senators,3,R,20132014
2013-10-10,Boston Bruins,0,Colorado Avalanche,2,R,20132014
2013-10-10,Buffalo Sabres,1,Columbus Blue Jackets,4,R,20132014
2013-10-10,Washington Capitals,2,Carolina Hurricanes,3,R,20132014
2013-10-10,Detroit Red Wings,2,Phoenix Coyotes,4,R,20132014
2013-10-10,Tampa Bay Lightning,7,Florida Panthers,2,R,20132014
2013-10-10,Nashville Predators,0,Toronto Maple Leafs,4,R,20132014
2013-10-10,Minnesota Wild,2,Winnipeg Jets,1,R,20132014
2013-10-10,Edmonton Oilers,1,Montréal Canadiens,4,R,20132014
2013-10-10,Vancouver Canucks,1,San Jose Sharks,4,R,20132014
2013-10-10,Anaheim Ducks,6,New York Rangers,0,R,20132014
2013-10-11,Philadelphia Flyers,1,Phoenix Coyotes,2,R,20132014
2013-10-11,Carolina Hurricanes,1,Los Angeles Kings,2,R,20132014
2013-10-11,Florida Panthers,6,Pittsburgh Penguins,3,R,20132014
2013-10-11,Chicago Blackhawks,3,New York Islanders,2,R,20132014
2013-10-11,Winnipeg Jets,1,Dallas Stars,4,R,20132014
2013-10-11,Calgary Flames,3,New Jersey Devils,2,R,20132014
2013-10-12,Columbus Blue Jackets,1,Boston Bruins,3,R,20132014
2013-10-12,Toronto Maple Leafs,6,Edmonton Oilers,5,R,20132014
2013-10-12,Detroit Red Wings,5,Philadelphia Flyers,2,R,20132014
2013-10-12,Tampa Bay Lightning,4,Pittsburgh Penguins,5,R,20132014
2013-10-12,Washington Capitals,1,Colorado Avalanche,5,R,20132014
2013-10-12,Chicago Blackhawks,2,Buffalo Sabres,1,R,20132014
2013-10-12,St. Louis Blues,5,New York Rangers,3,R,20132014
2013-10-12,Nashville Predators,3,New York Islanders,2,R,20132014
2013-10-12,Minnesota Wild,5,Dallas Stars,1,R,20132014
2013-10-12,Vancouver Canucks,1,Montréal Canadiens,4,R,20132014
2013-10-12,San Jose Sharks,3,Ottawa Senators,2,R,20132014
2013-10-13,Carolina Hurricanes,3,Phoenix Coyotes,5,R,20132014
2013-10-13,Florida Panthers,0,Los Angeles Kings,3,R,20132014
2013-10-13,Anaheim Ducks,4,Ottawa Senators,1,R,20132014
2013-10-13,Winnipeg Jets,3,New Jersey Devils,0,R,20132014
2013-10-14,Boston Bruins,2,Detroit Red Wings,3,R,20132014
2013-10-14,Washington Capitals,4,Edmonton Oilers,2,R,20132014
2013-10-14,Buffalo Sabres,1,Minnesota Wild,2,R,20132014
2013-10-15,Toronto Maple Leafs,4,Minnesota Wild,1,R,20132014
2013-10-15,New York Islanders,3,Buffalo Sabres,4,R,20132014
2013-10-15,Philadelphia Flyers,2,Vancouver Canucks,3,R,20132014
2013-10-15,Pittsburgh Penguins,3,Edmonton Oilers,2,R,20132014
2013-10-15,Carolina Hurricanes,2,Chicago Blackhawks,3,R,20132014
2013-10-15,Tampa Bay Lightning,5,Los Angeles Kings,1,R,20132014
2013-10-15,St. Louis Blues,2,San Jose Sharks,6,R,20132014
2013-10-15,Nashville Predators,4,Florida Panthers,3,R,20132014
2013-10-15,Winnipeg Jets,0,Montréal Canadiens,3,R,20132014
2013-10-15,Detroit Red Wings,2,Columbus Blue Jackets,1,R,20132014
2013-10-15,Colorado Avalanche,3,Dallas Stars,2,R,20132014
2013-10-15,Phoenix Coyotes,3,Ottawa Senators,4,R,20132014
2013-10-16,Washington Capitals,0,New York Rangers,2,R,20132014
2013-10-16,Anaheim Ducks,3,Calgary Flames,2,R,20132014
2013-10-17,Buffalo Sabres,0,Vancouver Canucks,3,R,20132014
2013-10-17,Toronto Maple Leafs,2,Carolina Hurricanes,3,R,20132014
2013-10-17,New York Islanders,3,Edmonton Oilers,2,R,20132014
2013-10-17,Philadelphia Flyers,1,Pittsburgh Penguins,4,R,20132014
2013-10-17,Montréal Canadiens,5,Columbus Blue Jackets,3,R,20132014
2013-10-17,Ottawa Senators,5,New Jersey Devils,2,R,20132014
2013-10-17,Tampa Bay Lightning,3,Minnesota Wild,1,R,20132014
2013-10-17,Florida Panthers,2,Boston Bruins,3,R,20132014
2013-10-17,Chicago Blackhawks,2,St. Louis Blues,3,R,20132014
2013-10-17,Nashville Predators,1,Los Angeles Kings,2,R,20132014
2013-10-17,Dallas Stars,4,San Jose Sharks,3,R,20132014
2013-10-17,Colorado Avalanche,2,Detroit Red Wings,4,R,20132014
2013-10-18,Winnipeg Jets,4,St. Louis Blues,3,R,20132014
2013-10-18,Anaheim Ducks,3,Phoenix Coyotes,2,R,20132014
2013-10-19,Pittsburgh Penguins,4,Vancouver Canucks,3,R,20132014
2013-10-19,Ottawa Senators,1,Edmonton Oilers,3,R,20132014
2013-10-19,Chicago Blackhawks,3,Toronto Maple Leafs,1,R,20132014
2013-10-19,Buffalo Sabres,2,Colorado Avalanche,4,R,20132014
2013-10-19,Montréal Canadiens,1,Nashville Predators,2,R,20132014
2013-10-19,Tampa Bay Lightning,0,Boston Bruins,5,R,20132014
2013-10-19,Florida Panthers,2,Minnesota Wild,1,R,20132014
2013-10-19,New Jersey Devils,4,New York Rangers,0,R,20132014
2013-10-19,New York Islanders,3,Carolina Hurricanes,4,R,20132014
2013-10-19,Washington Capitals,4,Columbus Blue Jackets,1,R,20132014
2013-10-19,Phoenix Coyotes,5,Detroit Red Wings,2,R,20132014
2013-10-19,San Jose Sharks,6,Calgary Flames,3,R,20132014
2013-10-19,Los Angeles Kings,5,Dallas Stars,2,R,20132014
2013-10-20,Columbus Blue Jackets,3,Vancouver Canucks,1,R,20132014
2013-10-20,Anaheim Ducks,6,Dallas Stars,3,R,20132014
2013-10-20,Winnipeg Jets,1,Nashville Predators,3,R,20132014
2013-10-21,Detroit Red Wings,0,San Jose Sharks,1,R,20132014
2013-10-21,Pittsburgh Penguins,0,Colorado Avalanche,1,R,20132014
2013-10-21,Los Angeles Kings,2,Calgary Flames,3,R,20132014
2013-10-22,Toronto Maple Leafs,4,Anaheim Ducks,2,R,20132014
2013-10-22,New York Islanders,4,Vancouver Canucks,5,R,20132014
2013-10-22,Columbus Blue Jackets,4,New Jersey Devils,1,R,20132014
2013-10-22,Montréal Canadiens,3,Edmonton Oilers,4,R,20132014
2013-10-22,Florida Panthers,2,Chicago Blackhawks,3,R,20132014
2013-10-22,Minnesota Wild,2,Nashville Predators,0,R,20132014
2013-10-22,Winnipeg Jets,4,Washington Capitals,5,R,20132014
2013-10-22,Phoenix Coyotes,4,Calgary Flames,2,R,20132014
2013-10-23,Detroit Red Wings,1,Ottawa Senators,6,R,20132014
2013-10-23,Buffalo Sabres,2,Boston Bruins,5,R,20132014
2013-10-24,Boston Bruins,2,San Jose Sharks,1,R,20132014
2013-10-24,New Jersey Devils,2,Vancouver Canucks,3,R,20132014
2013-10-24,Philadelphia Flyers,2,New York Rangers,1,R,20132014
2013-10-24,Montréal Canadiens,4,Anaheim Ducks,1,R,20132014
2013-10-24,Tampa Bay Lightning,6,Chicago Blackhawks,5,R,20132014
2013-10-24,Nashville Predators,3,Winnipeg Jets,2,R,20132014
2013-10-24,Minnesota Wild,3,Carolina Hurricanes,1,R,20132014
2013-10-24,Dallas Stars,5,Calgary Flames,1,R,20132014
2013-10-24,Edmonton Oilers,1,Washington Capitals,4,R,20132014
2013-10-24,Los Angeles Kings,7,Phoenix Coyotes,4,R,20132014
2013-10-25,Pittsburgh Penguins,3,New York Islanders,4,R,20132014
2013-10-25,Columbus Blue Jackets,5,Toronto Maple Leafs,2,R,20132014
2013-10-25,Ottawa Senators,1,Anaheim Ducks,2,R,20132014
2013-10-25,Florida Panthers,1,Buffalo Sabres,3,R,20132014
2013-10-25,St. Louis Blues,2,Vancouver Canucks,3,R,20132014
2013-10-25,Colorado Avalanche,4,Carolina Hurricanes,2,R,20132014
2013-10-26,Phoenix Coyotes,5,Edmonton Oilers,4,R,20132014
2013-10-26,Dallas Stars,1,Winnipeg Jets,2,R,20132014
2013-10-26,Boston Bruins,3,New Jersey Devils,4,R,20132014
2013-10-26,Toronto Maple Leafs,4,Pittsburgh Penguins,1,R,20132014
2013-10-26,Montréal Canadiens,0,San Jose Sharks,2,R,20132014
2013-10-26,Detroit Red Wings,2,New York Rangers,3,R,20132014
2013-10-26,Tampa Bay Lightning,3,Buffalo Sabres,2,R,20132014
2013-10-26,New York Islanders,2,Philadelphia Flyers,5,R,20132014
2013-10-26,Chicago Blackhawks,3,Minnesota Wild,5,R,20132014
2013-10-26,Nashville Predators,1,St. Louis Blues,6,R,20132014
2013-10-26,Calgary Flames,5,Washington Capitals,2,R,20132014
2013-10-27,Ottawa Senators,2,San Jose Sharks,5,R,20132014
2013-10-27,Florida Panthers,3,Tampa Bay Lightning,4,R,20132014
2013-10-27,Columbus Blue Jackets,3,Anaheim Ducks,4,R,20132014
2013-10-27,Colorado Avalanche,3,Winnipeg Jets,2,R,20132014
2013-10-27,Los Angeles Kings,2,Edmonton Oilers,1,R,20132014
2013-10-28,Buffalo Sabres,3,Dallas Stars,4,R,20132014
2013-10-28,Carolina Hurricanes,1,Pittsburgh Penguins,3,R,20132014
2013-10-28,New York Rangers,0,Montréal Canadiens,2,R,20132014
2013-10-28,Minnesota Wild,1,Chicago Blackhawks,5,R,20132014
2013-10-28,Vancouver Canucks,3,Washington Capitals,2,R,20132014
2013-10-29,New York Islanders,2,New York Rangers,3,R,20132014
2013-10-29,Philadelphia Flyers,2,Anaheim Ducks,3,R,20132014
2013-10-29,Montréal Canadiens,2,Dallas Stars,1,R,20132014
2013-10-29,New Jersey Devils,2,Tampa Bay Lightning,1,R,20132014
2013-10-29,Chicago Blackhawks,6,Ottawa Senators,5,R,20132014
2013-10-29,St. Louis Blues,3,Winnipeg Jets,2,R,20132014
2013-10-29,Edmonton Oilers,0,Toronto Maple Leafs,4,R,20132014
2013-10-29,Phoenix Coyotes,3,Los Angeles Kings,1,R,20132014
2013-10-30,Calgary Flames,2,Toronto Maple Leafs,4,R,20132014
2013-10-30,Pittsburgh Penguins,3,Boston Bruins,2,R,20132014
2013-10-30,Vancouver Canucks,1,Detroit Red Wings,2,R,20132014
2013-10-30,Los Angeles Kings,4,San Jose Sharks,3,R,20132014
2013-10-31,Boston Bruins,3,Anaheim Ducks,2,R,20132014
2013-10-31,New York Rangers,2,Buffalo Sabres,0,R,20132014
2013-10-31,Phoenix Coyotes,5,Nashville Predators,4,R,20132014
2013-11-01,Philadelphia Flyers,0,Washington Capitals,7,R,20132014
2013-11-01,Pittsburgh Penguins,4,Columbus Blue Jackets,2,R,20132014
2013-11-01,Carolina Hurricanes,0,Tampa Bay Lightning,3,R,20132014
2013-11-01,Ottawa Senators,4,New York Islanders,5,R,20132014
2013-11-01,Florida Panthers,0,St. Louis Blues,4,R,20132014
2013-11-01,Minnesota Wild,4,Montréal Canadiens,3,R,20132014
2013-11-01,Dallas Stars,2,Colorado Avalanche,3,R,20132014
2013-11-01,Calgary Flames,3,Detroit Red Wings,4,R,20132014
2013-11-02,Winnipeg Jets,1,Chicago Blackhawks,5,R,20132014
2013-11-02,Vancouver Canucks,4,Toronto Maple Leafs,0,R,20132014
2013-11-02,Buffalo Sabres,3,Anaheim Ducks,6,R,20132014
2013-11-02,Tampa Bay Lightning,4,St. Louis Blues,2,R,20132014
2013-11-02,New Jersey Devils,0,Philadelphia Flyers,1,R,20132014
2013-11-02,New York Islanders,3,Boston Bruins,1,R,20132014
2013-11-02,New York Rangers,5,Carolina Hurricanes,1,R,20132014
2013-11-02,Washington Capitals,3,Florida Panthers,2,R,20132014
2013-11-02,Columbus Blue Jackets,0,Pittsburgh Penguins,3,R,20132014
2013-11-02,Colorado Avalanche,4,Montréal Canadiens,1,R,20132014
2013-11-02,Edmonton Oilers,0,Detroit Red Wings,5,R,20132014
2013-11-02,Los Angeles Kings,3,Nashville Predators,4,R,20132014
2013-11-02,San Jose Sharks,2,Phoenix Coyotes,3,R,20132014
2013-11-03,Ottawa Senators,3,Dallas Stars,4,R,20132014
2013-11-03,Chicago Blackhawks,2,Calgary Flames,3,R,20132014
2013-11-03,Minnesota Wild,4,New Jersey Devils,0,R,20132014
2013-11-04,New York Rangers,1,Anaheim Ducks,2,R,20132014
2013-11-04,Winnipeg Jets,4,Detroit Red Wings,2,R,20132014
2013-11-05,Boston Bruins,2,Dallas Stars,3,R,20132014
2013-11-05,Washington Capitals,6,New York Islanders,2,R,20132014
2013-11-05,Columbus Blue Jackets,1,Ottawa Senators,4,R,20132014
2013-11-05,Montréal Canadiens,2,St. Louis Blues,3,R,20132014
2013-11-05,Florida Panthers,3,Edmonton Oilers,4,R,20132014
2013-11-05,Carolina Hurricanes,2,Philadelphia Flyers,1,R,20132014
2013-11-05,Minnesota Wild,5,Calgary Flames,1,R,20132014
2013-11-05,Phoenix Coyotes,3,Vancouver Canucks,2,R,20132014
2013-11-05,San Jose Sharks,4,Buffalo Sabres,5,R,20132014
2013-11-06,New York Rangers,5,Pittsburgh Penguins,1,R,20132014
2013-11-06,Chicago Blackhawks,4,Winnipeg Jets,1,R,20132014
2013-11-06,Colorado Avalanche,4,Nashville Predators,6,R,20132014
2013-11-06,Anaheim Ducks,5,Phoenix Coyotes,2,R,20132014
2013-11-07,Boston Bruins,4,Florida Panthers,1,R,20132014
2013-11-07,Ottawa Senators,4,Montréal Canadiens,1,R,20132014
2013-11-07,Philadelphia Flyers,0,New Jersey Devils,3,R,20132014
2013-11-07,Washington Capitals,3,Minnesota Wild,2,R,20132014
2013-11-07,Carolina Hurricanes,1,New York Islanders,0,R,20132014
2013-11-07,Columbus Blue Jackets,2,New York Rangers,4,R,20132014
2013-11-07,Detroit Red Wings,3,Dallas Stars,4,R,20132014
2013-11-07,Tampa Bay Lightning,4,Edmonton Oilers,2,R,20132014
2013-11-07,St. Louis Blues,3,Calgary Flames,2,R,20132014
2013-11-07,Los Angeles Kings,2,Buffalo Sabres,0,R,20132014
2013-11-07,San Jose Sharks,2,Vancouver Canucks,4,R,20132014
2013-11-08,Toronto Maple Leafs,2,New Jersey Devils,1,R,20132014
2013-11-08,Winnipeg Jets,5,Nashville Predators,0,R,20132014
2013-11-08,Colorado Avalanche,4,Calgary Flames,2,R,20132014
2013-11-08,Anaheim Ducks,6,Buffalo Sabres,2,R,20132014
2013-11-09,Philadelphia Flyers,4,Edmonton Oilers,2,R,20132014
2013-11-09,Ottawa Senators,3,Florida Panthers,2,R,20132014
2013-11-09,Boston Bruins,3,Toronto Maple Leafs,1,R,20132014
2013-11-09,Detroit Red Wings,2,Tampa Bay Lightning,3,R,20132014
2013-11-09,Carolina Hurricanes,2,Minnesota Wild,3,R,20132014
2013-11-09,Columbus Blue Jackets,5,New York Islanders,2,R,20132014
2013-11-09,Phoenix Coyotes,4,Washington Capitals,3,R,20132014
2013-11-09,St. Louis Blues,2,Pittsburgh Penguins,1,R,20132014
2013-11-09,Dallas Stars,2,Chicago Blackhawks,5,R,20132014
2013-11-09,Los Angeles Kings,5,Vancouver Canucks,1,R,20132014
2013-11-10,Montréal Canadiens,4,New York Islanders,2,R,20132014
2013-11-10,New Jersey Devils,5,Nashville Predators,0,R,20132014
2013-11-10,New York Rangers,4,Florida Panthers,3,R,20132014
2013-11-10,Chicago Blackhawks,5,Edmonton Oilers,4,R,20132014
2013-11-10,Anaheim Ducks,3,Vancouver Canucks,1,R,20132014
2013-11-10,Colorado Avalanche,4,Washington Capitals,1,R,20132014
2013-11-10,Winnipeg Jets,5,San Jose Sharks,4,R,20132014
2013-11-11,Boston Bruins,3,Tampa Bay Lightning,0,R,20132014
2013-11-12,Buffalo Sabres,3,Los Angeles Kings,2,R,20132014
2013-11-12,New York Islanders,3,Nashville Predators,1,R,20132014
2013-11-12,New York Rangers,2,New Jersey Devils,3,R,20132014
2013-11-12,Washington Capitals,4,Columbus Blue Jackets,3,R,20132014
2013-11-12,Carolina Hurricanes,2,Colorado Avalanche,1,R,20132014
2013-11-12,Montréal Canadiens,1,Tampa Bay Lightning,2,R,20132014
2013-11-12,Ottawa Senators,0,Philadelphia Flyers,5,R,20132014
2013-11-12,Detroit Red Wings,2,Winnipeg Jets,3,R,20132014
2013-11-12,Florida Panthers,3,Anaheim Ducks,2,R,20132014
2013-11-12,St. Louis Blues,2,Phoenix Coyotes,3,R,20132014
2013-11-12,Calgary Flames,2,San Jose Sharks,3,R,20132014
2013-11-13,Minnesota Wild,2,Toronto Maple Leafs,1,R,20132014
2013-11-13,Pittsburgh Penguins,1,Philadelphia Flyers,2,R,20132014
2013-11-13,Edmonton Oilers,0,Dallas Stars,3,R,20132014
2013-11-14,Boston Bruins,3,Columbus Blue Jackets,2,R,20132014
2013-11-14,New York Islanders,2,Los Angeles Kings,3,R,20132014
2013-11-14,Tampa Bay Lightning,5,Anaheim Ducks,1,R,20132014
2013-11-14,Chicago Blackhawks,5,Phoenix Coyotes,4,R,20132014
2013-11-14,St. Louis Blues,7,Colorado Avalanche,3,R,20132014
2013-11-14,Calgary Flames,3,Dallas Stars,7,R,20132014
2013-11-14,Vancouver Canucks,1,San Jose Sharks,2,R,20132014
2013-11-15,Buffalo Sabres,3,Toronto Maple Leafs,1,R,20132014
2013-11-15,New Jersey Devils,0,Los Angeles Kings,2,R,20132014
2013-11-15,Pittsburgh Penguins,4,Nashville Predators,1,R,20132014
2013-11-15,Carolina Hurricanes,3,Anaheim Ducks,2,R,20132014
2013-11-15,Columbus Blue Jackets,2,Montréal Canadiens,3,R,20132014
2013-11-15,Ottawa Senators,4,Boston Bruins,2,R,20132014
2013-11-15,Detroit Red Wings,3,Washington Capitals,4,R,20132014
2013-11-15,Minnesota Wild,3,Florida Panthers,2,R,20132014
2013-11-15,Winnipeg Jets,3,Philadelphia Flyers,2,R,20132014
2013-11-15,Edmonton Oilers,1,San Jose Sharks,3,R,20132014
2013-11-16,Toronto Maple Leafs,4,Buffalo Sabres,2,R,20132014
2013-11-16,Montréal Canadiens,0,New York Rangers,1,R,20132014
2013-11-16,New Jersey Devils,4,Pittsburgh Penguins,1,R,20132014
2013-11-16,New York Islanders,5,Detroit Red Wings,4,R,20132014
2013-11-16,Phoenix Coyotes,6,Tampa Bay Lightning,3,R,20132014
2013-11-16,St. Louis Blues,4,Carolina Hurricanes,2,R,20132014
2013-11-16,Nashville Predators,7,Chicago Blackhawks,2,R,20132014
2013-11-16,Colorado Avalanche,1,Florida Panthers,4,R,20132014
2013-11-16,Calgary Flames,2,Edmonton Oilers,4,R,20132014
2013-11-17,Ottawa Senators,1,Columbus Blue Jackets,4,R,20132014
2013-11-17,Washington Capitals,4,St. Louis Blues,1,R,20132014
2013-11-17,Chicago Blackhawks,5,San Jose Sharks,1,R,20132014
2013-11-17,New York Rangers,0,Los Angeles Kings,1,R,20132014
2013-11-17,Vancouver Canucks,1,Dallas Stars,2,R,20132014
2013-11-17,Minnesota Wild,2,Winnipeg Jets,1,R,20132014
