1359331782,16
1359332383,13
1359332985,10
1359333586,9
1359334188,9
1359334790,9
1359335391,9
1359335993,9
1359336595,9
1359337196,9
1359337798,8
1359338400,9
1359339001,9
1359339603,9
1359340205,9
1359340806,9
1359341408,9
1359342010,9
1359342611,8
1359343213,9
1359343815,9
1359344416,9
1359345018,9
1359345620,9
1359346221,9
1359346823,9
1359347425,9
1359348026,10
1359348628,10
1359349230,9
1359349831,0
1359350433,0
1359351035,0
1359351636,0
1359352238,0
1359352840,0
1359353441,0
1359354043,0
1359354645,0
1359355246,0
1359355848,0
1359356450,0
1359357051,0
1359357653,0
1359358255,0
1359358856,0
1359359458,0
1359360060,0
1359360661,0
1359361263,0
1359361866,0
1359361872,0
1359362472,0
1359363074,0
1359363675,0
1359364277,0
1359364879,0
1359365480,0
1359366082,0
1359366684,0
1359367285,0
1359367887,0
1359368489,0
1359369090,0
1359369692,0
1359370294,0
1359370895,0
1359371497,0
1359372098,0
1359372700,0
1359373302,0
1359373903,0
1359374505,0
1359375107,0
1359375708,0
1359376310,0
1359376912,0
1359377513,0
1359378115,0
1359378717,0
1359379318,0
1359379920,0
1359380522,0
1359381124,0
1359381725,0
1359382327,0
1359382929,0
1359383530,0
1359384132,0
1359384734,0
1359385335,0
1359385937,2
1359386539,5
1359387140,7
1359387742,12
1359388344,31
1359388945,40
1359389547,44
1359390149,45
1359390750,44
1359391352,43
1359391954,43
1359392555,42
