1357517357,10
1357517958,10
1357518560,10
1357519162,10
1357519764,10
1357520365,10
1357520967,10
1357521569,9
1357522170,10
1357522772,10
1357523374,10
1357523975,10
1357524577,9
1357525179,10
1357525780,11
1357526382,10
1357526984,10
1357527585,10
1357528187,10
1357528789,10
1357529390,10
1357529992,10
1357530594,10
1357531195,10
1357531797,10
1357532399,10
1357533000,10
1357533602,11
1357534204,11
1357534805,10
1357535407,0
1357536009,0
1357536610,0
1357537212,0
1357537814,0
1357538415,0
1357539017,0
1357539619,0
1357540220,0
1357540822,0
1357541424,0
1357542025,0
1357542627,0
1357543229,0
1357543830,0
1357544432,0
1357545034,0
1357545635,0
1357546237,0
1357546839,0
1357547440,0
1357548042,0
1357548643,0
1357549245,0
1357549847,0
1357550448,0
1357551050,0
1357551652,0
1357552253,0
1357552855,0
1357553457,0
1357554058,0
1357554660,0
1357555262,0
1357555864,0
1357556465,0
1357557067,0
1357557668,0
1357558270,0
1357558872,0
1357559473,0
1357560075,0
1357560676,0
1357561278,0
1357561880,0
1357562482,0
1357563083,0
1357563685,0
1357564287,0
1357564888,0
1357565490,0
1357566092,0
1357566693,0
1357567295,0
1357567897,0
1357568498,0
1357569100,0
1357569702,0
1357570303,0
1357570905,11
1357571507,12
1357572108,13
1357572710,15
1357573312,21
1357573913,24
1357574515,31
1357575117,40
1357575718,47
1357576320,45
1357576922,50
1357577523,56
1357578125,63
1357578726,46
1357579328,36
1357579930,56
1357580531,57
1357581133,71
1357581735,71
1357582336,69
1357582938,42
1357583540,37
1357584141,64
1357584743,71
1357585345,76
1357585946,85
1357586548,72
1357587150,117
1357587751,93
1357588353,93
1357588955,78
1357589556,41
1357590158,34
1357590760,34
1357591361,43
1357591963,47
1357592565,43
1357593166,40
1357593768,35
1357594369,36
1357594971,26
1357595573,26
1357596174,21
1357596776,18
1357597378,15
1357597979,16
1357598581,23
1357599183,22
1357599784,19
1357600386,31
1357600988,26
1357601589,20
1357602191,11
1357602793,9
1357603394,10
1357603996,10
1357604598,10
1357605199,10
1357605801,10
1357606403,11
1357607004,9
1357607606,10
1357608208,9
1357608809,9
1357609411,10
1357610013,9
1357610614,392
1357611216,391
1357611818,391
1357612420,397
1357613021,397
1357613623,392
1357614225,390
1357614826,392
1357615428,394
1357616030,391
1357616631,396
1357617233,0
1357617835,0
1357618436,0
1357619038,0
1357619640,0
1357620241,0
1357620843,0
1357621445,0
1357622046,0
1357622648,0
1357623250,0
1357623851,0
1357624453,0
1357625055,0
1357625656,0
1357626258,0
1357626860,0
1357627461,0
1357628063,0
1357628665,0
1357629266,0
1357629868,0
1357630470,0
1357631071,0
1357631673,0
1357632274,0
1357632876,0
1357633478,0
1357634079,0
1357634681,0
1357635283,0
1357635884,0
1357636486,0
1357637088,0
1357637689,0
1357638291,0
1357638893,0
1357639494,0
1357640096,0
1357640698,0
1357641299,0
1357641901,0
1357642503,0
1357643104,0
1357643706,0
1357644308,0
1357644909,0
1357645511,0
1357646113,0
1357646714,0
1357647316,0
1357647918,0
1357648519,0
1357649121,0
1357649723,0
1357650324,0
1357650926,0
1357651528,0
1357652129,0
1357652731,0
1357653333,0
1357653934,0
